state,agencyType,agencyName,quarter1,quarter2,quarter3,quarter4,population
,,Berkeley,3,6,4,2,"35,830"
,,Davis,2,1,0,2,"31,247"
,,Los Angeles,1,1,0,1,"38,550"
,,Riverside,1,0,0,1,"19,384"
,,San Diego,3,1,1,0,"28,418"
,,San Francisco,0,0,1,0,"3,119"
,,Santa Cruz,0,0,2,0,"16,775"
,Metropolitan Counties,,,,,,
,,Butte,0,0,1,0,
,,Contra Costa,0,0,0,2,
,,El Dorado,0,0,1,0,
,,Kern,1,1,1,2,
,,Los Angeles,9,7,12,13,
,,Madera,0,0,1,0,
,,Monterey,0,0,1,0,
,,Orange,1,0,1,1,
,,Riverside,5,2,2,1,
,,Sacramento,5,2,2,4,
,,San Bernardino,0,1,1,0,
,,San Diego,6,8,10,4,
,,San Joaquin,0,0,1,0,
,,San Mateo,1,0,0,0,
,,Santa Barbara,0,1,0,0,
,,Santa Clara,1,1,1,0,
,,Santa Cruz,0,0,0,1,
,,Shasta,1,0,0,0,
,,Sonoma,1,0,0,1,
,,Stanislaus,0,1,1,0,
,,Ventura,0,0,1,0,
,Nonmetropolitan Counties,,,,,,
,,Colusa,0,0,1,0,
,,Lake,1,1,2,0,
,,Mariposa,0,0,1,0,
,,Mendocino,2,0,1,1,
,Other Agencies,,,,,,
,,Los Angeles Transportation Services Bureau,0,1,2,3,
,,San Francisco Bay Area Rapid Transit: San Francisco County,0,0,0,1,
,,Santa Clara Transit District,0,1,2,1,
COLORADO,Total,,,,,,
,Cities,,,,,,
,,Arvada,0,0,1,0,"107,227"
,,Aspen,1,1,0,1,"6,012"
,,Aurora,1,3,1,0,"323,483"
,,Boulder,0,0,2,1,"99,255"
,,Breckenridge,0,0,0,1,"3,557"
,,Centennial,1,1,1,0,"98,902"
,,Colorado Springs,3,4,2,6,"397,886"
,,Commerce City,0,1,1,1,"46,771"
,,Denver,14,5,11,13,"607,051"
,,Evans,0,0,0,1,"20,440"
,,Florence,0,0,0,1,"3,533"
,,Fort Collins,3,2,1,1,"138,689"
,,Frederick,0,0,1,0,"9,196"
,,Fruita,1,0,0,0,"12,848"
,,Golden,2,0,0,0,"17,226"
,,Grand Junction,0,0,3,0,"59,029"
,,Greeley,2,1,0,0,"92,804"
,,Greenwood Village,0,1,0,0,"14,430"
,,Lafayette,0,1,1,0,"26,055"
,,Lakewood,0,1,0,0,"139,615"
,,Littleton,1,0,0,0,"40,544"
,,Longmont,0,0,3,0,"88,913"
,,Louisville,0,1,0,0,"19,429"
,,Loveland,1,1,2,0,"66,857"
,,Montrose,0,0,1,0,"18,758"
,,Monument,0,1,0,0,"5,257"
,,Northglenn,1,0,0,0,"34,467"
,,Pagosa Springs,1,0,0,0,"1,814"
,,Pueblo,1,1,0,3,"103,612"
,,Steamboat Springs,0,0,0,1,"12,426"
,,Thornton,0,1,0,0,"119,989"
,,Trinidad,0,0,1,0,"8,933"
,,Wheat Ridge,1,0,2,0,"30,400"
,,Yuma,0,0,1,0,"3,240"
,Universities and Colleges,,,,,,
,,Colorado State University: Pueblo,1,0,0,0,"6,443"
,Metropolitan Counties,,,,,,
,,Adams,1,0,1,0,
,,Arapahoe,1,3,2,0,
,,Douglas,3,4,5,1,
,,Jefferson,0,0,0,1,
,,Larimer,0,0,0,1,
,,Mesa,0,0,0,1,
,Nonmetropolitan Counties,,,,,,
,,Montezuma,1,0,0,1,
,,Summit,1,0,0,0,
,State Police Agencies,,,,,,
,,Colorado State Patrol,1,0,0,0,
CONNECTICUT,Total,,,,,,
,Cities,,,,,,
,,Bridgeport,2,0,2,1,"138,810"
,,Coventry,3,2,1,0,"12,546"
,,Cromwell,1,0,0,1,"13,919"
,,Enfield,2,0,0,0,"45,837"
,,Fairfield,0,0,0,1,"58,331"
,,Glastonbury,0,2,1,0,"33,921"
,,Greenwich,0,1,0,0,"63,281"
,,Groton Town,0,0,1,1,"29,842"
,,Hartford,2,6,1,3,"125,626"
,,Manchester,5,4,4,5,"57,271"
,,Middletown,1,1,1,0,"49,281"
,,Milford,0,0,3,0,"57,565"
,,Naugatuck,0,0,2,1,"32,529"
,,New Britain,1,0,1,0,"71,344"
,,New Canaan,0,2,1,0,"20,312"
,,New Haven,1,1,0,2,"124,856"
,,Newington,1,1,3,1,"30,246"
,,New London,1,0,0,2,"26,517"
,,Newtown,0,2,2,0,"27,366"
,,Norwalk,1,6,3,2,"84,944"
,,Norwich,0,0,1,0,"37,157"
,,Old Saybrook,0,0,1,,"10,696"
,,Seymour,0,1,0,1,"16,616"
,,Shelton,2,0,0,1,"41,037"
,,Simsbury,1,0,0,0,"23,988"
,,Southington,1,1,1,1,"43,354"
,,South Windsor,0,2,0,0,"26,781"
,,Stonington,0,0,0,1,"18,807"
,,Torrington,2,1,1,1,"35,876"
,,Trumbull,1,1,0,0,"35,425"
,,Wallingford,0,0,1,0,"45,636"
,,Waterford,0,0,0,1,"19,161"
,,West Hartford,1,1,2,1,"61,603"
,,West Haven,2,0,2,0,"53,746"
,,Weston,0,0,1,0,"10,344"
,,Windsor Locks,2,1,0,0,"12,722"
,,Wolcott,0,0,1,0,"16,799"
,Universities and Colleges,,,,,,
,,Eastern Connecticut State University,0,1,0,0,"5,610"
,,Southern Connecticut State University,0,0,1,0,"11,815"
,,University of Connecticut: Storrs: Avery Point: and Hartford3,1,2,0,2,
,,Western Connecticut State University,0,1,0,0,"6,617"
,State Police Agencies,,,,,,
,,Connecticut State Police,2,1,1,1,
,Other Agencies,,,,,,
,,Metropolitan Transportation Authority,0,0,0,1,
DELAWARE,Total,,,,,,
,Cities,,,,,,
,,Bethany Beach,1,0,0,0,988
,,Delmar,1,0,0,0,"1,597"
,,Newark,1,2,0,0,"30,543"
,,Rehoboth Beach,0,0,1,0,"1,624"
,,Smyrna,0,1,0,0,"9,322"
,,Wilmington,1,0,0,0,"73,270"
,Universities and Colleges,,,,,,
,,University of Delaware,2,1,1,1,"21,138"
,State Police Agencies,,,,,,
,,State Police:,,,,,
,,Kent County,0,0,1,0,
,,New Castle County,0,1,1,1,
,,Sussex County,0,1,2,0,
DISTRICT OF COLUMBIA,Total,,,,,,
,Cities,,,,,,
,,Washington,7,16,14,20,"601,723"
FLORIDA,Total,,,,,,
,Cities,,,,,,
,,Boca Raton,2,1,1,0,"86,707"
,,Cape Coral,0,1,0,0,"160,432"
,,Clearwater,1,0,1,1,"105,647"
,,Coconut Creek,0,1,0,0,"51,184"
,,Coral Springs,1,0,0,0,"127,113"
,,Davie,1,0,0,0,"92,661"
,,Daytona Beach,0,0,0,1,"63,736"
,,Deland,1,0,0,1,"27,926"
,,Fort Lauderdale,1,0,0,1,"186,170"
,,Fort Myers,0,0,1,0,"66,053"
,,Fort Pierce,0,0,0,1,"42,797"
,,Fort Walton Beach,0,0,1,0,"18,432"
,,Gainesville,1,5,2,3,"116,880"
,,Hallandale,0,1,2,0,"39,359"
,,Homestead,0,0,0,1,"63,761"
,,Indian Shores,1,0,0,0,"4,213"
,,Key Biscayne,0,0,0,1,"10,097"
,,Key West,0,0,1,0,"22,167"
,,Kissimmee,,0,0,1,"64,122"
,,Lake Worth,1,0,0,0,"35,977"
,,Melbourne,0,2,0,0,"77,861"
,,Miami Beach,0,0,0,1,"87,990"
,,Miami Gardens,0,1,0,1,"110,130"
,,Miramar,0,0,1,0,"113,385"
,,New Port Richey,0,1,0,0,"17,634"
,,North Miami,0,1,0,1,"57,796"
,,North Port,0,2,1,1,"59,076"
,,Ocoee,0,0,1,1,"33,650"
,,Orlando,1,2,3,1,"240,222"
,,Palm Bay,0,0,2,0,"103,350"
,,Palm Beach Gardens,0,1,0,0,"51,458"
,,Panama City,0,1,1,0,"36,593"
,,Pompano Beach,1,0,0,0,"102,749"
,,Port Richey,0,0,0,1,"3,426"
,,Port St. Lucie,0,0,0,1,"163,089"
,,Seminole,0,0,1,0,"19,055"
,,St. Cloud,0,0,0,1,"30,245"
,,Surfside,1,0,0,0,"4,684"
,,Tallahassee,0,1,1,0,"174,516"
,,Temple Terrace,1,0,0,0,"22,760"
,,Treasure Island,0,0,0,1,"7,399"
,,Wilton Manors,1,1,1,0,"12,873"
,,Winter Haven,0,1,1,0,"33,981"
,Metropolitan Counties,,,,,,
,,Alachua,1,1,1,0,
,,Brevard,0,1,0,0,
,,Broward,1,1,2,0,
,,Clay,1,1,0,0,
,,Collier,0,5,2,1,
,,Escambia,0,1,1,1,
,,Flagler,0,0,3,0,
,,Hillsborough,0,1,0,1,
,,Martin,0,3,0,0,
,,Miami-Dade,2,0,0,0,
,,Okaloosa,0,1,2,0,
,,Orange,1,0,1,2,
,,Osceola,0,1,0,0,
,,Palm Beach,1,0,1,0,
,,Pasco,0,1,0,0,
,,Pinellas,1,0,0,1,
,,Polk,1,0,0,0,
,,Santa Rosa,0,2,0,2,
,,Volusia,0,0,1,0,
,Nonmetropolitan Counties,,,,,,
,,Highlands,0,0,2,1,
,Tribal Agencies,,,,,,
,,Seminole Tribal,0,0,0,1,
,Other Agencies,,,,,,
,,Palm Beach County School District,0,1,0,0,
GEORGIA,Total,,,,,,
,Cities,,,,,,
,,Atlanta,0,0,1,3,"536,472"
,,LaGrange,0,1,0,0,"27,712"
,,Sylvania,1,0,0,0,"2,610"
,Universities and Colleges,,,,,,
,,Southern Polytechnic State University,1,0,0,0,"5,183"
,,University of Georgia,3,0,0,0,"34,885"
,Metropolitan Counties,,,,,,
,,Henry County Police Department,1,2,2,1,
,Nonmetropolitan Counties,,,,,,
,,White,0,0,1,0,
IDAHO,Total,,,,,,
,Cities,,,,,,
,,Boise,1,2,2,1,"205,902"
,,Coeur d'Alene4,3,0,3,0,"44,626"
,,Hailey,0,0,1,0,"8,242"
,,Idaho Falls,0,1,0,0,"55,524"
,,Nampa,1,1,0,2,"84,179"
,,Payette,1,1,1,0,"7,688"
,,Twin Falls,1,0,0,1,"43,434"
,Metropolitan Counties,,,,,,
,,Ada,1,0,0,0,
,,Bonneville,0,1,0,0,
,,Kootenai,0,1,0,1,
,Nonmetropolitan Counties,,,,,,
,,Elmore,0,0,1,0,
ILLINOIS,Total,,,,,,
,Cities,,,,,,
,,Aurora,0,1,0,0,"174,255"
,,Bradley,0,0,1,0,"15,131"
,,Burbank,0,0,0,1,"27,135"
,,Cahokia,0,1,0,0,"14,826"
,,Carol Stream,0,0,0,1,"39,577"
,,Casey,0,0,1,0,"2,829"
,,Centralia,0,1,0,0,"13,237"
,,Champaign,0,0,0,1,"80,489"
,,Chicago,6,2,4,5,"2,833,649"
,,Decatur,1,1,1,0,"74,857"
,,Downers Grove,0,0,0,1,"48,574"
,,East Peoria,1,0,0,0,"22,638"
,,Evanston,1,2,0,2,"77,418"
,,Evergreen Park,0,0,2,0,"18,888"
,,Galesburg,0,0,0,1,"30,424"
,,Grand Ridge,1,0,0,0,510
,,Marion,1,,,,"17,405"
,,Minooka,0,0,1,0,"11,652"
,,Moline,0,1,0,0,"42,510"
,,Nauvoo,1,0,,,"1,136"
,,Normal,1,0,0,2,"53,014"
,,Oak Lawn,0,1,0,0,"52,172"
,,Pekin,2,0,0,0,"33,196"
,,Peoria,0,1,0,0,"114,557"
,,Rockford,0,1,0,0,"156,180"
,,Rock Island,0,0,0,1,"37,534"
,,Salem,0,1,0,0,"7,180"
,,Skokie,1,1,2,0,"66,088"
,,Springfield,1,1,2,1,"117,383"
,,Sycamore,0,1,0,0,"18,283"
,,Tinley Park,2,1,0,0,"59,607"
,,Urbana,0,2,1,1,"39,784"
,,Wood River,1,0,0,0,"10,787"
,Universities and Colleges,,,,,,
,,Illinois State University,0,0,2,0,"21,184"
,,Northwestern University: Evanston3,,,,1,
,,Oakton Community College,0,1,,,"12,087"
,,Western Illinois University,2,0,0,0,"12,679"
,Metropolitan Counties,,,,,,
,,Du Page,3,2,1,0,
,,Macon,0,0,0,1,
,,Madison,1,0,0,0,
,,Peoria,0,2,1,1,
,,Sangamon,1,0,0,0,
,,Will,2,0,0,1,
,,Woodford,0,0,0,1,
INDIANA,Total,,,,,,
,Cities,,,,,,
,,Bloomington,3,6,6,3,"72,286"
,,Fort Wayne,1,4,0,0,"257,009"
,,Frankfort,0,1,0,0,"16,533"
,,Goshen,0,1,0,0,"32,812"
,,Greenwood,1,0,0,0,"49,847"
,,Hammond,1,0,0,0,"76,216"
,,Highland,0,1,0,0,"22,583"
,,Indianapolis,10,9,16,8,"822,211"
,,La Porte,0,,2,,"21,282"
,,West Lafayette,0,0,0,1,"31,945"
,Universities and Colleges,,,,,,
,,Indiana State University,1,0,2,1,"10,534"
,,Indiana University:,,,,,
,,Bloomington,0,0,,1,"42,347"
,,Indianapolis3,0,0,1,0,
,,Purdue University,6,3,1,1,"41,052"
,Metropolitan Counties,,,,,,
,,Elkhart,0,1,0,0,
,Nonmetropolitan Counties,,,,,,
,,Noble,0,1,0,0,
,State Police Agencies,,,,,,
,,Indiana State Police,,,,1,
IOWA,Total,,,,,,
,Cities,,,,,,
,,Altoona,0,0,1,0,"15,012"
,,Bettendorf,0,0,1,1,"33,690"
,,Clarinda,0,1,0,0,"5,316"
,,Council Bluffs,0,0,0,1,"61,181"
,,Davenport,0,0,1,1,"102,628"
,,Des Moines,0,1,1,0,"202,564"
,,Dubuque,0,0,0,1,"57,744"
,,Fairfield,0,1,0,0,"9,251"
,,Grinnell,0,1,0,0,"9,147"
,,Iowa City,1,0,0,0,"70,411"
,,Manchester,0,0,0,1,"4,880"
,,Pleasant Hill,0,0,1,0,"8,922"
,Universities and Colleges,,,,,,
,,Iowa State University,0,0,0,1,"27,945"
,,University of Iowa,0,0,1,0,"28,987"
KANSAS,Total,,,,,,
,Cities,,,,,,
,,Abilene,0,0,1,1,"6,284"
,,Andover,0,1,0,0,"11,091"
,,Atchison,0,0,0,1,"10,483"
,,Bonner Springs,0,1,0,0,"7,349"
,,Emporia,2,1,0,0,"24,856"
,,Hays,0,0,1,2,"20,537"
,,Hutchinson,0,1,0,0,"40,981"
,,Independence,0,1,0,0,"9,203"
,,Iola,0,1,1,0,"5,704"
,,Lawrence,0,2,0,0,"93,945"
,,Leavenworth,0,0,0,1,"35,290"
,,Maize,0,0,0,1,"3,477"
,,Salina,0,1,2,0,"46,547"
