state,agencyType,agencyName,quarter1,quarter2,quarter3,quarter4,population
,,Lake Village,0,0,0,0,"2,594"
,,Leachville,0,0,0,0,"2,008"
,,Lepanto,0,0,0,0,"1,907"
,,Lewisville,0,0,0,0,"1,290"
,,Lincoln,0,0,0,0,"2,266"
,,Little Flock,0,0,,,"2,605"
,,Little Rock,0,0,0,0,"194,988"
,,Lonoke,0,0,0,0,"4,277"
,,Lowell,0,0,0,0,"7,382"
,,Luxora,0,0,0,0,"1,187"
,,Madison,0,0,0,0,775
,,Magnolia,0,0,0,0,"11,665"
,,Malvern,0,0,0,0,"10,396"
,,Mammoth Spring,,,0,,984
,,Marianna,0,0,0,0,"4,146"
,,Marion,0,0,0,0,"12,438"
,,Marked Tree,0,0,0,0,"2,585"
,,Marmaduke,0,0,0,0,"1,119"
,,Marvell,0,,0,,"1,195"
,,Maumelle,0,0,0,0,"17,293"
,,Mayflower,0,0,0,0,"2,251"
,,McCrory,0,0,0,0,"1,742"
,,McGehee,0,0,0,0,"4,251"
,,McRae,0,0,0,0,687
,,Mena,0,0,0,0,"5,780"
,,Mineral Springs,0,0,0,0,"1,217"
,,Monette,0,0,0,0,"1,512"
,,Monticello,0,0,0,0,"9,539"
,,Morrilton,0,0,0,0,"6,818"
,,Mountain Home,0,0,0,0,"12,542"
,,Mountain View,0,0,0,0,"2,769"
,,Mulberry,0,0,0,0,"1,668"
,,Murfreesboro,0,0,0,0,"1,653"
,,Nashville,0,0,0,0,"4,662"
,,North Little Rock,0,0,0,0,"62,775"
,,Ola,0,0,0,,"1,291"
,,Osceola,0,0,0,0,"7,816"
,,Ozark,0,0,0,0,"3,712"
,,Paris,0,0,0,0,"3,559"
,,Parkin,,0,0,0,"1,113"
,,Pea Ridge,0,0,0,0,"4,830"
,,Perryville,0,0,0,0,"1,471"
,,Piggott,0,0,0,0,"3,878"
,,Pine Bluff,0,0,0,0,"49,454"
,,Plainview,0,0,0,0,613
,,Plummerville,0,0,0,0,832
,,Pocahontas,0,0,0,0,"6,658"
,,Pottsville,0,0,0,0,"2,859"
,,Prairie Grove,0,0,0,0,"4,413"
,,Prescott,0,0,0,0,"3,321"
,,Quitman,0,0,0,0,768
,,Ravenden,0,0,0,0,474
,,Redfield,0,0,0,0,"1,307"
,,Rison,0,0,,0,"1,354"
,,Rogers,0,0,0,0,"56,387"
,,Rose Bud,0,0,0,0,486
,,Salem,0,0,0,0,"1,647"
,,Searcy,0,0,0,0,"23,031"
,,Sheridan,0,0,0,0,"4,638"
,,Sherwood,0,0,0,0,"29,746"
,,Springdale,0,,,,"70,325"
,,Stamps,0,0,0,0,"1,706"
,,Star City,0,0,0,0,"2,291"
,,Stuttgart,0,0,0,0,"9,397"
,,Swifton,,,0,0,804
,,Trumann,0,0,0,0,"7,298"
,,Tuckerman,0,0,0,0,"1,876"
,,Van Buren,0,0,0,0,"22,963"
,,Vilonia,0,0,0,0,"3,844"
,,Waldron,0,0,0,0,"3,645"
,,Walnut Ridge,0,0,0,0,"4,927"
,,Ward,0,0,0,0,"4,098"
,,Warren,0,0,0,0,"6,048"
,,Weiner,0,0,0,0,721
,,West Fork,0,0,0,0,"2,335"
,,West Memphis,0,0,0,0,"26,444"
,,White Hall,0,0,0,0,"5,568"
,,Wynne,0,0,0,0,"8,430"
,Universities and Colleges,Arkansas State University:,,,,,
,,Beebe,0,0,0,,"4,683"
,,Jonesboro,0,0,0,0,"13,415"
,,Arkansas Tech University,0,0,0,0,"9,815"
,,Henderson State University,0,0,0,0,"3,708"
,,Northwest Arkansas Community College,0,0,0,0,"8,365"
,,Southern Arkansas University,0,0,0,0,"3,379"
,,Southern Arkansas University Tech,0,0,0,0,"1,851"
,,University of Arkansas:,,,,,
,,Fayetteville,0,0,0,0,"21,405"
,,Little Rock,0,0,0,0,"13,176"
,,Medical Sciences,0,0,0,0,"2,836"
,,Monticello,0,0,0,0,"3,638"
,,Pine Bluff,0,0,0,0,"3,428"
,,University of Central Arkansas,0,0,0,0,"11,444"
,Metropolitan Counties,Cleveland,0,0,0,0,
,,Craighead,0,0,0,0,
,,Crawford,0,0,0,0,
,,Crittenden,0,0,0,0,
,,Faulkner,0,0,0,0,
,,Franklin,0,0,0,0,
,,Garland,0,,,,
,,Grant,0,0,0,0,
,,Jefferson,0,0,0,0,
,,Lincoln,0,0,0,0,
,,Lonoke,0,0,0,0,
,,Madison,0,0,0,0,
,,Miller,0,0,0,0,
,,Perry,0,0,,,
,,Poinsett,0,0,0,0,
,,Sebastian,0,0,0,0,
,,Washington,0,0,0,0,
,Nonmetropolitan Counties,Arkansas,0,0,0,0,
,,Ashley,0,0,0,0,
,,Baxter,0,0,0,0,
,,Boone,0,0,0,0,
,,Bradley,0,0,0,,
,,Calhoun,0,0,,,
,,Carroll,0,0,0,0,
,,Chicot,0,0,0,0,
,,Clark,0,0,0,0,
,,Clay,0,0,0,0,
,,Cleburne,0,0,0,0,
,,Columbia,0,0,0,0,
,,Conway,0,0,0,0,
,,Cross,0,0,0,0,
,,Dallas,0,0,0,0,
,,Drew,0,0,0,0,
,,Fulton,0,0,0,0,
,,Greene,0,0,0,0,
,,Hempstead,0,0,0,0,
,,Howard,0,0,0,0,
,,Izard,0,0,0,0,
,,Jackson,0,0,0,0,
,,Johnson,0,0,0,0,
,,Lafayette,0,0,0,0,
,,Lawrence,0,0,0,0,
,,Lee,0,0,0,0,
,,Little River,0,0,0,0,
,,Logan,0,0,0,0,
,,Marion,0,0,0,0,
,,Mississippi,0,0,0,0,
,,Monroe,0,0,0,0,
,,Montgomery,0,0,0,0,
,,Nevada,0,0,0,0,
,,Newton,0,0,0,0,
,,Ouachita,0,0,0,0,
,,Pike,0,0,0,0,
,,Polk,0,0,0,0,
,,Pope,0,0,0,0,
,,Prairie,0,0,0,0,
,,Randolph,0,0,0,,
,,Scott,0,0,0,0,
,,Searcy,0,0,0,0,
,,Sevier,0,0,0,0,
,,St. Francis,0,0,0,0,
,,Stone,0,0,0,0,
,,Union,0,0,0,0,
,,Van Buren,0,0,0,0,
,,White,0,0,0,0,
,,Yell,0,0,0,0,
,Other Agencies,State Capitol Police,0,0,0,0,
California,Cities,Adelanto,0,0,0,0,"32,138"
,,Agoura Hills,0,0,0,0,"20,569"
,,Alameda,0,0,0,0,"74,680"
,,Albany,0,0,0,0,"18,757"
,,Alturas,0,0,0,0,"2,860"
,,American Canyon,0,0,0,0,"19,683"
,,Apple Valley,0,0,0,0,"69,948"
,,Arcadia,0,0,0,0,"57,027"
,,Arcata,0,0,0,0,"17,434"
,,Atascadero,0,0,0,0,"28,643"
,,Atwater,0,0,0,0,"28,499"
,,Auburn,0,0,0,0,"13,487"
,,Avalon,0,0,0,0,"3,772"
,,Avenal,0,0,0,0,"15,687"
,,Bear Valley,0,0,0,0,"5,233"
,,Bell,0,0,0,0,"35,894"
,,Bell Gardens,0,0,0,0,"42,567"
,,Belmont,0,0,0,0,"26,139"
,,Belvedere,0,0,0,0,"2,092"
,,Benicia,0,0,0,0,"27,314"
,,Biggs,0,0,0,0,"1,727"
,,Bishop,0,0,0,0,"3,925"
,,Bradbury,0,0,0,0,"1,060"
,,Brawley,0,0,0,0,"25,246"
,,Brea,0,0,0,0,"39,744"
,,Brisbane,0,0,0,0,"4,332"
,,Broadmoor,0,0,0,0,"4,225"
,,Buellton,0,0,0,0,"4,885"
,,Buena Park,0,0,0,0,"81,477"
,,Burlingame,0,0,0,0,"29,145"
,,Calexico,0,0,0,0,"39,025"
,,California City,0,0,0,0,"14,286"
,,Calimesa,0,0,0,0,"7,972"
,,Calipatria,0,0,0,0,"7,796"
,,Calistoga,0,0,0,0,"5,216"
,,Canyon Lake,0,0,0,0,"10,685"
,,Capitola,0,0,0,0,"10,035"
,,Carlsbad,0,0,0,0,"106,566"
,,Carmel,0,0,0,0,"3,766"
,,Carpinteria,0,0,0,0,"13,193"
,,Ceres,0,0,0,0,"45,951"
,,Chino Hills,0,0,0,0,"75,678"
,,Chowchilla,0,0,0,0,"18,940"
,,City of Angels,0,0,0,0,"3,881"
,,Clayton,0,0,0,0,"11,025"
,,Cloverdale,0,0,0,0,"8,719"
,,Coalinga,0,0,0,0,"13,537"
,,Colma,0,0,0,0,"1,813"
,,Colton,0,0,0,0,"52,767"
,,Colusa,0,0,0,0,"6,041"
,,Commerce,0,0,0,0,"12,974"
,,Compton,0,0,0,0,"97,589"
,,Corcoran,0,0,0,0,"25,105"
,,Corning,0,0,0,0,"7,753"
,,Coronado,0,0,0,0,"24,987"
,,Crescent City,0,0,0,0,"7,733"
,,Cudahy,0,0,0,0,"24,085"
,,Culver City,0,0,0,0,"39,340"
,,Danville,0,0,0,0,"42,533"
,,Del Mar,0,0,0,0,"4,210"
,,Del Rey Oaks,0,0,0,0,"1,643"
,,Desert Hot Springs,0,0,0,0,"26,243"
,,Dinuba,0,0,0,0,"21,705"
,,Dixon,0,0,0,0,"18,567"
,,Dorris,0,0,0,0,950
,,Dos Palos,0,0,0,0,"5,008"
,,Duarte,0,0,0,0,"21,572"
,,Dunsmuir,0,0,0,0,"1,669"
,,Eastvale,0,0,0,0,"54,299"
,,El Cajon,0,0,0,0,"100,647"
,,El Centro,0,0,0,0,"43,099"
,,El Segundo,0,0,0,0,"16,850"
,,Emeryville,0,0,0,0,"10,199"
,,Etna,0,0,0,0,746
,,Exeter,0,0,0,0,"10,455"
,,Fairfax,0,0,0,0,"7,528"
,,Ferndale,0,0,0,0,"1,387"
,,Fillmore,0,0,0,0,"15,178"
,,Firebaugh,0,0,0,0,"7,638"
,,Folsom,0,0,0,0,"73,052"
,,Fontana,0,0,0,0,"198,374"
,,Fort Jones,0,0,0,0,849
,,Fortuna,0,0,0,0,"12,066"
,,Foster City,0,0,0,0,"30,926"
,,Fowler,0,0,0,0,"5,635"
,,Gardena,0,0,0,0,"59,521"
,,Gilroy,0,0,0,0,"49,395"
,,Glendora,0,0,0,0,"50,662"
,,Goleta,0,0,0,0,"30,239"
,,Gonzales,0,0,0,0,"8,283"
,,Grand Terrace,0,0,0,0,"12,182"
,,Gridley,0,0,0,0,"6,661"
,,Grover Beach,0,0,0,0,"13,311"
,,Guadalupe,0,0,0,0,"7,163"
,,Gustine,0,0,0,0,"5,585"
,,Hanford,0,0,0,0,"54,601"
,,Hermosa Beach,0,0,0,0,"19,735"
,,Hesperia,0,0,0,0,"91,233"
,,Hidden Hills,0,0,0,0,"1,878"
,,Hillsborough,0,0,0,0,"10,952"
,,Hollister,0,0,0,0,"35,339"
,,Holtville,0,0,0,0,"6,009"
,,Hughson,0,0,0,0,"6,718"
,,Huntington Park,0,0,0,0,"58,797"
,,Huron,0,0,0,0,"6,833"
,,Imperial,0,0,0,0,"14,931"
,,Indian Wells,0,0,0,0,"5,016"
,,Indio,0,0,0,0,"76,930"
,,Industry,0,0,0,0,222
,,Inglewood,0,0,0,0,"110,962"
,,Ione,0,0,0,0,"8,011"
,,Irwindale,0,0,0,0,"1,439"
,,Isleton,0,0,0,0,813
,,Jackson,0,0,0,0,"4,706"
,,Jurupa Valley,,,,0,"96,680"
,,Kensington,0,0,0,0,"5,137"
,,Kerman,0,0,0,0,"13,703"
,,King City,0,0,0,0,"13,025"
,,Kingsburg,0,0,0,0,"11,516"
,,Lafayette,0,0,0,0,"24,174"
,,Laguna Hills,0,0,0,0,"30,701"
,,Laguna Niguel,0,0,0,0,"63,719"
,,Laguna Woods,0,0,0,0,"16,382"
,,La Habra Heights,0,0,0,0,"5,388"
,,Lake Forest,0,0,0,0,"78,172"
,,Lakeport,0,0,0,0,"4,809"
,,Lake Shastina,0,0,0,0,"2,437"
,,La Palma,0,0,0,0,"15,751"
,,Lawndale,0,0,0,0,"33,154"
,,Lincoln,0,0,0,0,"43,322"
,,Lindsay,0,0,0,0,"11,906"
,,Livingston,0,0,0,0,"13,212"
,,Loma Linda,0,0,0,0,"23,534"
,,Lomita,0,0,0,0,"20,494"
,,Lompoc,0,0,0,0,"42,933"
,,Los Alamitos,0,0,0,0,"11,584"
,,Los Altos,0,0,0,0,"29,317"
,,Los Altos Hills,0,0,0,0,"8,015"
,,Los Banos,0,0,0,0,"36,395"
,,Madera,0,0,0,0,"62,138"
,,Mammoth Lakes,0,0,0,0,"8,331"
,,Manteca,0,0,0,0,"67,885"
,,Marina,0,0,0,0,"19,950"
,,Martinez,0,0,0,0,"36,245"
,,Maywood,0,0,0,0,"27,717"
,,McFarland,0,0,0,0,"12,856"
,,Menifee,0,0,0,0,"78,430"
,,Mendota,0,0,0,0,"11,143"
,,Merced,0,0,0,0,"79,886"
,,Mill Valley,0,0,0,0,"14,066"
,,Monrovia,0,0,0,0,"37,020"
,,Montague,0,0,0,0,"1,460"
,,Montebello,0,0,0,0,"63,235"
,,Monterey Park,0,0,0,0,"60,978"
,,Monte Sereno,0,0,0,0,"3,380"
,,Moorpark,0,0,0,0,"34,826"
,,Moraga,0,0,0,0,"16,204"
,,Morgan Hill,0,0,0,0,"38,327"
,,Morro Bay,0,0,0,0,"10,354"
,,Mount Shasta,0,0,0,0,"3,434"
,,National City,0,0,0,0,"59,271"
,,Needles,0,0,0,0,"4,901"
,,Nevada City,0,0,0,0,"3,104"
,,Newman,0,0,0,0,"10,344"
,,Oakdale,0,0,0,0,"20,918"
,,Oakley,0,0,0,0,"35,849"
,,Orinda,0,0,0,0,"17,850"
,,Orland,0,0,0,0,"7,377"
,,Oroville,0,0,0,0,"15,729"
,,Pacific Grove,0,0,0,0,"15,218"
,,Palos Verdes Estates,0,0,0,0,"13,596"
,,Paradise,0,0,0,0,"26,526"
,,Pasadena,0,0,0,0,"138,734"
,,Paso Robles,0,0,0,0,"30,143"
,,Piedmont,0,0,0,0,"10,792"
,,Pismo Beach,0,0,0,0,"7,745"
,,Placentia,0,0,0,0,"51,127"
,,Placerville,0,0,0,0,"10,511"
,,Pleasant Hill,0,0,0,0,"33,542"
,,Pleasanton,0,0,0,0,"71,111"
,,Pomona,0,0,0,0,"150,810"
,,Porterville,0,0,0,0,"54,802"
,,Port Hueneme,0,0,0,0,"21,978"
,,Rancho Cucamonga,0,0,0,0,"167,212"
,,Rancho Mirage,0,0,0,0,"17,420"
,,Rancho Santa Margarita,0,0,0,0,"48,416"
,,Red Bluff,0,0,0,0,"14,241"
,,Redlands,0,0,0,0,"69,555"
,,Redwood City,0,0,0,0,"77,718"
,,Reedley,0,0,0,0,"24,478"
,,Ridgecrest,0,0,0,0,"27,941"
,,Rio Dell,0,0,0,0,"3,408"
,,Rio Vista,0,0,0,0,"7,447"
,,Ripon,0,0,0,0,"14,465"
,,Riverbank,0,0,0,0,"22,945"
,,Rocklin,0,0,0,0,"57,644"
,,Rolling Hills,0,0,0,0,"1,882"
,,Rosemead,0,0,0,0,"54,396"
,,Roseville,0,0,0,0,"120,184"
,,Ross,0,0,0,0,"2,443"
,,San Anselmo,0,0,0,0,"12,481"
,,Sand City,0,0,0,0,338
,,San Fernando,0,0,0,0,"23,923"
,,San Jacinto,0,0,0,0,"44,719"
,,San Juan Capistrano,0,0,0,0,"35,000"
,,San Marino,0,0,0,0,"13,302"
,,San Ramon,0,0,0,0,"72,996"
,,Santa Clara,0,0,0,0,"117,837"
,,Santa Fe Springs,0,0,0,0,"16,414"
,,Santa Maria,0,0,0,0,"100,723"
,,Santa Paula,0,0,0,0,"29,666"
,,Sausalito,0,0,0,0,"7,144"
,,Seal Beach,0,0,0,0,"24,452"
,,Seaside,0,0,0,0,"33,413"
,,Sebastopol,0,0,0,0,"7,466"
,,Shafter,0,0,0,0,"17,188"
,,Sierra Madre,0,0,0,0,"11,045"
,,Signal Hill,0,0,0,0,"11,146"
,,Solana Beach,0,0,0,0,"13,018"
,,Solvang,0,0,0,0,"5,307"
,,Sonoma,0,0,0,0,"10,773"
,,South El Monte,0,0,0,0,"20,352"
,,South Pasadena,0,0,0,0,"25,920"
,,Stallion Springs,0,0,0,0,"2,517"
,,St. Helena,0,0,0,0,"5,882"
,,Suisun City,0,0,0,0,"28,441"
,,Sutter Creek,0,0,0,0,"2,530"
,,Taft,0,0,0,0,"9,437"
,,Temecula,0,0,0,0,"101,274"
,,Tiburon,0,0,0,0,"9,067"
,,Truckee,0,0,0,0,"16,370"
,,Tulare,0,0,0,0,"59,975"
,,Tulelake,0,0,0,0,"1,022"
,,Twentynine Palms,0,0,0,0,"25,342"
,,Twin Cities,0,0,0,0,"21,428"
,,Ukiah,0,0,0,0,"16,264"
,,Vacaville,0,0,0,0,"93,515"
,,Vernon,0,0,0,0,113
,,Villa Park,0,0,0,0,"5,880"
,,Walnut,0,0,0,0,"29,515"
,,Waterford,0,0,0,0,"8,555"
,,Weed,0,0,0,0,"3,002"
,,Westmorland,0,0,0,0,"2,251"
,,West Sacramento,0,0,0,0,"49,317"
,,Wheatland,0,0,0,0,"3,497"
,,Wildomar,0,0,0,0,"32,554"
,,Williams,0,0,0,0,"5,183"
,,Willits,0,0,0,0,"4,945"
,,Willows,0,0,0,0,"6,238"
,,Windsor,0,0,0,0,"27,116"
,,Winters,0,0,0,0,"6,702"
,,Woodlake,0,0,0,0,"7,365"
,,Yountville,0,0,0,0,"2,967"
,,Yreka,0,0,0,0,"7,856"
,,Yuba City,0,0,0,0,"65,688"
,,Yucaipa,0,0,0,0,"51,971"
,,Yucca Valley,0,0,0,0,"20,943"
,Universities and Colleges,California State Polytechnic University:,,,,,
,,Pomona,0,0,0,0,"20,747"
,,San Luis Obispo,0,0,0,0,"18,360"
,,California State University:,,,,,
,,Bakersfield,0,0,0,0,"7,906"
,,Channel Islands,0,0,0,0,"3,828"
,,Chico,0,0,0,0,"15,989"
,,Dominguez Hills,0,0,0,0,"13,854"
,,East Bay,0,0,0,0,"12,889"
,,Fresno,0,0,0,0,"20,932"
,,Fullerton,0,0,0,0,"35,590"
,,Monterey Bay,0,0,0,0,"4,790"
,,Sacramento,0,0,0,0,"27,033"
,,San Bernardino,0,0,0,0,"16,400"
,,Stanislaus,0,0,0,0,"8,305"
,,College of the Sequoias,0,0,0,0,"13,470"
,,Cuesta College,0,0,0,0,"11,335"
,,El Camino College,0,0,0,0,"24,756"
,,Marin Community College,0,0,0,0,"7,353"
,,Pasadena Community College,0,0,0,0,"27,023"
,,San Bernardino Community College,0,0,0,0,"13,822"
,,San Diego State University,0,0,0,0,"29,187"
,,San Francisco State University,0,0,0,0,"29,718"
,,San Jose/Evergreen Community College,0,0,0,0,"21,671"
,,Santa Rosa Junior College,0,0,0,0,"24,879"
,,Solano Community College,0,0,0,0,"11,801"
,,Sonoma State University,0,0,0,0,"8,395"
,,University of California:,,,,,
,,Berkeley,0,0,0,0,"35,833"
,,Hastings College of Law,0,0,0,0,"1,304"
,,Irvine,0,0,0,0,"26,994"
,,Merced,0,0,0,0,"4,381"
,,San Francisco,0,0,0,0,"3,024"
,,Ventura County Community College District,0,0,0,0,"13,711"
,Metropolitan Counties,El Dorado,0,0,0,0,
,,Fresno,0,0,0,0,
,,Imperial,0,0,0,0,
,,Kings,0,0,0,0,
,,Madera,0,0,0,0,
,,Napa,0,0,0,0,
,,San Benito,0,0,0,0,
,,San Joaquin,0,0,0,0,
,,San Mateo,0,0,0,0,
,,Santa Barbara,0,0,0,0,
,,Shasta,0,0,0,0,
,,Solano,0,0,0,0,
,,Stanislaus,0,0,0,0,
,,Tulare,0,0,0,0,
,,Yolo,0,0,0,0,
