state,agencyType,agencyName,quarter1,quarter2,quarter3,quarter4,population
,,Norwalk,2,0,1,0,"107,470"
,,Oakland,2,9,6,1,"419,481"
,,Oceanside,0,0,1,1,"176,319"
,,Ontario,0,0,0,2,"170,274"
,,Orange,0,1,2,0,"140,572"
,,Oxnard,0,4,3,0,"207,221"
,,Palmdale,1,0,1,0,"159,613"
,,Palm Desert,1,0,0,0,"51,847"
,,Palm Springs,0,2,0,1,"47,388"
,,Palo Alto,0,1,1,1,"67,560"
,,Paramount,1,1,0,0,"55,727"
,,Pasadena,0,0,1,1,"141,815"
,,Placentia,0,2,0,0,"52,753"
,,Pleasant Hill,0,1,0,0,"34,829"
,,Port Hueneme,1,0,0,0,"22,249"
,,Rancho Cucamonga,2,1,0,1,"176,376"
,,Rancho Palos Verdes,0,0,2,0,"42,993"
,,Redding,1,4,2,4,"92,020"
,,Redlands,0,1,0,1,"71,078"
,,Redondo Beach,0,1,0,0,"68,492"
,,Rialto,0,1,0,0,"103,590"
,,Richmond,0,0,0,1,"109,716"
,,Riverside,0,0,5,2,"323,064"
,,Roseville,0,2,0,0,"131,039"
,,Sacramento,1,4,2,1,"489,717"
,,Salinas,0,0,2,1,"158,185"
,,San Bernardino,1,2,1,0,"216,477"
,,San Diego,10,9,6,11,"1,400,467"
,,San Dimas,0,1,0,0,"34,955"
,,San Francisco,8,11,7,2,"863,782"
,,San Jacinto,0,1,0,0,"47,022"
,,San Jose,2,1,0,3,"1,031,458"
,,San Juan Capistrano,0,1,0,0,"36,666"
,,San Leandro,1,0,1,1,"90,438"
,,San Marino,0,0,1,0,"13,491"
,,San Mateo,0,0,0,2,"104,306"
,,Santa Ana,2,3,5,0,"337,304"
,,Santa Barbara,0,1,0,0,"91,877"
,,Santa Clarita,2,1,0,1,"211,132"
,,Santa Cruz,2,1,1,2,"64,076"
,,Santa Monica,0,,2,0,"93,796"
,,Santa Rosa,1,0,0,1,"175,738"
,,Santee,0,0,1,0,"57,934"
,,Scotts Valley,0,0,1,0,"11,926"
,,Seaside,0,1,0,0,"34,459"
,,Selma,0,0,1,0,"24,532"
,,Simi Valley,1,1,1,2,"127,472"
,,Sonoma,0,1,1,0,"11,107"
,,Sonora,0,1,0,0,"4,779"
,,South Gate,0,0,0,2,"96,775"
,,Stockton,1,0,1,2,"304,890"
,,Temecula,0,0,1,0,"111,673"
,,Thousand Oaks,0,1,1,0,"129,976"
,,Torrance,0,1,0,0,"149,243"
,,Tracy,0,1,2,0,"86,477"
,,Turlock,1,1,1,3,"71,895"
,,Upland,0,0,1,0,"76,581"
,,Ventura,1,1,2,0,"110,077"
,,Victorville,1,1,0,0,"123,332"
,,Visalia,1,1,0,1,"130,405"
,,Vista,0,0,3,0,"99,097"
,,Walnut Creek,2,0,1,1,"68,530"
,,West Covina,2,0,0,0,"109,030"
,,West Hollywood,2,1,2,1,"36,256"
,,Westminster,0,1,1,0,"92,640"
,Universities and Colleges,,,,,,
,,California State Polytechnic University: San Luis Obispo,0,0,0,2,"20,186"
,,California State University:,,,,,
,,Dominguez Hills,0,0,0,1,"14,687"
,,Fullerton,1,0,0,0,"38,128"
,,Northridge,0,0,1,0,"40,131"
,,San Jose,1,0,0,1,"32,713"
,,Humboldt State University,0,1,1,1,"8,485"
,,San Diego State University,0,0,1,1,"33,483"
,,University of California:,,,,,
,,Berkeley,1,0,1,0,"37,565"
,,Davis,0,1,3,1,"34,508"
,,Los Angeles,3,1,2,1,"41,845"
,,Santa Cruz,1,0,0,0,"17,866"
,,Ventura County Community College District,0,0,1,0,"33,956"
,Metropolitan Counties,,,,,,
,,Kern,0,2,1,1,
,,Kings,0,0,0,1,
,,Los Angeles,4,12,8,4,
,,Marin,1,0,0,0,
,,Orange,1,0,0,1,
,,Placer,0,0,3,0,
,,Riverside,0,2,0,1,
,,Sacramento,2,2,3,1,
,,San Bernardino,2,0,2,2,
,,San Diego,4,4,3,4,
,,San Joaquin,0,0,1,2,
,,San Luis Obispo,1,0,1,0,
,,San Mateo,0,0,1,2,
,,Santa Clara,0,1,1,0,
,,Sonoma,0,0,0,2,
,,Stanislaus,1,0,0,0,
,,Ventura,0,1,0,0,
,Nonmetropolitan Counties,,,,,,
,,Amador,0,2,0,0,
,,Calaveras,0,0,0,1,
,,Colusa,0,1,0,0,
,,Del Norte,0,0,0,1,
,,Lake,0,1,1,0,
,,Mendocino,1,0,0,0,
,,Nevada,0,0,2,0,
,Other Agencies,,,,,,
,,East Bay Regional Parks: Alameda County,0,0,0,1,
,,Los Angeles Transportation Services Bureau,7,7,2,1,
,,Port of San Diego Harbor,0,0,0,1,
,,San Francisco Bay Area Rapid Transit: ,,,,,
,,Alameda County,1,2,0,0,
,,Contra Costa County,1,0,1,0,
,,San Francisco County,0,1,0,0,
,,San Mateo County,1,0,0,1,
Colorado,Total,,,,,,
,Cities,,,,,,
,,Arvada,1,0,1,0,"115,379"
,,Aspen,0,0,0,1,"6,841"
,,Aurora,0,2,2,2,"360,237"
,,Basalt,0,0,1,0,"3,937"
,,Boulder,1,0,0,0,"106,823"
,,Breckenridge,0,1,0,0,"4,804"
,,Castle Rock,0,0,1,0,"57,699"
,,Centennial,0,1,0,0,"108,846"
,,Colorado Springs,2,2,3,1,"452,410"
,,Craig,0,1,0,0,"8,698"
,,Denver,3,8,6,3,"682,418"
,,Durango,0,2,0,0,"18,095"
,,Englewood,0,0,1,0,"33,037"
,,Fort Collins,1,1,2,0,"159,629"
,,Glenwood Springs,0,1,0,1,"9,914"
,,Golden,1,0,0,0,"20,448"
,,Grand Junction,0,1,1,0,"60,508"
,,Greeley,0,0,1,0,"99,993"
,,Greenwood Village,1,1,0,1,"15,760"
,,La Junta,0,1,0,0,"6,926"
,,Littleton,0,1,0,0,"45,363"
,,Longmont,1,0,1,0,"91,222"
,,Loveland,0,0,1,1,"74,139"
,,Pueblo,3,2,0,4,"108,810"
,,Sterling,1,0,0,0,"14,574"
,,Trinidad,0,1,0,0,"7,995"
,,Walsenburg,0,1,1,0,"2,861"
,Universities and Colleges,,,,,,
,,Auraria Higher Education Center2,1,0,0,0,
,,University of Colorado:,,,,,
,,Boulder,0,1,0,0,"32,432"
,,Colorado Springs,0,0,0,1,"11,761"
,Metropolitan Counties,,,,,,
,,Adams,0,0,1,0,
,,Arapahoe,1,1,3,4,
,,Boulder,0,1,3,0,
,,El Paso,0,1,0,0,
,,Jefferson,0,1,0,0,
,,Larimer,1,1,0,0,
,,Mesa,0,1,0,0,
,,Pueblo,0,1,0,0,
,,Weld,0,0,2,0,
,Nonmetropolitan Counties,,,,,,
,,Garfield,0,2,0,0,
,,La Plata,1,0,0,0,
,,Pitkin,1,0,0,0,
Connecticut,Total,,,,,,
,Cities,,,,,,
,,Bethel,0,0,0,1,"19,560"
,,Bloomfield,0,0,2,0,"20,901"
,,Bridgeport,1,3,1,1,"148,313"
,,Bristol,0,1,0,1,"60,593"
,,Cheshire,0,1,0,0,"29,245"
,,Danbury,1,1,1,1,"84,404"
,,Derby,0,0,1,0,"12,735"
,,Groton Town,0,1,0,0,"30,387"
,,Guilford,,,,2,"22,421"
,,Hartford3,,1,1,,"124,553"
,,Manchester,,1,,2,"58,070"
,,Meriden,,1,1,,"60,149"
,,Middletown,0,1,1,2,"46,894"
,,New Britain,,,1,,"72,788"
,,New Haven,1,4,2,1,"130,403"
,,Newington,,,,1,"30,714"
,,New London,0,0,0,1,"27,312"
,,New Milford,1,0,0,0,"27,317"
,,North Branford,1,0,0,0,"14,300"
,,North Haven,0,0,1,0,"23,865"
,,Norwalk,1,0,0,0,"88,692"
,,Old Saybrook,1,0,0,0,"10,213"
,,Plainfield,0,1,0,0,"15,071"
,,Redding,0,0,1,0,"9,344"
,,Simsbury,0,0,0,1,"24,093"
,,Southington,0,0,1,0,"43,979"
,,Stamford,2,1,2,5,"129,682"
,,Stonington,1,0,0,0,"18,505"
,,Stratford,1,0,1,0,"53,058"
,,Suffield,0,0,1,0,"15,823"
,,Torrington,0,1,0,3,"34,910"
,,Trumbull,0,0,1,2,"36,708"
,,Vernon,1,0,0,0,"29,079"
,,Wallingford,0,0,1,0,"45,054"
,,Waterford,0,0,0,2,"19,407"
,,West Hartford,1,0,0,0,"63,301"
,,West Haven,0,1,0,1,"54,741"
,,Westport,1,1,0,0,"27,848"
,,Winchester,2,0,0,1,"10,855"
,,Windsor,1,0,0,0,"29,063"
,Universities and Colleges,,,,,,
,,Central Connecticut State University,1,0,1,0,"12,037"
,,University of Connecticut: Storrs: Avery Point and Hartford2,0,0,1,0,
,,Western Connecticut State University,1,0,0,1,"5,952"
,State Police Agencies,,,,,,
,,Connecticut State Police,1,0,1,1,"524,558"
Delaware,Total,,,,,,
,Cities,,,,,,
,,Laurel,0,0,1,0,"4,051"
,,Milford,0,0,0,1,"10,331"
,,Milton,1,0,0,0,"2,805"
,,Wilmington,1,0,0,1,"72,078"
,Metropolitan Counties,,,,,,
,,New Castle County Police Department,1,1,0,1,
,State Police Agencies,,,,,,
,,State Police: Sussex County,0,2,0,0,
,Other Agencies,,,,,,
,,Park Rangers,0,1,0,0,
District of Columbia,Total,,,,,,
,Cities,,,,,,
,,Washington,13,13,18,20,"672,228"
,Other Agencies,,,,,,
,,Metro Transit Police,0,1,0,0,
Florida,Total,,,,,,
,Cities,,,,,,
,,Clearwater,,2,,,"111,316"
,,Coral Springs,,,1,,"129,631"
,,Daytona Beach Shores,,,1,,"4,336"
,,Deland,,,1,,"29,773"
,,Fort Myers,,,1,,"73,218"
,,Gainesville,,,2,1,"129,410"
,,Melbourne,,1,,,"79,032"
,,Miami Beach,6,1,1,4,"92,641"
,,Miami Gardens,4,1,,1,"113,469"
,,New Port Richey,,1,,,"15,688"
,,North Miami,,1,,,"62,010"
,,North Palm Beach,,,,1,"12,597"
,,North Port,1,,,,"61,148"
,,Ocala,1,,,,"57,891"
,,Palm Bay,1,2,1,,"106,469"
,,Pembroke Pines,,,1,1,"167,266"
,,Port St. Lucie,,1,,,"176,364"
,,South Daytona,,,1,,"12,435"
,,Tallahassee,,1,,,"189,709"
,,Venice,,,1,,"21,980"
,,West Palm Beach,1,,,,"104,919"
,,Winter Garden,,,,1,"39,783"
,Universities and Colleges,,,,,,
,,University of South Florida: Tampa,1,,,,"41,938"
,Metropolitan Counties,,,,,,
,,Charlotte,,,,1,
,,Clay,,1,1,1,
,,Collier,,1,1,,
,,Escambia,1,,,1,
,,Lake,,,1,,
,,Orange,,1,,2,
,,Osceola,,,,1,
,,Pasco,,2,,,
,,Pinellas,,,,1,
,,Seminole,,1,,,
,,St. Johns,,2,,,
,,Volusia,1,2,2,1,
,,Walton,,1,,,
Georgia,Total,,,,,,
,Cities,,,,,,
,,Athens-Clarke County,1,0,0,0,"120,858"
,,Atlanta,0,4,0,0,"464,710"
,Universities and Colleges,,,,,,
,,Georgia Institute of Technology,0,0,1,1,"23,109"
,,University of Georgia,2,1,0,0,"35,197"
,Metropolitan Counties,,,,,,
,,Cobb County Police Department,5,8,13,4,
,,Gwinnett County Police Department,0,0,1,0,
,,Henry County Police Department,0,1,1,1,
Idaho,Total,,,,,,
,Cities,,,,,,
,,Boise,1,1,2,1,"218,844"
,,Caldwell,1,0,0,0,"51,206"
,,Coeur d'Alene,1,0,0,0,"48,871"
,,Garden City,0,1,0,0,"11,533"
,,Grangeville,0,0,1,0,"3,139"
,,Kimberly,1,0,1,0,"3,570"
,,Nampa,1,0,0,0,"89,875"
,,Osburn,0,1,0,0,"1,493"
,,Pocatello,0,0,1,1,"54,286"
,,Post Falls,0,0,0,1,"30,461"
,,Rexburg,0,1,0,0,"27,499"
,,Shoshone,1,0,0,0,"1,500"
,,Spirit Lake,1,0,0,0,"2,067"
,,St. Maries,0,1,0,0,"2,334"
,,Twin Falls,0,0,0,2,"47,048"
,Metropolitan Counties,,,,,,
,,Canyon,0,1,0,0,
,,Kootenai,2,1,0,0,
,Nonmetropolitan Counties,,,,,,
,,Cassia,0,0,0,1,
,,Elmore,0,7,0,0,
Illinois,Total,,,,,,
,Cities,,,,,,
,,Addison,0,1,0,0,"37,370"
,,Aurora,1,0,0,0,"201,034"
,,Beecher,1,0,0,0,"4,483"
,,Belleville,0,0,1,0,"42,150"
,,Berwyn,0,0,2,0,"56,697"
,,Bloomington,0,1,0,0,"79,233"
,,Centralia,0,0,1,0,"12,669"
,,Champaign,0,1,0,0,"85,362"
,,Chicago,6,10,14,8,"2,728,695"
,,Chicago Ridge,1,0,0,0,"14,463"
,,Danville,0,1,0,0,"32,056"
,,De Kalb,1,0,1,0,"44,046"
,,Des Plaines,0,0,1,0,"59,078"
,,Elgin,0,1,0,,"111,832"
,,Evanston,1,0,0,0,"75,930"
,,Geneseo,0,1,0,0,"6,517"
,,Glenview,0,1,0,0,"47,292"
,,Grayslake,1,0,0,0,"21,048"
,,Lombard,0,0,0,1,"44,008"
,,Macomb,0,1,0,0,"18,859"
,,Marissa,0,0,1,0,"1,859"
,,Monmouth,0,0,1,1,"9,548"
,,Moweaqua,1,0,0,0,"1,764"
,,Normal,1,0,1,1,"55,096"
,,North Chicago,0,0,1,2,"29,898"
,,North Riverside,0,1,0,0,"6,703"
,,Oak Forest,0,1,0,0,"28,222"
,,Orland Park,0,0,1,0,"59,161"
,,Rantoul,0,1,0,0,"13,138"
,,Rockford,1,0,1,0,"148,178"
,,Rolling Meadows,1,0,0,0,"24,321"
,,Round Lake Park,0,1,0,0,"7,350"
,,Schaumburg,1,0,0,0,"75,050"
,,Silvis,0,1,0,0,"7,529"
,,Skokie,0,0,0,1,"65,184"
,,Springfield,2,0,0,0,"116,875"
,,Tuscola,0,1,0,0,"4,458"
,,Urbana,2,0,0,0,"42,169"
,,Wheeling,0,0,1,0,"38,092"
,Universities and Colleges,,,,,,
,,Northern Illinois University,0,0,0,1,"20,611"
,Metropolitan Counties,,,,,,
,,Champaign,0,1,0,0,
,,DuPage,0,1,0,0,
,,Sangamon,0,0,1,0,
Indiana,Total,,,,,,
,Cities,,,,,,
,,Bloomington3,2,1,6,1,"84,015"
,,Fort Wayne,0,0,1,0,"259,712"
,,Hammond,0,2,0,0,"77,803"
,,Indianapolis,7,5,6,8,"863,675"
,,Muncie,1,1,0,1,"70,217"
,,Plainfield,0,0,0,1,"31,123"
,,Shelbyville,0,1,0,0,"19,176"
,,South Bend,2,3,,1,"101,240"
,Universities and Colleges,,,,,,
,,Indiana University:,,,,,
,,Bloomington3,,,2,,"46,416"
,,Indianapolis,,,,1,"30,690"
,Metropolitan Counties,,,,,,
,,Clark3,,,1,,
,,Morgan3,,,,1,
,State Police Agencies,,,,,,
,,State Police:,,,,,
,,Decatur County,1,0,0,1,
,,Miami County,1,0,0,0,
,,Ripley County,0,1,0,0,
,,Rush County,1,1,0,0,
,,Scott County,1,0,0,0,
,,Wayne County,0,0,0,1,
Iowa,Total,,,,,,
,Cities,,,,,,
,,Cedar Rapids,0,1,0,0,"129,863"
,,Des Moines,0,0,0,1,"210,403"
,,De Witt,0,1,1,0,"5,236"
,Universities and Colleges,,,,,,
,,Iowa State University,0,0,0,1,"34,435"
,Metropolitan Counties,,,,,,
,,Scott,0,0,1,0,
Kansas,Total,,,,,,
,Cities,,,,,,
,,Baxter Springs,0,1,0,0,"4,035"
,,Clay Center,0,0,0,1,"4,136"
,,Colby,0,0,1,0,"5,381"
,,Derby,0,0,1,0,"23,430"
,,Dodge City,0,2,0,2,"28,271"
,,Elwood,0,0,1,0,"1,199"
,,Garden City,0,0,0,1,"27,059"
,,Great Bend,0,0,0,1,"15,800"
,,Hoisington,0,0,1,0,"2,654"
,,Hutchinson,1,2,0,0,"41,499"
,,Iola,1,0,0,0,"5,515"
,,Leavenworth,0,0,0,1,"36,154"
,,Liberal,0,0,1,0,"21,128"
,,Newton,0,1,2,0,"19,103"
,,Overland Park3,3,2,0,1,"187,240"
,,Salina,0,0,1,2,"47,874"
,,Topeka,0,0,0,1,"127,096"
,,Valley Center,0,1,0,0,"7,113"
,,Wichita,2,1,10,2,"389,824"
,,Winfield,0,0,1,0,"12,235"
,Universities and Colleges,,,,,,
,,Kansas State University,1,0,0,0,"24,766"
,,University of Kansas: Medical Center2,0,0,0,1,
,Metropolitan Counties,,,,,,
,,Riley County Police Department,0,1,0,0,
,,Sedgwick,0,1,0,0,
,,Shawnee,0,1,0,0,
,,Sumner,0,0,1,0,
,,Wyandotte,0,0,0,1,
,Nonmetropolitan Counties,,,,,,
,,Cowley,0,0,0,1,
,,Crawford,1,0,0,0,
,,Ellis,0,0,1,0,
,,Ford,1,0,0,0,
,,Gray,0,0,1,0,
,State Police Agencies,,,,,,
,,Kansas Highway Patrol,1,0,0,0,
,Other Agencies,,,,,,
,,Blue Valley School District,0,1,0,0,
Kentucky,Total,,,,,,
,Cities,,,,,,
,,Alexandria,0,1,0,0,"8,860"
,,Anchorage,0,0,1,0,"2,422"
,,Ashland,0,4,1,0,"21,232"
,,Bardstown,0,0,0,2,"13,087"
,,Benton,0,1,0,0,"4,309"
,,Bowling Green,1,4,2,2,"63,346"
,,Brownsville,0,0,0,1,824
,,Carrollton,0,0,1,0,"3,930"
,,Corbin,0,0,1,0,"7,305"
,,Covington,2,3,0,0,"41,056"
,,Dawson Springs,0,2,0,0,"2,740"
,,Dayton,0,1,1,0,"5,446"
,,Erlanger,1,1,0,1,"22,774"
,,Flemingsburg,0,1,0,0,"2,709"
,,Florence,0,2,0,0,"32,357"
,,Frankfort,2,1,2,0,"27,603"
,,Franklin,1,0,0,0,"8,755"
,,Georgetown,0,3,0,2,"32,273"
,,Glasgow,1,0,0,2,"14,413"
,,Henderson,0,0,2,2,"28,928"
,,Independence,0,2,0,0,"26,773"
,,Indian Hills,0,0,1,0,"2,965"
,,La Grange,0,0,1,0,"8,625"
,,Lexington,4,7,5,9,"314,077"
,,Louisville Metro,4,1,4,4,"680,550"
,,Lynnview,0,0,1,0,943
,,Mayfield,3,1,1,0,"10,141"
,,Monticello,1,0,0,0,"6,072"
,,Murray,0,1,0,1,"18,810"
,,Newport,0,1,1,1,"15,413"
,,Nicholasville,0,0,0,1,"29,351"
,,Oak Grove,0,1,0,0,"7,515"
,,Owensboro,1,1,1,2,"58,608"
,,Owingsville,0,0,1,0,"1,597"
,,Paducah,2,2,1,0,"24,968"
,,Paris,0,0,1,0,"9,747"
,,Pembroke,0,0,1,0,895
,,Princeton,0,1,2,0,"6,166"
,,Scottsville,0,0,1,0,"4,373"
,,Shepherdsville,0,1,1,1,"11,990"
,,Shively,1,0,0,2,"15,733"
,,Simpsonville,1,0,0,0,"2,695"
,,Taylor Mill,0,0,0,2,"6,748"
,,Taylorsville,0,0,1,0,796
,,Versailles,0,2,0,0,"9,105"
,,West Buechel,1,0,0,0,"1,272"
,,Winchester,0,0,0,2,"18,462"
,Universities and Colleges,,,,,,
,,Eastern Kentucky University,0,1,0,0,"16,305"
,,Murray State University,1,1,0,0,"11,207"
,,Northern Kentucky University,1,0,0,0,"15,090"
,,University of Kentucky,0,0,2,0,"29,203"
,,University of Louisville,0,0,1,0,"21,561"
,Metropolitan Counties,,,,,,
,,Boone,0,0,2,0,
,,Bracken,0,1,0,0,
,,Bullitt,0,0,0,1,
,,Campbell County Police Department,0,0,0,1,
,,Larue,0,1,0,0,
,,Meade,0,0,0,1,
,,Scott,1,0,0,0,
,,Shelby,0,1,0,0,
,,Warren,1,0,1,1,
,Nonmetropolitan Counties,,,,,,
,,Anderson,0,1,0,0,
,,Ballard,0,0,0,1,
,,Bell,0,1,0,0,
,,Franklin,0,0,1,0,
,,Graves,0,0,1,0,
,,Grayson,0,0,0,1,
,,Jackson,0,1,0,0,
,,Laurel,0,1,0,0,
,,Mason,0,1,0,0,
,,Union,0,0,1,0,
,,Webster,0,0,1,1,
,State Police Agencies,,,,,,
,,State Police:,,,,,
,,Ashland,0,0,1,1,
,,Bowling Green,1,0,0,0,
,,Dry Ridge,0,0,1,0,
,,Hazard,0,1,0,0,
,,London,1,0,0,1,
,,Madisonville,0,0,0,1,
,,Mayfield,0,0,1,0,
,,Morehead,0,1,0,0,
,,Pikeville,0,0,1,0,
,Other Agencies,,,,,,
,,Fayette County Schools,1,0,0,0,
,,Jefferson County School District,1,0,0,1,
Louisiana,Total,,,,,,
,Cities,,,,,,
,,Mamou,0,1,0,0,"3,173"
,,Natchitoches,1,0,0,0,"18,350"
,,New Orleans,0,1,2,2,"393,447"
,,Shreveport,0,0,0,1,"197,592"
,,Vinton,0,1,,,"3,353"
,,Westlake,1,0,0,0,"4,625"
,Metropolitan Counties,,,,,,
,,Bossier,0,0,0,2,
,,Calcasieu,3,2,3,2,
,,East Feliciana,0,0,1,0,
,,Jefferson,0,2,0,0,
,,Lafourche,0,1,0,7,
,,Ouachita,,,0,1,
,,St. Charles,,,1,0,
,,St. Helena,0,1,0,0,
,Nonmetropolitan Counties,,,,,,
,,Madison,1,0,0,1,
Maine,Total,,,,,,
,Cities,,,,,,
,,Augusta,1,0,1,2,"18,608"
,,Brewer,0,1,0,0,"9,279"
,,Islesboro,0,2,0,0,568
,,Lewiston,0,1,2,1,"36,232"
,,Livermore Falls,0,1,0,0,"3,134"
,,Old Orchard Beach,2,1,0,0,"8,790"
,,Portland,0,1,1,5,"66,816"
,,Saco,2,0,2,1,"19,146"
,,Sanford,0,0,1,0,"20,936"
,,Scarborough,0,1,1,0,"19,682"
,,South Portland,0,3,1,0,"25,540"
,,Topsham,0,0,1,0,"8,703"
