Table 13,,,,,,,,,,,,,,,,,
Hate Crime Incidents,,,,,,,,,,,,,,,,,
"per Bias Motivation and Quarter
",,,,,,,,,,,,,,,,,
"by State and Agency, 2014",,,,,,,,,,,,,,,,,
State,Agency type,Agency name,Number of incidents per bias motivation,,,,,,,Number of incidents per quarter,,,,Population1,, ,
,,,Race,Religion,"Sexual
orientation",Ethnicity,Disability,Gender,Gender Identity,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",,,,
,,Norwalk,1,1,0,0,0,0,0,0,0,2,0,"88,232",,,
,,Norwich,1,0,0,0,0,0,0,1,0,0,0,"40,296",,,
,,Old Saybrook,4,0,0,0,0,0,0,0,3,1,0,"10,249",,,
,,Plainfield,1,0,0,0,0,0,0,0,0,1,0,"15,186",,,
,,Plymouth,0,1,0,0,0,0,0,1,0,0,0,"12,002",,,
,,Redding,0,1,0,1,0,0,0,0,1,0,1,"9,348",,,
,,Seymour,1,1,0,0,0,0,0,0,1,1,0,"16,579",,,
,,Shelton,1,0,0,0,0,0,0,0,0,0,1,"41,353",,,
,,Southington,0,0,0,2,0,0,0,0,1,0,1,"43,786",,,
,,Stamford,1,3,4,1,0,0,0,0,0,3,6,"127,385",,,
,,Stratford,1,1,2,0,0,0,0,1,1,2,0,"52,279",,,
,,Torrington,2,0,0,0,0,0,0,1,0,1,0,"35,432",,,
,,Vernon,2,0,2,0,0,0,0,0,1,2,1,"29,158",,,
,,Wallingford,0,0,0,1,0,0,0,0,0,0,1,"45,137",,,
,,Waterbury,3,1,0,0,0,0,0,0,3,1,0,"109,495",,,
,,Watertown,1,0,0,0,0,0,0,0,1,0,0,"22,161",,,
,,West Hartford,1,0,0,0,0,0,0,0,0,0,1,"63,360",,,
,,West Haven,1,0,0,0,0,0,0,0,1,0,0,"54,917",,,
,,Wilton,0,1,0,0,0,0,0,0,0,1,0,"18,807",,,
,,Winchester,0,2,0,0,0,0,0,0,0,0,2,"10,960",,,
,,Windsor,1,0,0,0,0,0,0,0,1,0,0,"29,154",,,
,,Woodbridge,1,0,0,0,0,0,0,0,0,0,1,"8,945",,,
,Universities and Colleges,,0,2,1,0,0,0,0,,,,,,,,
,,Southern Connecticut State University,0,0,1,0,0,0,0,1,0,0,0,"10,804",,,
,,"University of Connecticut, Storrs, Avery Point and Hartford3",0,2,0,0,0,0,0,0,0,0,2,,,,
,State Police Agencies,,1,3,0,1,0,0,0,,,,,,,,
,,Connecticut State Police,1,3,0,1,0,0,0,2,0,3,0,,,,
Delaware,Total,,7,2,3,1,0,0,0,,,,,,,,
,Cities,,3,0,1,1,0,0,0,,,,,,,,
,,Camden,1,0,0,0,0,0,0,0,0,1,0,"3,518",,,
,,Newark,1,0,0,0,0,0,0,0,0,0,1,"32,813",,,
,,Rehoboth Beach,0,0,0,1,0,0,0,0,0,1,0,"1,416",,,
,,Wilmington,1,0,1,0,0,0,0,0,1,1,0,"71,713",,,
,Metropolitan Counties,,2,0,1,0,0,0,0,,,,,,,,
,,New Castle County Police Department,2,0,1,0,0,0,0,0,0,2,1,,,,
,State Police Agencies,,1,2,1,0,0,0,0,,,,,,,,
,,State Police: ,,,,,,,,,,,,,,,
,,Kent County,0,0,1,0,0,0,0,1,0,0,0,,,,
,,New Castle County,0,2,0,0,0,0,0,0,1,1,0,,,,
,,Sussex County,1,0,0,0,0,0,0,0,0,1,0,,,,
,Other Agencies,,1,0,0,0,0,0,0,,,,,,,,
,,State Fire Marshal,1,0,0,0,0,0,0,0,0,0,1,,,,
District of Columbia,Total,,13,8,29,4,1,0,15,,,,,,,,
,Cities, ,12,8,28,4,1,0,15,,,,,,,,
,,Washington2,12,8,28,4,1,0,15,15,17,25,11,"658,893",,,
,Other Agencies,,1,0,1,0,0,0,0,,,,,,,,
,,Metro Transit Police,1,0,1,0,0,0,0,0,0,1,1,,,,
Florida,Total,,34,12,12,6,1,0,0,,,,,,,,
,Cities,,16,10,8,4,1,0,0,,,,,,,,
,,Cape Coral,1,0,0,0,0,0,0,0,1,0,0,"168,712",,,
,,Clewiston,1,0,0,0,0,0,0,0,0,1,0,"7,141",,,
,,Coral Gables,0,1,0,0,0,0,0,0,0,0,1,"50,316",,,
,,Delray Beach,0,0,0,1,0,0,0,0,0,1,0,"64,917",,,
,,Gainesville,0,0,0,0,1,0,0,0,1,0,0,"128,185",,,
,,Jupiter,0,0,1,0,0,0,0,0,0,0,1,"59,039",,,
,,Kissimmee,0,0,1,1,0,0,0,0,1,0,1,"66,623",,,
,,Largo,0,0,0,1,0,0,0,0,0,0,1,"78,502",,,
,,Margate,0,1,0,0,0,0,0,0,0,1,0,"55,982",,,
,,Miami Beach,1,4,1,0,0,0,0,2,0,4,0,"91,771",,,
,,Miramar,1,0,0,0,0,0,0,0,1,0,0,"132,352",,,
,,North Miami,0,0,1,0,0,0,0,0,0,0,1,"61,501",,,
,,North Miami Beach,0,2,0,0,0,0,0,0,1,1,0,"43,657",,,
,,Ocoee,0,0,1,0,0,0,0,0,0,0,1,"40,029",,,
,,Orlando,3,0,2,0,0,0,0,0,2,3,0,"259,675",,,
,,Oviedo,1,0,0,0,0,0,0,1,0,0,0,"37,467",,,
,,Palm Bay,1,0,0,0,0,0,0,0,0,1,0,"105,287",,,
,,Pensacola,0,1,0,0,0,0,0,0,0,0,1,"52,873",,,
,,Port St. Lucie,0,0,1,0,0,0,0,0,0,0,1,"172,453",,,
,,Temple Terrace,1,0,0,0,0,0,0,0,1,0,0,"25,335",,,
,,Titusville,1,0,0,0,0,0,0,0,1,0,0,"44,310",,,
,,Weston,1,0,0,0,0,0,0,0,0,0,1,"69,129",,,
,,West Palm Beach,4,1,0,0,0,0,0,1,0,3,1,"103,028",,,
,,Winter Garden,0,0,0,1,0,0,0,0,1,0,0,"38,454",,,
,Metropolitan Counties,,18,2,4,2,0,0,0,,,,,,,,
,,Alachua,1,0,0,0,0,0,0,0,0,0,1,,,,
,,Charlotte,0,0,1,0,0,0,0,0,1,0,0,,,,
,,Clay,1,0,1,0,0,0,0,0,0,1,1,,,,
,,Highlands,1,0,0,0,0,0,0,0,0,1,0,,,,
,,Lee,1,2,0,0,0,0,0,2,0,0,1,,,,
,,Manatee,4,0,0,0,0,0,0,0,0,2,2,,,,
,,Orange,0,0,2,1,0,0,0,1,1,1,0,,,,
,,Pasco,1,0,0,0,0,0,0,0,0,0,1,,,,
,,Seminole,0,0,0,1,0,0,0,0,0,1,0,,,,
,,Sumter,3,0,0,0,0,0,0,0,0,0,3,,,,
,,Volusia,3,0,0,0,0,0,0,2,0,1,0,,,,
,,Wakulla,2,0,0,0,0,0,0,0,0,0,2,,,,
,,Walton,1,0,0,0,0,0,0,1,0,0,0,,,,
Georgia,Total,,21,3,12,3,2,0,0,,,,,,,,
,Cities,,2,1,9,0,1,0,0,,,,,,,,
,,Atlanta,2,1,9,0,1,0,0,5,3,5,0,"454,363",,,
,Metropolitan Counties,,19,2,3,3,1,0,0,,,,,,,,
,,Cobb County Police Department,16,2,2,3,1,0,0,5,5,10,4,,,,
,,Gwinnett County Police Department,2,0,0,0,0,0,0,1,1,0,0,,,,
,,Henry County Police Department,1,0,1,0,0,0,0,0,1,0,1,,,,
Idaho,Total,,13,2,3,7,0,0,0,,,,,,,,
,Cities,,13,1,3,4,0,0,0,,,,,,,,
,,Boise,6,0,2,4,0,0,0,2,3,5,2,"216,260",,,
,,Coeur d'Alene,1,0,0,0,0,0,0,0,0,1,0,"46,952",,,
,,Jerome,1,0,0,0,0,0,0,0,0,1,0,"11,064",,,
,,Lewiston,1,0,0,0,0,0,0,1,0,0,0,"32,521",,,
,,Nampa,3,0,1,0,0,0,0,0,0,2,2,"87,735",,,
,,Payette,1,0,0,0,0,0,0,0,0,1,0,"7,417",,,
,,Pocatello,0,1,0,0,0,0,0,0,0,1,0,"54,360",,,
,Metropolitan Counties,,0,0,0,1,0,0,0,,,,,,,,
,,Ada,0,0,0,1,0,0,0,0,0,0,1,,,,
,Nonmetropolitan Counties,,0,1,0,2,0,0,0,,,,,,,,
,,Cassia,0,0,0,2,0,0,0,0,1,1,0,,,,
,,Teton,0,1,0,0,0,0,0,0,0,1,0,,,,
Illinois,Total,,57,14,26,12,0,0,0,,,,,,,,
,Cities,,52,12,24,11,0,0,0,,,,,,,,
,,Addison,0,0,0,1,0,0,0,0,0,1,0,"37,480",,,
,,Arlington Heights,0,1,0,0,0,0,0,0,0,0,1,"76,200",,,
,,Aurora,2,0,1,1,0,0,0,0,0,3,1,"200,419",,,
,,Bartlett,1,0,0,0,0,0,0,1,0,0,0,"41,784",,,
,,Batavia,0,0,0,1,0,0,0,1,0,0,0,"26,445",,,
,,Beardstown,0,1,0,0,0,0,0,0,1,0,0,"5,919",,,
,,Bloomington,1,0,2,0,0,0,0,0,1,1,1,"79,451",,,
,,Cairo,1,0,0,0,0,0,0,0,0,0,1,"2,580",,,
,,Centralia,1,0,0,0,0,0,0,0,0,0,1,"12,727",,,
,,Chicago,22,6,17,5,0,0,0,11,17,13,9,"2,724,121",,,
,,Crest Hill,1,0,0,0,0,0,0,0,0,0,1,"20,763",,,
,,Crystal Lake,1,0,0,0,0,0,0,1,0,0,0,"40,294",,,
,,De Kalb,2,0,0,0,0,0,0,1,1,0,0,"43,791",,,
,,Eureka,1,0,0,0,0,0,0,0,1,0,0,"5,397",,,
,,Galesburg,1,0,0,0,0,0,0,1,0,0,0,"31,538",,,
,,Glenview,0,0,0,1,0,0,0,0,1,0,0,"45,588",,,
,,Grayslake,0,1,0,0,0,0,0,0,1,0,0,"21,132",,,
,,Hillsboro,1,0,0,0,0,0,0,0,1,0,0,"6,123",,,
,,Hoffman Estates,1,0,0,0,0,0,0,0,0,1,0,"52,512",,,
,,Homewood,1,0,0,0,0,0,0,0,0,0,1,"19,470",,,
,,Joliet,1,0,0,0,0,0,0,0,0,0,1,"147,838",,,
,,La Grange,1,0,0,0,0,0,0,0,0,0,1,"15,774",,,
,,La Salle,0,0,1,0,0,0,0,1,0,0,0,"9,368",,,
,,Lombard,0,1,0,0,0,0,0,0,0,0,1,"44,026",,,
,,Lyons,0,0,1,0,0,0,0,0,0,1,0,"10,793",,,
,,Normal,1,1,0,0,0,0,0,0,1,1,0,"55,185",,,
,,Oak Lawn,1,0,0,0,0,0,0,0,0,1,0,"57,159",,,
,,O'Fallon,1,0,0,0,0,0,0,0,1,0,0,"29,255",,,
,,Palestine,1,0,0,0,0,0,0,0,1,0,0,"1,331",,,
,,Peoria,0,1,1,0,0,0,0,2,0,0,0,"116,923",,,
,,Plano,0,0,1,0,0,0,0,0,0,0,1,"11,147",,,
,,Rantoul,1,0,0,0,0,0,0,1,0,0,0,"13,060",,,
,,Rockford,0,0,0,1,0,0,0,0,0,1,0,"149,586",,,
,,Schaumburg,1,0,0,0,0,0,0,1,0,0,0,"75,060",,,
,,Shiloh,1,0,0,0,0,0,0,0,0,1,0,"12,991",,,
,,Springfield,2,0,0,0,0,0,0,0,0,2,0,"117,134",,,
,,Streamwood,0,0,0,1,0,0,0,0,1,0,0,"40,456",,,
,,Urbana,1,0,0,0,0,0,0,0,1,0,0,"41,805",,,
,,Wamac,1,0,0,0,0,0,0,0,1,,,"1,144",,,
,,West Chicago,1,0,0,0,0,0,0,0,0,0,1,"27,636",,,
,,Wood River,1,0,0,0,0,0,0,0,0,1,0,"10,370",,,
,Universities and Colleges,,1,1,0,0,0,0,0,,,,,,,,
,,"Northwestern University, Chicago",1,0,0,0,0,0,0,0,0,1,0,430,,,
,,"University of Illinois, Urbana",0,1,0,0,0,0,0,0,0,1,0,"44,942",,,
,Metropolitan Counties,,3,1,1,1,0,0,0,,,,,,,,
,,Champaign,0,0,1,0,0,0,0,0,0,0,1,,,,
,,Lake,1,0,0,0,0,0,0,0,0,0,1,,,,
,,Peoria,2,0,0,1,0,0,0,0,1,1,1,,,,
,,Winnebago,0,1,0,0,0,0,0,0,1,0,0,,,,
,Nonmetropolitan Counties,,1,0,1,0,0,0,0,,,,,,,,
,,Fulton,1,0,1,0,0,0,0,2,0,0,0,,,,
Indiana,Total,,25,9,6,8,0,2,0,,,,,,,,
,Cities,,21,9,5,6,0,0,0,,,,,,,,
,,Anderson,1,0,0,0,0,0,0,0,0,0,1,"55,545",,,
,,Bloomington,7,1,1,1,0,0,0,1,2,2,5,"83,075",,,
,,Columbus,0,4,0,0,0,0,0,0,1,3,0,"46,196",,,
,,Fishers,0,1,0,0,0,0,0,0,0,1,0,"85,597",,,
,,Fort Wayne,2,0,0,0,0,0,0,0,1,1,0,"257,172",,,
,,Indianapolis,7,3,4,5,0,0,0,3,4,7,5,"858,238",,,
,,Shelbyville,4,0,0,0,0,0,0,0,0,2,2,"19,278",,,
,Universities and Colleges,,1,0,0,0,0,0,0,,,,,,,,
,,Purdue University,1,0,0,0,0,0,0,0,0,1,0,"39,794",,,
,Nonmetropolitan Counties,,1,0,0,0,0,0,0,,,,,,,,
,,Montgomery,1,0,0,0,0,0,0,0,0,0,1,,,,
,State Police Agencies,,2,0,1,2,0,2,0,,,,,,,,
,,State Police:,,,,,,,,,,,,,,,
,,Decatur County,0,0,0,1,0,0,0,1,0,0,0,,,,
,,Marion County,0,0,0,1,0,1,0,1,0,0,1,,,,
,,Putnam County,1,0,0,0,0,0,0,0,1,0,0,,,,
,,Scott County,0,0,0,0,0,1,0,1,0,0,0,,,,
,,Vanderburgh County,0,0,1,0,0,0,0,0,1,0,0,,,,
,,Wayne County,1,0,0,0,0,0,0,1,0,0,0,,,,
Iowa,Total,,8,0,0,2,1,0,0,,,,,,,,
,Cities,,6,0,0,2,0,0,0,,,,,,,,
,,Ames,1,0,0,0,0,0,0,0,1,0,0,"62,514",,,
,,Atlantic,1,0,0,0,0,0,0,0,0,1,0,"6,898",,,
,,Bettendorf,1,0,0,1,0,0,0,0,0,1,1,"35,045",,,
,,Cedar Rapids,1,0,0,0,0,0,0,1,0,0,0,"128,901",,,
,,Council Bluffs,0,0,0,1,0,0,0,1,0,0,0,"61,864",,,
,,Des Moines,1,0,0,0,0,0,0,0,0,1,0,"208,250",,,
,,Fort Dodge,1,0,0,0,0,0,0,0,1,0,0,"24,524",,,
,Universities and Colleges,,1,0,0,0,1,0,0,,,,,,,,
,,Iowa State University,1,0,0,0,0,0,0,1,0,0,0,"32,955",,,
,,University of Iowa,0,0,0,0,1,0,0,1,0,0,0,"29,748",,,
,Nonmetropolitan Counties,,1,0,0,0,0,0,0,,,,,,,,
,,Hardin,1,0,0,0,0,0,0,0,1,0,0,,,,
Kansas,Total,,43,8,10,11,1,0,0,,,,,,,,
,Cities,,33,6,9,9,1,0,0,,,,,,,,
,,Abilene,0,1,0,0,0,0,0,0,1,0,0,"6,617",,,
,,Burlington,1,0,0,0,0,0,0,0,0,0,1,"2,620",,,
,,Dodge City,1,0,0,0,0,0,0,0,0,1,0,"28,325",,,
,,Edwardsville,0,1,0,0,0,0,0,0,1,0,0,"4,357",,,
,,Elwood,1,0,0,0,0,0,0,0,1,0,0,"1,190",,,
,,Goddard,1,0,0,0,0,0,0,0,0,1,0,"4,624",,,
,,Hays,0,0,0,1,0,0,0,0,0,1,0,"21,167",,,
,,Haysville,1,0,0,0,0,0,0,0,1,0,0,"11,046",,,
,,Hiawatha,0,0,1,0,0,0,0,0,1,0,0,"3,180",,,
,,Hutchinson,2,0,0,2,0,0,0,1,2,1,0,"41,807",,,
,,Junction City,1,0,0,0,0,0,0,0,0,1,0,"25,786",,,
,,Kansas City,1,0,0,0,0,0,0,,0,1,0,"149,103",,,
,,Lawrence,6,0,3,3,1,0,0,4,7,2,0,"91,524",,,
,,Leavenworth,4,0,0,0,0,0,0,0,3,0,1,"36,018",,,
,,Leawood,0,1,0,0,0,0,0,0,1,0,0,"33,266",,,
,,McPherson,0,0,1,0,0,0,0,0,1,0,0,"13,369",,,
,,Mulvane,2,0,0,0,0,0,0,0,0,0,2,"6,322",,,
,,Osawatomie,1,0,0,0,0,0,0,1,0,0,0,"4,369",,,
,,Ottawa,0,0,0,1,0,0,0,1,0,0,0,"12,439",,,
,,Overland Park,1,0,0,0,0,0,0,,,0,1,"183,108",,,
,,Paola,1,0,0,0,0,0,0,0,0,1,0,"5,634",,,
,,Pittsburg,0,1,0,0,0,0,0,0,1,0,0,"20,431",,,
,,Salina,1,1,0,0,0,0,0,0,2,0,0,"47,850",,,
,,Wellington,1,0,0,0,0,0,0,0,0,1,0,"7,919",,,
,,Wichita,7,1,4,2,0,0,0,3,1,7,3,"387,493",,,
,Metropolitan Counties,,2,0,1,0,0,0,0,,,,,,,,
,,Jackson,1,0,0,0,0,0,0,0,1,0,0,,,,
,,Jefferson,0,0,1,0,0,0,0,0,0,1,0,,,,
,,Riley County Police Department,1,0,0,0,0,0,0,0,1,0,0,,,,
,Nonmetropolitan Counties,,7,1,0,2,0,0,0,,,,,,,,
,,Ellis,2,0,0,0,0,0,0,1,0,0,1,,,,
,,Ford,0,1,0,0,0,0,0,0,0,1,0,,,,
,,Greenwood,1,0,0,0,0,0,0,1,0,0,0,,,,
,,Kearny,1,0,0,0,0,0,0,1,0,0,0,,,,
,,Lyon,0,0,0,1,0,0,0,0,0,1,0,,,,
,,Saline,3,0,0,0,0,0,0,0,1,2,0,,,,
,,Wichita,0,0,0,1,0,0,0,0,1,0,0,,,,
,Other Agencies,,1,1,0,0,0,0,0,,,,,,,,
,,Johnson County Park,0,1,0,0,0,0,0,0,1,0,0,,,,
,,"Unified School District, Goddard",1,0,0,0,0,0,0,0,0,1,0,,,,
Kentucky,Total,,115,13,19,11,4,0,1,,,,,,,,
,Cities,,78,6,17,8,4,0,1,,,,,,,,
,,Ashland,1,0,0,0,0,0,0,1,0,0,0,"21,321",,,
,,Augusta,1,0,0,0,0,0,0,1,0,0,0,"1,177",,,
,,Bowling Green,5,0,0,0,0,0,0,2,1,1,1,"62,117",,,
,,Cadiz,1,0,0,0,0,0,0,0,1,0,0,"2,665",,,
,,Campbellsville,1,0,0,0,0,0,0,0,0,1,0,"10,840",,,
,,Carrollton,2,0,0,0,0,0,0,1,0,0,1,"4,009",,,
,,Cold Spring,2,0,0,0,0,0,0,1,0,1,0,"6,191",,,
,,Covington,3,0,1,2,0,0,0,1,1,3,1,"41,072",,,
,,Cynthiana,0,0,0,0,1,0,0,1,0,0,0,"6,334",,,
,,Dayton,0,0,1,0,0,0,0,0,0,1,0,"5,377",,,
,,Elizabethtown,0,0,1,0,0,0,0,0,1,0,0,"30,208",,,
,,Elkton,1,0,0,0,0,0,0,0,0,0,1,"2,179",,,
,,Florence,2,0,0,0,0,0,0,1,0,1,0,"31,769",,,
,,Franklin,1,0,0,0,0,0,0,0,1,0,0,"8,745",,,
,,Georgetown,2,0,0,0,0,0,0,1,0,0,1,"31,280",,,
,,Glasgow,0,0,1,0,0,0,0,0,1,0,0,"14,315",,,
,,Harrodsburg,1,0,0,0,0,0,0,1,0,0,0,"8,380",,,
,,Hazard,1,0,0,0,0,0,0,1,0,0,0,"5,415",,,
,,Henderson,1,0,0,1,0,0,0,0,1,0,1,"28,843",,,
,,Hopkinsville,3,0,0,0,0,0,0,0,0,2,1,"32,697",,,
,,Jamestown,1,0,0,0,0,0,0,0,0,0,1,"1,823",,,
,,Jeffersontown,1,0,0,1,0,0,0,0,1,0,1,"27,124",,,
,,Lebanon,1,0,0,0,0,0,0,1,0,0,0,"5,653",,,
,,Lexington2,14,2,7,3,1,0,0,3,6,11,7,"311,848",,,
,,London,1,0,0,0,0,0,0,0,0,1,0,"8,115",,,
,,Louisville Metro,3,2,2,0,1,0,1,3,0,2,4,"677,710",,,
,,Ludlow,1,0,0,0,0,0,0,0,0,1,0,"4,552",,,
,,Mayfield,1,0,0,0,0,0,0,0,0,0,1,"10,130",,,
,,Maysville,2,0,0,0,0,0,0,0,0,2,0,"8,895",,,
,,Morgantown,0,0,1,0,0,0,0,1,0,0,0,"2,462",,,
,,Murray,1,0,0,0,0,0,0,1,0,0,0,"18,188",,,
,,Newport,2,0,0,1,0,0,0,2,0,0,1,"15,357",,,
,,Nicholasville,1,0,0,0,0,0,0,0,0,0,1,"28,889",,,
,,Owensboro,4,0,0,0,0,0,0,2,0,1,1,"58,659",,,
,,Owingsville,1,0,0,0,0,0,0,1,0,0,0,"1,573",,,
,,Paducah,4,0,0,0,0,0,0,0,2,2,0,"25,017",,,
,,Paris,1,0,0,0,0,0,0,0,1,0,0,"9,754",,,
,,Raceland,0,0,1,0,0,0,0,0,0,0,1,"2,376",,,
,,Richmond,3,0,0,0,0,0,0,1,1,1,0,"32,828",,,
,,Russell Springs,1,0,0,0,0,0,0,0,0,1,0,"2,509",,,
,,Russellville,1,0,0,0,0,0,0,0,1,0,0,"7,053",,,
,,Shepherdsville,1,0,0,0,0,0,0,0,0,1,0,"11,788",,,
,,Shively,1,0,1,0,0,0,0,1,0,0,1,"15,669",,,
,,Somerset,1,0,0,0,0,0,0,1,0,0,0,"11,503",,,
,,Stanford,1,0,0,0,0,0,0,1,0,0,0,"3,654",,,
,,St. Matthews,0,1,0,0,0,0,0,0,0,0,1,"17,945",,,
,,Versailles,1,0,0,0,0,0,0,0,0,0,1,"8,973",,,
,,Vine Grove,1,0,0,0,0,0,0,0,1,0,0,"5,479",,,
,,Williamstown,0,1,0,0,0,0,0,1,0,0,0,"3,958",,,
,,Winchester,0,0,1,0,1,0,0,1,1,0,0,"18,387",,,
,Universities and Colleges,,3,0,0,0,0,0,0,,,,,,,,
,,Eastern Kentucky University,1,0,0,0,0,0,0,0,0,0,1,"16,111",,,
,,Morehead State University,1,0,0,0,0,0,0,1,0,0,0,"11,358",,,
,,University of Kentucky,1,0,0,0,0,0,0,0,0,0,1,"28,435",,,
,Metropolitan Counties,,13,2,1,3,0,0,0,,,,,,,,
,,Boone,4,1,0,0,0,0,0,0,1,3,1,,,,
,,Bullitt,1,0,0,0,0,0,0,0,1,0,0,,,,
,,Campbell County Police Department,1,0,0,0,0,0,0,0,0,1,0,,,,
,,Christian,2,0,0,0,0,0,0,0,1,0,1,,,,
,,Gallatin,1,0,0,0,0,0,0,1,0,0,0,,,,
,,Kenton,2,0,0,2,0,0,0,0,1,1,2,,,,
,,Oldham County Police Department,0,0,0,1,0,0,0,0,1,0,0,,,,
,,Pendleton2,1,0,0,0,0,0,0,0,0,1,0,,,,
,,Shelby,1,0,0,0,0,0,0,1,0,0,0,,,,
,,Warren,0,1,1,0,0,0,0,1,0,1,0,,,,
,Nonmetropolitan Counties,,8,2,1,0,0,0,0,,,,,,,,
,,Adair,1,0,0,0,0,0,0,1,0,0,0,,,,
,,Breckinridge,1,0,0,0,0,0,0,0,0,0,1,,,,
,,Hopkins,0,1,0,0,0,0,0,0,0,0,1,,,,
,,Laurel,1,0,0,0,0,0,0,0,0,0,1,,,,
,,Lewis,0,0,1,0,0,0,0,0,1,0,0,,,,
,,Marion,1,0,0,0,0,0,0,0,0,1,0,,,,
,,Marshall,0,1,0,0,0,0,0,1,0,0,0,,,,
,,McCracken,1,0,0,0,0,0,0,1,0,0,0,,,,
,,Nelson,1,0,0,0,0,0,0,1,0,0,0,,,,
,,Ohio,2,0,0,0,0,0,0,1,0,1,0,,,,
,State Police Agencies,,9,2,0,0,0,0,0,,,,,,,,
,,State Police:,,,,,,,,,,,,,,,
,,Cannabis Suppression Section,3,1,0,0,0,0,0,0,1,3,0,,,,
,,Frankfort,1,0,0,0,0,0,0,0,0,0,1,,,,
,,Hazard,1,1,0,0,0,0,0,0,1,0,1,,,,
,,Henderson,1,0,0,0,0,0,0,0,0,0,1,,,,
,,Madisonville,1,0,0,0,0,0,0,0,1,0,0,,,,
,,Mayfield,1,0,0,0,0,0,0,0,0,1,0,,,,
,,Pikeville,1,0,0,0,0,0,0,1,0,0,0,,,,
,Other Agencies,,4,1,0,0,0,0,0,,,,,,,,
,,Fayette County Schools,1,0,0,0,0,0,0,0,1,0,0,,,,
,,Greater Hardin County Narcotics Task Force,1,1,0,0,0,0,0,2,0,0,0,,,,
,,Park Security,1,0,0,0,0,0,0,0,0,0,1,,,,
,,Pennyrile Narcotics Task Force,1,0,0,0,0,0,0,0,0,1,0,,,,
Louisiana,Total,,3,0,5,0,1,0,0,,,,,,,,
,Cities,,2,0,2,0,1,0,0,,,,,,,,
,,Bernice,1,0,0,0,0,0,0,0,0,1,0,"1,637",,,
,,Harahan,1,0,0,0,0,0,0,,1,,,"9,319",,,
,,New Orleans,0,0,2,0,1,0,0,1,1,,1,"387,113",,,
,Universities and Colleges,,0,0,1,0,0,0,0,,,,,,,,
,,University of New Orleans,0,0,1,0,0,0,0,,0,0,1,"9,323",,,
,Metropolitan Counties,,1,0,2,0,0,0,0,,,,,,,,
,,Calcasieu,1,0,1,0,0,0,0,0,1,0,1,,,,
,,Lafayette,0,0,1,0,0,0,0,0,1,,,,,,
Maine,Total,,11,8,8,1,0,0,0,,,,,,,,
,Cities,,11,7,7,1,0,0,0,,,,,,,,
,,Augusta,1,1,0,1,0,0,0,1,1,0,1,"18,717",,,
,,Bath,1,0,0,0,0,0,0,0,0,1,0,"8,325",,,
,,Gouldsboro,0,0,1,0,0,0,0,0,0,1,0,"1,746",,,
,,Hampden,0,1,0,0,0,0,0,1,0,0,0,"7,303",,,
,,Old Orchard Beach,2,0,1,0,0,0,0,0,1,2,0,"8,705",,,
,,Portland,0,3,1,0,0,0,0,2,0,0,2,"66,380",,,
,,Rumford,1,0,0,0,0,0,0,1,0,0,0,"5,705",,,
,,Saco,2,1,2,0,0,0,0,0,1,3,1,"18,974",,,
,,Searsport,1,0,0,0,0,0,0,1,0,0,0,"2,627",,,
,,South Portland,1,0,1,0,0,0,0,0,1,1,0,"25,327",,,
,,Waterville,0,0,1,0,0,0,0,0,1,0,0,"16,022",,,
,,Westbrook,1,0,0,0,0,0,0,0,0,0,1,"17,809",,,
,,Wiscasset,1,1,0,0,0,0,0,0,0,0,2,"3,645",,,
,Metropolitan Counties,,0,1,0,0,0,0,0,,,,,,,,
,,Sagadahoc,0,1,0,0,0,0,0,0,0,0,1,,,,
,Nonmetropolitan Counties,,0,0,1,0,0,0,0,,,,,,,,
,,Kennebec,0,0,1,0,0,0,0,0,1,0,0,,,,
Maryland,Total,,9,2,2,3,0,0,0,,,,,,,,
,Cities,,4,0,0,2,0,0,0,,,,,,,,
,,Baltimore,1,0,0,1,0,0,0,0,1,0,1,"623,513",,,
,,Cambridge,1,0,0,0,0,0,0,0,1,0,0,"12,669",,,
,,Salisbury,2,0,0,0,0,0,0,2,0,0,0,"31,779",,,
,,Thurmont,0,0,0,1,0,0,0,0,0,1,0,"6,463",,,
,Universities and Colleges,,0,0,1,0,0,0,0,,,,,,,,
,,St. Mary's College,0,0,1,0,0,0,0,1,0,0,0,"1,858",,,
,Metropolitan Counties,,4,2,1,0,0,0,0,,,,,,,,
,,Montgomery County Police Department,3,2,1,0,0,0,0,1,1,4,0,,,,
,,Prince George's County Police Department,1,0,0,0,0,0,0,0,0,0,1,,,,
,State Police Agencies,,1,0,0,1,0,0,0,,,,,,,,
,,State Police: ,,,,,,,,,,,,,,,
,,Carroll County,0,0,0,1,0,0,0,0,0,1,0,,,,
,,Worcester County,1,0,0,0,0,0,0,0,1,0,0,,,,
Massachusetts,Total,,128,57,80,33,10,18,49,,,,,,,,
,Cities,,108,45,78,29,10,15,49,,,,,,,,
,,Acton,0,3,0,0,0,0,0,0,0,2,1,"23,193",,,
,,Agawam,1,0,1,0,0,0,0,0,0,0,2,"28,769",,,
,,Amherst,2,0,0,0,0,0,0,1,0,0,1,"38,977",,,
,,Arlington,0,0,2,0,1,0,2,0,1,2,2,"44,439",,,
,,Attleboro,1,0,0,0,0,0,1,0,0,1,1,"44,084",,,
,,Barnstable,2,1,0,0,0,0,0,2,0,1,0,"44,642",,,
