Table 13,,,,,,,,,,,,,
Hate Crime Incidents,,,,,,,,,,,,,
"per Bias Motivation and Quarter
",,,,,,,,,,,,,
"by State and Agency, 2016",,,,,,,,,,,,,
State,Agency Type,Agency name,Number of incidents per bias motivation,,,,,,Number of incidents per quarter,,,,Population1
,,,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
Identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",
Alabama,Total,,12,1,1,0,0,0,,,,,
,Cities,,12,1,1,0,0,0,,,,,
,,Birmingham,7,1,1,0,0,0,3,2,2,2,"212,549"
,,Florence,1,0,0,0,0,0,0,0,1,0,"40,160"
,,Foley,1,0,0,0,0,0,0,1,0,0,"17,639"
,,Hoover,3,0,0,0,0,0,1,0,1,1,"85,601"
Alaska,Total,,11,0,0,0,0,0,,,,,
,Cities,,11,0,0,0,0,0,,,,,
,,Anchorage,4,0,0,0,0,0,1,0,2,1,"299,097"
,,Juneau,6,0,0,0,0,0,1,1,3,1,"32,964"
,,Wasilla,1,0,0,0,0,0,1,0,0,0,"9,585"
Arizona,Total, ,110,50,53,1,0,0,,,,,
,Cities,,105,48,53,1,0,0,,,,,
,,Apache Junction,2,0,0,0,0,0,1,0,1,0,"38,506"
,,Chandler,2,2,0,0,0,0,1,0,1,2,"265,922"
,,Gilbert,1,0,0,0,0,0,1,0,0,0,"255,899"
,,Glendale,1,0,0,0,0,0,0,1,0,0,"242,938"
,,Mesa,3,0,2,0,0,0,3,0,0,2,"478,277"
,,Phoenix2,90,40,44,1,0,0,34,39,45,56,"1,586,611"
,,Prescott Valley,1,0,1,0,0,0,1,1,,,"42,900"
,,Sahuarita,1,0,0,0,0,0,0,0,0,1,"25,792"
,,Scottsdale,1,3,0,0,0,0,0,,2,2,"240,885"
,,St. Johns,0,0,1,0,0,0,1,0,0,0,"3,482"
,,Tempe,0,0,1,0,0,0,1,0,0,0,"178,654"
,,Tucson,1,2,2,0,0,0,2,1,1,1,"533,663"
,,Williams,0,0,1,0,0,0,0,1,0,0,"3,140"
,,Yuma,2,1,1,0,0,0,1,1,2,0,"94,696"
,Universities and Colleges,,1,2,0,0,0,0,,,,,
,,"Arizona State University, Main Campus",1,0,0,0,0,0,0,0,0,1,"90,906"
,,University of Arizona,0,2,0,0,0,0,0,2,,,"42,595"
,Metropolitan Counties,,4,0,0,0,0,0,,,,,
,,Maricopa,3,0,0,0,0,0,,0,3,0,
,,Pima,1,0,0,0,0,0,0,1,0,,
Arkansas,Total,,10,1,0,0,0,1,,,,,
,Cities,,5,1,0,0,0,1,,,,,
,,Fort Smith,3,1,0,0,0,0,2,0,0,2,"88,573"
,,Jacksonville,2,0,0,0,0,0,0,0,0,2,"28,684"
,,Little Rock,0,0,0,0,0,1,0,1,0,0,"198,800"
,Metropolitan Counties,,3,0,0,0,0,0,,,,,
,,Sebastian,3,0,0,0,0,0,0,1,0,2,
,Nonmetropolitan Counties,,2,0,0,0,0,0,,,,,
,,Sevier,2,0,0,0,0,0,0,0,2,0,
California,Total,,522,171,208,2,3,27,,,,,
,Cities,,421,150,173,2,3,23,,,,,
,,Adelanto,1,0,1,0,0,0,0,1,1,0,"33,479"
,,Alameda,3,0,0,0,0,0,0,1,0,2,"79,597"
,,Alhambra,1,0,0,0,0,0,0,0,0,1,"86,035"
,,Anaheim,1,0,0,0,0,0,1,0,0,0,"353,504"
,,Antioch,2,0,0,0,0,0,0,0,2,0,"112,090"
,,Arcata,2,0,0,0,0,0,0,0,1,1,"17,913"
,,Azusa,2,0,0,0,0,0,2,0,0,0,"50,393"
,,Bakersfield,8,0,0,0,0,0,0,3,2,3,"378,788"
,,Baldwin Park,0,0,1,0,0,0,1,0,0,0,"77,400"
,,Bellflower,0,0,1,0,0,0,1,0,0,0,"78,806"
,,Berkeley,9,2,2,0,0,0,5,3,2,3,"122,651"
,,Beverly Hills,1,0,0,0,0,0,0,0,1,0,"35,018"
,,Brea,0,0,1,0,0,0,0,1,0,0,"42,465"
,,Buena Park,2,1,0,0,0,0,0,0,2,1,"83,768"
,,Burbank,1,0,0,0,0,0,0,0,1,0,"105,720"
,,Calabasas,3,0,0,0,0,0,1,0,2,0,"24,492"
,,Camarillo,1,0,0,0,0,0,0,1,0,0,"68,072"
,,Campbell,0,1,0,0,0,0,0,1,0,0,"41,457"
,,Capitola,1,0,0,0,0,0,0,0,0,1,"10,241"
,,Central Marin,2,0,0,0,0,0,0,1,1,0,"35,265"
,,Cerritos,0,0,1,0,0,0,0,0,1,0,"50,159"
,,Chico,3,0,0,0,0,0,0,1,0,2,"91,122"
,,Chino,2,0,1,0,0,0,0,1,1,1,"87,081"
,,Chino Hills,1,0,0,0,0,0,1,0,0,0,"78,990"
,,Chula Vista,1,2,2,0,0,0,1,1,3,0,"270,175"
,,Citrus Heights,1,0,1,0,0,0,1,0,0,1,"87,811"
,,Claremont,7,1,1,0,0,0,1,0,1,7,"36,553"
,,Clayton,0,0,2,0,0,0,0,2,0,0,"12,057"
,,Clearlake,1,0,0,0,0,0,0,0,0,1,"15,165"
,,Clovis,1,0,0,0,0,0,0,0,1,0,"105,865"
,,Coalinga,0,0,1,0,0,0,1,0,0,0,"16,282"
,,Compton,0,0,0,0,0,1,0,0,1,0,"98,861"
,,Concord,1,0,2,0,0,0,1,0,0,2,"129,903"
,,Culver City,0,0,1,0,0,0,0,1,0,0,"39,880"
,,Cupertino,2,1,0,0,0,0,0,0,3,0,"60,948"
,,Danville,0,1,0,0,0,0,1,0,0,0,"44,897"
,,Davis,5,1,1,0,0,1,2,0,1,5,"68,087"
,,Desert Hot Springs,0,0,1,0,0,0,0,1,0,0,"28,573"
,,Downey,1,0,0,0,0,0,0,1,0,0,"114,704"
,,East Palo Alto,0,0,1,0,0,0,0,0,0,1,"29,957"
,,Eastvale,0,1,0,0,0,0,0,1,0,0,"60,115"
,,Elk Grove,1,0,0,0,0,0,1,0,0,0,"169,742"
,,El Segundo,2,0,0,0,0,0,1,0,1,0,"17,113"
,,Encinitas,1,0,0,0,0,0,0,0,0,1,"63,597"
,,Escondido,1,0,0,0,0,0,0,1,0,0,"152,897"
,,Fairfield,1,1,1,0,0,0,2,0,1,0,"114,521"
,,Farmersville,0,1,0,0,0,0,0,0,1,0,"10,812"
,,Folsom,0,1,0,0,0,0,0,1,0,0,"77,245"
,,Fort Bragg,1,1,1,0,0,0,0,2,1,0,"7,292"
,,Fremont,1,0,0,0,0,0,1,0,0,0,"235,881"
,,Fresno,7,3,3,0,0,0,3,3,4,3,"524,796"
,,Fullerton,1,0,1,0,0,0,1,0,0,1,"141,968"
,,Garden Grove,1,1,0,0,0,0,1,0,0,1,"176,230"
,,Glendale,1,1,0,0,0,0,0,1,0,1,"202,903"
,,Hanford,0,1,0,0,0,0,0,1,0,0,"55,973"
,,Hawaiian Gardens,0,0,0,0,0,1,0,1,0,0,"14,654"
,,Hawthorne,0,1,0,0,0,0,0,0,0,1,"89,299"
,,Hayward,1,1,0,0,0,0,0,0,1,1,"161,122"
,,Highland,1,0,0,0,0,0,0,0,1,0,"55,184"
,,Hollister,0,0,1,0,0,0,0,0,1,0,"37,953"
,,Huntington Beach,3,3,0,0,0,0,1,1,3,1,"204,071"
,,Huntington Park,0,0,1,0,0,0,1,0,0,0,"59,692"
,,Irvine,2,0,0,0,0,0,1,0,0,1,"266,663"
,,Jurupa Valley,1,0,0,0,0,0,0,1,0,0,"101,316"
,,Kingsburg,1,0,0,0,0,0,1,0,0,0,"11,905"
,,Laguna Beach,1,0,0,0,0,0,0,0,0,1,"23,486"
,,La Habra,1,0,0,0,0,0,0,1,0,0,"62,483"
,,Lake Elsinore,1,0,1,0,0,0,1,1,0,0,"63,907"
,,Lakewood,3,0,1,0,0,0,2,0,1,1,"81,921"
,,La Mesa,2,1,0,0,0,0,0,0,1,2,"60,681"
,,La Mirada,0,2,0,0,0,0,0,2,0,0,"49,715"
,,Lancaster,5,0,2,0,0,1,1,4,1,2,"161,963"
,,La Puente,0,0,1,0,0,0,1,0,0,0,"40,928"
,,Loma Linda,1,0,0,0,0,0,0,1,0,0,"24,190"
,,Long Beach,2,2,3,0,0,1,2,0,3,3,"476,476"
,,Los Angeles,112,43,58,0,1,13,55,56,52,64,"4,007,905"
,,Malibu,2,0,0,0,0,0,1,0,0,1,"13,030"
,,Mammoth Lakes,1,0,0,0,0,0,0,1,0,0,"7,891"
,,Manteca,5,0,0,0,0,0,1,1,3,0,"77,104"
,,Merced,0,0,1,0,0,1,0,0,1,1,"83,106"
,,Modesto,6,4,1,0,0,0,2,4,2,3,"212,880"
,,Montclair,1,1,0,0,0,0,0,1,0,1,"39,085"
,,Monterey,1,0,0,0,0,0,0,0,0,1,"28,506"
,,Mountain View,0,1,0,0,0,0,1,0,0,0,"81,726"
,,Murrieta,0,0,0,0,1,0,0,0,0,1,"111,043"
,,Napa,0,0,1,0,0,0,0,0,0,1,"81,115"
,,National City,1,0,0,0,0,0,1,0,0,0,"61,550"
,,Newark,1,0,0,0,0,0,0,1,0,0,"45,893"
,,Norco,2,0,0,0,0,0,1,0,0,1,"26,132"
,,Norwalk,1,0,0,0,0,0,0,0,1,0,"107,453"
,,Novato,1,1,0,0,0,0,0,0,0,2,"56,263"
,,Oakland,3,3,3,0,0,0,3,2,2,2,"424,998"
,,Oceanside,2,2,3,0,0,0,1,3,1,2,"177,340"
,,Orange,1,0,0,0,0,0,0,1,0,0,"141,841"
,,Oxnard,4,1,1,0,0,0,2,1,1,2,"209,048"
,,Pacific Grove,1,0,0,0,0,0,0,1,0,0,"15,795"
,,Palmdale,6,2,0,0,0,0,5,0,2,1,"159,441"
,,Palm Springs,3,0,0,0,0,0,1,2,0,0,"47,909"
,,Palo Alto,3,1,0,0,0,0,1,2,1,0,"67,317"
,,Paradise,1,0,0,0,0,0,0,1,0,0,"26,532"
,,Parlier,0,0,1,0,0,0,0,1,0,0,"15,262"
,,Pasadena,1,1,0,0,0,0,1,0,1,0,"143,288"
,,Perris,0,1,0,0,0,0,0,0,0,1,"76,260"
,,Petaluma,1,0,0,0,0,0,1,0,0,0,"60,933"
,,Placentia,1,0,0,0,0,0,0,1,0,0,"52,800"
,,Pomona,2,1,2,0,0,0,2,1,2,0,"154,109"
,,Poway,0,0,1,0,0,0,0,0,0,1,"50,606"
,,Rancho Cucamonga,4,0,0,0,0,0,0,2,1,1,"177,089"
,,Rancho Palos Verdes,1,0,0,0,0,0,0,0,1,0,"42,947"
,,Redding,7,1,2,0,0,0,0,1,7,2,"91,918"
,,Redlands,4,0,2,0,0,0,1,2,3,0,"71,485"
,,Redwood City,2,0,2,0,0,0,0,0,1,3,"87,046"
,,Rialto,1,0,0,0,0,0,0,0,0,1,"103,893"
,,Richmond,4,0,0,0,0,0,0,1,1,2,"110,868"
,,Ridgecrest,1,0,0,0,0,0,0,1,0,0,"29,003"
,,Riverside,5,1,2,0,0,0,2,2,2,2,"325,896"
,,Roseville,7,4,0,0,0,0,0,1,4,6,"132,566"
,,Sacramento,2,0,4,0,0,0,4,1,1,0,"495,471"
,,Salinas,0,1,0,0,0,0,0,1,0,0,"158,729"
,,San Bernardino2,6,0,1,0,0,0,0,1,4,1,"217,303"
,,San Bruno,2,0,0,0,0,0,0,0,1,1,"43,613"
,,San Diego,16,7,12,0,0,0,7,10,6,12,"1,413,414"
,,San Fernando,0,1,1,0,0,0,1,0,0,1,"25,194"
,,San Francisco2,11,7,14,0,1,4,9,12,10,5,"871,155"
,,San Jose,10,7,2,0,0,0,5,1,4,9,"1,041,844"
,,San Leandro,15,3,3,1,0,0,4,5,5,8,"91,870"
,,San Luis Obispo,2,0,0,0,0,0,2,0,0,0,"47,774"
,,San Marcos,1,1,0,0,0,0,1,0,0,1,"94,840"
,,San Mateo,0,1,1,0,0,0,0,1,0,1,"104,802"
,,San Rafael,1,0,0,0,0,0,0,0,0,1,"59,435"
,,San Ramon,4,0,0,0,0,0,0,0,0,4,"76,901"
,,Santa Ana,2,3,1,0,0,0,3,2,0,1,"337,419"
,,Santa Clarita,6,4,0,0,0,0,3,1,2,4,"219,611"
