state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population
California,Cities,Grass Valley,0,1,0,0,"13,011"
California,Cities,Greenfield,1,0,0,0,"16,522"
California,Cities,Hawaiian Gardens,1,0,1,1,"14,422"
California,Cities,Hawthorne,0,0,1,1,"85,284"
California,Cities,Hayward,1,0,0,0,"145,881"
California,Cities,Healdsburg,0,0,1,0,"11,386"
California,Cities,Hemet,1,1,0,0,"79,582"
California,Cities,Hercules,0,0,1,0,"24,343"
California,Cities,Highland,0,0,1,0,"53,728"
California,Cities,Huntington Beach,3,5,1,3,"192,226"
California,Cities,Imperial Beach,1,0,0,0,"26,633"
California,Cities,Irvine,5,1,1,0,"214,872"
California,Cities,La Canada Flintridge,0,1,0,0,"20,484"
California,Cities,Laguna Beach,0,0,1,0,"22,990"
California,Cities,La Habra,0,0,1,1,"60,947"
California,Cities,Lake Elsinore,0,0,0,1,"52,430"
California,Cities,Lakewood,0,1,0,0,"80,989"
California,Cities,La Mesa,0,2,1,0,"57,736"
California,Cities,La Mirada,0,1,0,0,"49,097"
California,Cities,Lancaster,1,3,1,3,"158,474"
California,Cities,La Puente,0,0,0,1,"40,284"
California,Cities,La Quinta,0,0,0,1,"37,907"
California,Cities,La Verne,0,1,0,0,"31,428"
California,Cities,Lemon Grove,0,0,1,0,"25,618"
California,Cities,Lemoore,0,0,1,0,"24,819"
California,Cities,Livermore,2,0,0,0,"81,920"
California,Cities,Lodi,0,0,2,1,"62,864"
California,Cities,Long Beach,3,0,2,1,"467,691"
California,Cities,Los Angeles3,34,53,46,37,"3,837,207"
California,Cities,Los Gatos,0,0,1,0,"29,759"
California,Cities,Lynwood,0,0,1,0,"70,592"
California,Cities,Malibu,0,1,0,0,"12,794"
California,Cities,Manhattan Beach,0,0,2,0,"35,548"
California,Cities,Marysville,2,0,0,0,"12,214"
California,Cities,Menlo Park,1,0,0,0,"32,402"
California,Cities,Millbrae,0,0,1,1,"21,785"
California,Cities,Milpitas,0,1,0,0,"67,575"
California,Cities,Mission Viejo,0,0,2,2,"94,402"
California,Cities,Modesto,1,1,1,1,"203,530"
California,Cities,Montclair,0,1,0,0,"37,095"
California,Cities,Monterey,0,1,2,0,"28,137"
California,Cities,Moreno Valley,0,1,0,1,"195,638"
California,Cities,Mountain View,1,0,0,0,"74,937"
California,Cities,Murrieta,3,1,0,1,"104,682"
California,Cities,Napa,0,0,0,2,"77,819"
California,Cities,Newark,2,1,1,0,"43,073"
California,Cities,Newport Beach,0,3,2,0,"86,187"
California,Cities,Norco,0,1,0,0,"27,381"
California,Cities,Norwalk,2,0,2,0,"106,790"
California,Cities,Novato,0,3,0,0,"52,514"
California,Cities,Oakland,2,2,4,1,"395,317"
California,Cities,Oceanside,1,3,0,1,"169,050"
California,Cities,Ojai,0,1,0,0,"7,549"
California,Cities,Ontario,0,1,0,1,"165,851"
California,Cities,Orange,0,0,1,1,"138,020"
California,Cities,Oxnard,2,1,1,0,"200,225"
California,Cities,Pacifica,1,1,0,0,"37,672"
California,Cities,Palmdale,2,5,5,0,"154,546"
California,Cities,Palm Desert,0,0,0,1,"49,015"
California,Cities,Palm Springs,4,2,0,4,"45,076"
California,Cities,Palo Alto,2,2,0,0,"65,160"
California,Cities,Paramount,0,0,1,0,"54,734"
California,Cities,Parlier,0,1,0,0,"14,664"
California,Cities,Patterson,0,0,0,1,"20,653"
California,Cities,Perris,0,0,1,0,"69,190"
California,Cities,Petaluma,0,1,0,0,"58,622"
California,Cities,Pico Rivera,0,0,1,0,"63,682"
California,Cities,Pinole,0,,1,0,"18,606"
California,Cities,Pittsburg,0,0,1,0,"64,008"
California,Cities,Poway,0,1,0,2,"48,373"
California,Cities,Rancho Cordova,0,1,0,0,"65,538"
California,Cities,Rancho Palos Verdes,1,0,0,0,"42,133"
California,Cities,Redding,1,1,0,0,"90,917"
California,Cities,Redondo Beach,2,2,1,0,"67,533"
California,Cities,Rialto,2,0,0,1,"100,337"
California,Cities,Richmond,0,1,0,1,"104,920"
California,Cities,Riverside,5,4,10,6,"307,443"
California,Cities,Rohnert Park,1,1,0,0,"41,453"
California,Cities,Rolling Hills Estates,1,0,0,0,"8,162"
California,Cities,Sacramento,6,4,4,3,"471,972"
California,Cities,Salinas,0,1,0,1,"152,210"
California,Cities,San Bernardino,0,0,0,2,"212,392"
California,Cities,San Bruno,0,0,1,0,"41,597"
California,Cities,San Clemente,0,0,1,0,"64,269"
California,Cities,San Diego,14,10,10,8,"1,316,919"
California,Cities,San Dimas,0,1,0,0,"33,763"
California,Cities,San Francisco,9,14,14,9,"814,701"
California,Cities,San Gabriel,0,1,0,0,"40,185"
California,Cities,Sanger,0,0,1,0,"24,555"
California,Cities,San Jose,11,11,6,4,"957,062"
California,Cities,San Leandro,0,0,1,0,"85,949"
California,Cities,San Luis Obispo,2,1,0,0,"45,649"
California,Cities,San Marcos,1,0,2,0,"84,766"
California,Cities,San Mateo,0,0,1,1,"98,350"
California,Cities,San Pablo,0,0,0,1,"29,482"
California,Cities,San Rafael,2,1,0,0,"58,391"
California,Cities,Santa Ana3,4,4,1,3,"328,343"
California,Cities,Santa Barbara,1,0,2,0,"89,449"
California,Cities,Santa Clarita,4,1,1,2,"178,393"
California,Cities,Santa Cruz,2,3,6,4,"60,651"
California,Cities,Santa Monica,0,2,1,2,"90,791"
California,Cities,Santa Rosa,0,0,0,1,"169,788"
California,Cities,Santee,2,0,0,4,"54,041"
California,Cities,Saratoga,0,0,0,1,"30,278"
California,Cities,Scotts Valley,0,0,1,1,"11,716"
California,Cities,Selma,0,1,0,0,"23,492"
California,Cities,Simi Valley,1,0,1,1,"125,698"
California,Cities,Soledad,1,0,0,0,"26,041"
California,Cities,Sonora,1,0,0,1,"4,961"
California,Cities,South Gate,0,1,1,0,"95,506"
California,Cities,South Lake Tahoe,1,0,0,0,"21,655"
California,Cities,South San Francisco,0,0,0,1,"64,380"
California,Cities,Stanton,1,0,0,0,"38,635"
California,Cities,Stockton,1,0,2,0,"295,136"
California,Cities,Sunnyvale,0,0,0,1,"141,728"
California,Cities,Susanville,0,0,0,1,"18,158"
California,Cities,Tehachapi,1,0,1,0,"14,583"
California,Cities,Temple City,0,1,0,0,"35,976"
California,Cities,Thousand Oaks,2,0,3,1,"128,172"
California,Cities,Torrance,1,0,0,0,"147,148"
California,Cities,Tracy,1,0,1,0,"83,897"
California,Cities,Turlock,0,1,0,0,"69,355"
California,Cities,Tustin,0,2,0,0,"76,428"
California,Cities,Union City,0,0,3,0,"70,333"
California,Cities,Upland,1,0,1,0,"74,599"
California,Cities,Vallejo,1,1,0,0,"117,305"
California,Cities,Ventura,1,0,1,0,"107,684"
California,Cities,Victorville,1,1,1,0,"117,266"
California,Cities,Visalia,0,1,,0,"125,905"
California,Cities,Vista,2,2,2,0,"94,937"
California,Cities,Walnut Creek,3,6,2,4,"64,927"
California,Cities,Watsonville,0,1,0,0,"51,801"
California,Cities,West Covina,1,3,0,0,"107,345"
California,Cities,West Hollywood,5,1,2,3,"34,803"
California,Cities,Westlake Village,0,0,0,1,"8,367"
California,Cities,Westminster,1,,5,1,"90,756"
California,Cities,Whittier,0,0,1,0,"86,334"
California,Cities,Woodland,0,0,1,0,"56,120"
California,Cities,Yorba Linda,0,0,0,1,"64,989"
California,Universities and Colleges,@@DELETE ME@@,,,,,
California,Universities and Colleges,Allan Hancock College,0,1,0,0,"12,108"
California,Universities and Colleges,California State University:,,,,,
California,Universities and Colleges,Long Beach,1,0,0,0,"33,416"
California,Universities and Colleges,Los Angeles,0,1,0,0,"20,142"
California,Universities and Colleges,Northridge,1,2,0,1,"35,272"
California,Universities and Colleges,San Jose4,0,0,1,0,
California,Universities and Colleges,San Marcos,0,0,0,1,"9,722"
California,Universities and Colleges,Contra Costa Community College,1,0,0,0,"7,975"
California,Universities and Colleges,Foothill-De Anza College,1,0,0,0,"41,104"
California,Universities and Colleges,Humboldt State University,0,1,0,0,"7,903"
California,Universities and Colleges,Riverside Community College,0,0,0,1,"20,585"
California,Universities and Colleges,State Center Community College District,1,0,0,0,"38,821"
California,Universities and Colleges,University of California:,,,,,
California,Universities and Colleges,Davis,1,0,0,0,"31,392"
California,Universities and Colleges,Los Angeles,0,1,0,0,"38,157"
California,Universities and Colleges,Medical Center: Sacramento4,1,0,0,0,
California,Universities and Colleges,Riverside,1,0,0,0,"20,692"
California,Universities and Colleges,San Diego,1,0,0,1,"29,176"
California,Universities and Colleges,Santa Barbara,0,0,0,1,"22,218"
California,Universities and Colleges,Santa Cruz,5,4,0,0,"17,187"
California,Universities and Colleges,West Valley-Mission College,0,0,0,1,"22,783"
California,Metropolitan Counties,@@DELETE ME@@,,,,,
California,Metropolitan Counties,Alameda,,1,0,0,
California,Metropolitan Counties,Butte,1,0,1,0,
California,Metropolitan Counties,Contra Costa,2,1,1,0,
California,Metropolitan Counties,Kern,0,1,2,1,
California,Metropolitan Counties,Los Angeles,8,10,8,6,
California,Metropolitan Counties,Marin,1,0,0,0,
California,Metropolitan Counties,Merced,1,0,0,0,
California,Metropolitan Counties,Monterey,0,1,0,1,
California,Metropolitan Counties,Orange,0,1,0,0,
California,Metropolitan Counties,Placer,1,0,0,0,
California,Metropolitan Counties,Riverside,2,1,0,2,
California,Metropolitan Counties,Sacramento,2,2,3,3,
California,Metropolitan Counties,San Bernardino,0,1,1,0,
California,Metropolitan Counties,San Diego,6,5,8,6,
California,Metropolitan Counties,San Luis Obispo,0,1,0,0,
California,Metropolitan Counties,Santa Clara,0,0,1,0,
California,Metropolitan Counties,Santa Cruz,5,4,2,0,
California,Metropolitan Counties,Sonoma,1,0,0,0,
California,Metropolitan Counties,Sutter,0,0,0,1,
California,Metropolitan Counties,Ventura,0,2,2,0,
California,Metropolitan Counties,Yuba,0,1,0,0,
California,Nonmetropolitan Counties,@@DELETE ME@@,,,,,
California,Nonmetropolitan Counties,Amador,0,0,0,1,
California,Nonmetropolitan Counties,Humboldt,0,1,0,0,
California,Nonmetropolitan Counties,Lake,0,1,1,0,
California,Nonmetropolitan Counties,Mendocino,1,0,1,0,
California,Nonmetropolitan Counties,Tuolumne,0,1,0,0,
California,Other Agencies,@@DELETE ME@@,,,,,
California,Other Agencies,Los Angeles Transportation Services Bureau,1,2,2,,
California,Other Agencies,Port of San Diego Harbor,0,0,1,0,
California,Other Agencies,San Francisco Bay Area Rapid Transit:,,,,,
California,Other Agencies,Alameda County,0,0,3,0,
California,Other Agencies,Contra Costa County,0,0,1,0,
California,Other Agencies,Stockton Unified School District,0,0,1,0,
Colorado,Total,@@DELETE ME@@,,,,,
Colorado,Cities,@@DELETE ME@@,,,,,
Colorado,Cities,Alamosa,0,0,2,0,"8,933"
Colorado,Cities,Aspen3,0,2,0,1,"6,774"
Colorado,Cities,Aurora,1,0,2,1,"330,740"
Colorado,Cities,Basalt,0,0,1,0,"3,924"
Colorado,Cities,Boulder,0,1,1,0,"99,081"
Colorado,Cities,Breckenridge,1,0,0,1,"4,619"
Colorado,Cities,Broomfield,1,0,0,0,"56,862"
Colorado,Cities,Buena Vista,0,0,1,0,"2,663"
Colorado,Cities,Canon City,0,0,1,0,"16,686"
Colorado,Cities,Centennial,2,1,4,0,"102,125"
Colorado,Cities,Colorado Springs,4,4,1,1,"423,680"
Colorado,Cities,Craig,0,1,1,0,"9,629"
Colorado,Cities,Denver,3,8,13,1,"610,612"
Colorado,Cities,Durango,0,4,4,1,"17,181"
Colorado,Cities,Englewood,0,1,0,1,"30,782"
Colorado,Cities,Estes Park,0,1,0,0,"5,960"
Colorado,Cities,Fort Collins,0,2,1,3,"146,494"
Colorado,Cities,Fort Lupton,0,0,1,0,"7,505"
Colorado,Cities,Fort Morgan,0,1,0,0,"11,512"
Colorado,Cities,Frisco,1,0,0,0,"2,730"
Colorado,Cities,Glenwood Springs,0,0,1,0,"9,781"
Colorado,Cities,Golden,0,1,0,0,"19,196"
Colorado,Cities,Grand Junction,2,0,1,1,"59,586"
Colorado,Cities,Greeley,2,4,4,0,"94,507"
Colorado,Cities,Lafayette,,,1,,"24,879"
Colorado,Cities,La Junta,0,1,0,0,"7,200"
Colorado,Cities,Lakewood,0,0,3,0,"145,470"
Colorado,Cities,Littleton,0,8,0,1,"42,464"
Colorado,Cities,Lone Tree,5,2,1,0,"10,396"
Colorado,Cities,Longmont,0,2,1,0,"87,773"
Colorado,Cities,Loveland,,1,,,"68,024"
Colorado,Cities,Mancos,1,0,0,0,"1,359"
Colorado,Cities,Montrose,0,0,1,0,"19,465"
Colorado,Cities,Monument,2,0,0,0,"5,626"
Colorado,Cities,Northglenn,0,0,1,0,"36,412"
Colorado,Cities,Palmer Lake,0,0,0,1,"2,462"
Colorado,Cities,Parachute,0,0,1,0,"1,104"
Colorado,Cities,Parker,1,0,0,0,"46,086"
Colorado,Cities,Pueblo,2,2,4,0,"108,452"
Colorado,Cities,Steamboat Springs,1,1,0,5,"12,299"
Colorado,Cities,Sterling,0,0,0,1,"15,034"
Colorado,Cities,Thornton,0,1,0,1,"120,841"
Colorado,Cities,Wheat Ridge,0,0,1,0,"30,691"
Colorado,Universities and Colleges,@@DELETE ME@@,,,,,
Colorado,Universities and Colleges,Colorado State University: Fort Collins,1,0,0,0,"30,155"
Colorado,Universities and Colleges,Fort Lewis College,0,0,0,1,"3,853"
Colorado,Metropolitan Counties,@@DELETE ME@@,,,,,
Colorado,Metropolitan Counties,Adams3,0,1,2,1,
Colorado,Metropolitan Counties,Arapahoe,3,5,1,0,
Colorado,Metropolitan Counties,Douglas,2,0,0,1,
Colorado,Metropolitan Counties,Larimer,0,1,2,2,
Colorado,Metropolitan Counties,Mesa,0,3,0,0,
Colorado,Metropolitan Counties,Weld,0,0,0,1,
Colorado,Nonmetropolitan Counties,@@DELETE ME@@,,,,,
Colorado,Nonmetropolitan Counties,Huerfano,0,0,0,1,
Colorado,Nonmetropolitan Counties,Kit Carson,0,1,0,0,
Colorado,Nonmetropolitan Counties,Logan,0,1,0,0,
Colorado,Nonmetropolitan Counties,Moffat,0,1,0,0,
Colorado,Nonmetropolitan Counties,Otero,0,0,1,0,
Colorado,Nonmetropolitan Counties,Summit,0,2,1,0,
Connecticut,Total,@@DELETE ME@@,,,,,
Connecticut,Cities,@@DELETE ME@@,,,,,
Connecticut,Cities,Bloomfield,2,0,0,0,"20,524"
Connecticut,Cities,Bridgeport,2,1,1,2,"144,496"
Connecticut,Cities,Bristol,0,1,0,0,"60,589"
Connecticut,Cities,Clinton,0,2,1,0,"13,285"
Connecticut,Cities,Cromwell,1,0,0,1,"14,031"
Connecticut,Cities,Danbury,3,0,0,0,"81,043"
Connecticut,Cities,Darien,0,0,0,1,"20,770"
Connecticut,Cities,East Hampton,0,0,0,1,"12,983"
Connecticut,Cities,Enfield,0,0,1,0,"44,737"
Connecticut,Cities,Fairfield,0,0,0,1,"59,514"
Connecticut,Cities,Glastonbury,1,0,0,0,"34,491"
Connecticut,Cities,Groton Town,1,1,1,4,"29,262"
Connecticut,Cities,Guilford,0,0,0,1,"22,416"
Connecticut,Cities,Hartford,2,1,2,0,"125,006"
Connecticut,Cities,Madison,0,0,1,0,"18,303"
Connecticut,Cities,Manchester,7,7,8,6,"58,349"
Connecticut,Cities,Middletown,0,2,0,1,"47,736"
Connecticut,Cities,Milford,2,0,0,1,"52,857"
Connecticut,Cities,Naugatuck,0,0,2,2,"31,921"
Connecticut,Cities,New Britain,0,0,0,1,"73,341"
Connecticut,Cities,New Canaan,0,1,0,0,"19,775"
Connecticut,Cities,New Haven,1,4,1,1,"130,019"
Connecticut,Cities,Newington,0,1,4,2,"30,619"
Connecticut,Cities,New London,2,2,1,3,"27,671"
Connecticut,Cities,Norwalk,0,1,2,0,"85,761"
Connecticut,Cities,Norwich,0,2,2,0,"40,568"
Connecticut,Cities,Seymour,0,0,0,1,"16,571"
Connecticut,Cities,Shelton,0,0,0,1,"39,632"
Connecticut,Cities,Southington,1,1,0,0,"43,149"
Connecticut,Cities,Stratford,1,0,0,1,"51,479"
Connecticut,Cities,Torrington,0,0,1,0,"36,450"
Connecticut,Cities,Wallingford,0,0,2,0,"45,218"
Connecticut,Cities,Waterbury,2,2,0,0,"110,570"
Connecticut,Cities,West Hartford,0,0,1,1,"63,385"
Connecticut,Cities,Weston,0,1,0,0,"10,198"
Connecticut,Cities,Westport,2,0,0,1,"26,440"
Connecticut,Cities,Winchester,0,0,0,1,"11,263"
Connecticut,Cities,Windsor Locks,0,0,0,1,"12,521"
Connecticut,Universities and Colleges,@@DELETE ME@@,,,,,
Connecticut,Universities and Colleges,Southern Connecticut State University,0,0,1,2,"11,964"
Connecticut,Universities and Colleges,University of Connecticut: Storrs: Avery Point: and Hartford4,1,0,0,1,
Connecticut,Universities and Colleges,Western Connecticut State University,0,0,0,2,"6,582"
Connecticut,State Police Agencies,@@DELETE ME@@,,,,,
Connecticut,State Police Agencies,Connecticut State Police,1,5,1,0,
Delaware,Total,@@DELETE ME@@,,,,,
Delaware,Cities,@@DELETE ME@@,,,,,
Delaware,Cities,Camden,1,0,0,0,"3,499"
Delaware,Cities,Dover,0,1,0,1,"36,416"
Delaware,Cities,Newark,0,0,0,1,"31,776"
Delaware,Cities,Wilmington,0,2,1,0,"71,577"
Delaware,Metropolitan Counties,@@DELETE ME@@,,,,,
Delaware,Metropolitan Counties,New Castle County Police Department,1,1,1,1,
Delaware,State Police Agencies,@@DELETE ME@@,,,,,
Delaware,State Police Agencies,State Police:,,,,,
Delaware,State Police Agencies,Kent County,0,0,1,0,
Delaware,State Police Agencies,New Castle County,0,2,0,0,
Delaware,Other Agencies,@@DELETE ME@@,,,,,
Delaware,Other Agencies,River and Bay Authority,0,0,1,0,
District of Columbia,Total,@@DELETE ME@@,,,,,
District of Columbia,Cities,@@DELETE ME@@,,,,,
District of Columbia,Cities,Washington,16,19,18,26,"617,996"
District of Columbia,Other Agencies,@@DELETE ME@@,,,,,
District of Columbia,Other Agencies,Metro Transit Police,2,0,1,1,
Florida,Total,@@DELETE ME@@,,,,,
Florida,Cities,@@DELETE ME@@,,,,,
Florida,Cities,Boca Raton,0,2,0,0,"85,542"
Florida,Cities,Boynton Beach,0,0,2,0,"69,147"
Florida,Cities,Dania,0,0,1,0,"30,043"
Florida,Cities,Daytona Beach,0,0,2,0,"61,836"
Florida,Cities,Deland,1,0,1,0,"27,399"
Florida,Cities,Doral,1,0,0,0,"46,327"
Florida,Cities,Fort Walton Beach,0,0,0,1,"19,773"
