state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population
ALABAMA,Total,@@DELETE ME@@,,,,,
ALABAMA,Cities,@@DELETE ME@@,,,,,
ALABAMA,Cities,Decatur,0,0,1,2,"57,153"
ALABAMA,Cities,Hoover,0,1,0,1,"74,687"
ALABAMA,Cities,Jasper,0,1,0,0,"14,138"
ALABAMA,Cities,Lanett,0,0,0,1,"7,026"
ALABAMA,Cities,Madison,0,0,1,0,"41,426"
ALABAMA,Cities,Oneonta,0,1,0,0,"7,317"
ALABAMA,Cities,Riverside,0,0,0,1,"2,146"
ALABAMA,Cities,Slocomb,1,0,0,0,"2,065"
ALABAMA,Cities,Talladega,0,1,0,0,"16,826"
ALABAMA,Metropolitan Counties,@@DELETE ME@@,,,,,
ALABAMA,Metropolitan Counties,Blount,,1,0,0,
ALABAMA,Metropolitan Counties,Tuscaloosa,,4,1,,
ALABAMA,Nonmetropolitan Counties,@@DELETE ME@@,,,,,
ALABAMA,Nonmetropolitan Counties,Clarke,1,0,0,0,
ALASKA,Total,@@DELETE ME@@,,,,,
ALASKA,Cities,@@DELETE ME@@,,,,,
ALASKA,Cities,Anchorage,1,1,4,1,"290,334"
ARIZONA,Total,@@DELETE ME@@,,,,,
ARIZONA,Cities,@@DELETE ME@@,,,,,
ARIZONA,Cities,Apache Junction,1,2,2,0,"33,225"
ARIZONA,Cities,Avondale,1,0,0,0,"82,580"
ARIZONA,Cities,Flagstaff,0,0,0,1,"58,739"
ARIZONA,Cities,Glendale,0,4,3,6,"245,387"
ARIZONA,Cities,Kingman,0,2,0,0,"26,671"
ARIZONA,Cities,Lake Havasu City,1,0,0,0,"53,938"
ARIZONA,Cities,Mammoth,0,0,1,0,"2,618"
ARIZONA,Cities,Maricopa,1,0,0,0,"43,310"
ARIZONA,Cities,Mesa,2,1,2,2,"452,725"
ARIZONA,Cities,Peoria,0,1,0,1,"158,184"
ARIZONA,Cities,Phoenix,24,35,48,28,"1,544,427"
ARIZONA,Cities,Prescott,0,1,0,0,"41,428"
ARIZONA,Cities,Scottsdale,4,5,4,3,"230,496"
ARIZONA,Cities,Show Low,1,0,0,1,"11,965"
ARIZONA,Cities,Springerville,0,1,0,0,"1,943"
ARIZONA,Cities,Tempe,2,1,1,0,"173,004"
ARIZONA,Cities,Tucson,9,2,3,0,"527,107"
ARIZONA,Cities,Yuma,0,1,0,1,"88,291"
ARIZONA,Universities and Colleges,@@DELETE ME@@,,,,,
ARIZONA,Universities and Colleges,University of Arizona,1,1,0,3,"38,767"
ARIZONA,Metropolitan Counties,@@DELETE ME@@,,,,,
ARIZONA,Metropolitan Counties,Maricopa,1,1,1,5,
ARIZONA,Metropolitan Counties,Pima,1,4,3,3,
ARIZONA,Metropolitan Counties,Pinal,2,0,0,1,
ARKANSAS,Total,@@DELETE ME@@,,,,,
ARKANSAS,Cities,@@DELETE ME@@,,,,,
ARKANSAS,Cities,Benton,0,2,0,0,"30,692"
ARKANSAS,Cities,Bentonville,1,0,0,1,"39,161"
ARKANSAS,Cities,Bryant,0,1,0,0,"16,740"
ARKANSAS,Cities,Conway,0,0,0,2,"61,425"
ARKANSAS,Cities,Crossett,2,0,0,0,"5,349"
ARKANSAS,Cities,Elkins,0,1,0,0,"2,703"
ARKANSAS,Cities,Hot Springs,1,0,0,0,"40,081"
ARKANSAS,Cities,Jacksonville,0,0,1,3,"31,833"
ARKANSAS,Cities,Jonesboro,1,0,0,0,"67,382"
ARKANSAS,Cities,Marmaduke,0,1,0,0,"1,177"
ARKANSAS,Cities,Marvell,0,0,1,0,"1,065"
ARKANSAS,Cities,Morrilton,1,0,0,0,"6,571"
ARKANSAS,Cities,North Little Rock,0,1,1,0,"60,129"
ARKANSAS,Cities,Paragould,0,1,1,0,"25,350"
ARKANSAS,Cities,Pine Bluff,2,0,0,1,"49,971"
ARKANSAS,Cities,Rogers,1,2,4,2,"61,417"
ARKANSAS,Cities,Searcy,1,0,0,0,"23,791"
ARKANSAS,Cities,Sherwood,1,0,3,0,"29,370"
ARKANSAS,Cities,Siloam Springs,0,0,1,1,"15,337"
ARKANSAS,Cities,Springdale,0,0,4,0,"71,047"
ARKANSAS,Cities,Texarkana,1,1,0,0,"30,488"
ARKANSAS,Cities,Ward,0,0,1,0,"4,311"
ARKANSAS,Universities and Colleges,@@DELETE ME@@,,,,,
ARKANSAS,Universities and Colleges,University of Arkansas: Pine Bluff,1,0,0,0,"3,792"
ARKANSAS,Metropolitan Counties,@@DELETE ME@@,,,,,
ARKANSAS,Metropolitan Counties,Benton,0,2,0,0,
ARKANSAS,Metropolitan Counties,Garland,0,1,0,,
ARKANSAS,Metropolitan Counties,Lonoke,1,0,0,0,
ARKANSAS,Metropolitan Counties,Perry,0,0,1,0,
ARKANSAS,Metropolitan Counties,Pulaski,2,1,0,1,
ARKANSAS,Nonmetropolitan Counties,@@DELETE ME@@,,,,,
ARKANSAS,Nonmetropolitan Counties,Independence,0,1,1,1,
ARKANSAS,Nonmetropolitan Counties,White,1,0,0,0,
CALIFORNIA,Total,@@DELETE ME@@,,,,,
CALIFORNIA,Cities,@@DELETE ME@@,,,,,
CALIFORNIA,Cities,Agoura Hills,0,1,1,0,"22,318"
CALIFORNIA,Cities,Alameda,2,0,0,0,"71,016"
CALIFORNIA,Cities,Albany,1,0,1,2,"16,096"
CALIFORNIA,Cities,Aliso Viejo,0,0,0,1,"41,989"
CALIFORNIA,Cities,Anaheim,1,0,0,0,"338,492"
CALIFORNIA,Cities,Antioch,2,1,2,0,"102,125"
CALIFORNIA,Cities,Apple Valley,0,2,0,0,"71,834"
CALIFORNIA,Cities,Arcata,1,1,0,1,"17,172"
CALIFORNIA,Cities,Azusa,0,3,1,0,"46,824"
CALIFORNIA,Cities,Bakersfield,0,0,2,2,"333,458"
CALIFORNIA,Cities,Baldwin Park,0,0,0,1,"77,127"
CALIFORNIA,Cities,Belmont,0,0,1,0,"24,881"
CALIFORNIA,Cities,Berkeley,1,0,0,0,"102,700"
CALIFORNIA,Cities,Beverly Hills,0,2,0,1,"34,329"
CALIFORNIA,Cities,Bishop,1,0,0,0,"3,412"
CALIFORNIA,Cities,Brentwood,0,0,2,0,"53,312"
CALIFORNIA,Cities,Buena Park,1,0,0,0,"79,929"
CALIFORNIA,Cities,Burbank,2,1,2,0,"103,304"
CALIFORNIA,Cities,Calabasas,1,1,0,0,"22,223"
CALIFORNIA,Cities,Camarillo,0,1,0,0,"64,577"
CALIFORNIA,Cities,Campbell,0,0,0,1,"38,854"
CALIFORNIA,Cities,Carlsbad,0,1,0,0,"100,461"
CALIFORNIA,Cities,Carmel,1,0,0,0,"3,882"
CALIFORNIA,Cities,Carson,1,0,0,0,"92,409"
CALIFORNIA,Cities,Cathedral City,0,2,0,0,"53,449"
CALIFORNIA,Cities,Cerritos,1,0,0,1,"51,025"
CALIFORNIA,Cities,Chico,1,3,2,1,"85,630"
CALIFORNIA,Cities,Chino,1,0,0,0,"84,170"
CALIFORNIA,Cities,Chula Vista,0,2,0,1,"229,060"
CALIFORNIA,Cities,Citrus Heights,0,0,0,1,"84,476"
CALIFORNIA,Cities,City of Angels,0,0,0,1,"3,774"
CALIFORNIA,Cities,Clearlake,0,1,0,1,"15,352"
CALIFORNIA,Cities,Clovis,0,0,5,1,"95,901"
CALIFORNIA,Cities,Commerce,0,0,2,0,"13,466"
CALIFORNIA,Cities,Compton,1,1,1,0,"93,916"
CALIFORNIA,Cities,Concord,0,2,2,1,"122,119"
CALIFORNIA,Cities,Corona,1,0,1,0,"153,311"
CALIFORNIA,Cities,Coronado,0,0,0,1,"22,033"
CALIFORNIA,Cities,Costa Mesa,2,1,2,0,"110,424"
CALIFORNIA,Cities,Covina,0,1,0,0,"46,728"
CALIFORNIA,Cities,Cypress,0,1,1,0,"47,320"
CALIFORNIA,Cities,Davis,2,2,4,3,"63,292"
CALIFORNIA,Cities,Delano,0,0,1,0,"54,298"
CALIFORNIA,Cities,Del Mar,0,0,0,1,"4,554"
CALIFORNIA,Cities,Downey,0,2,0,0,"106,992"
CALIFORNIA,Cities,Duarte,0,0,1,0,"21,789"
CALIFORNIA,Cities,Dublin,1,0,0,0,"46,209"
CALIFORNIA,Cities,East Palo Alto,0,1,0,0,"34,294"
CALIFORNIA,Cities,El Cajon,0,1,0,0,"94,311"
CALIFORNIA,Cities,El Cerrito,1,1,0,0,"22,263"
CALIFORNIA,Cities,El Monte,1,1,1,1,"121,884"
CALIFORNIA,Cities,Emeryville,1,0,0,0,"10,207"
CALIFORNIA,Cities,Encinitas,3,3,1,0,"61,898"
CALIFORNIA,Cities,Escalon,0,0,1,0,"7,463"
CALIFORNIA,Cities,Escondido,2,1,3,2,"140,662"
CALIFORNIA,Cities,Eureka,0,0,1,0,"25,143"
CALIFORNIA,Cities,Fontana,1,0,0,0,"192,595"
CALIFORNIA,Cities,Fort Bragg,0,1,0,2,"6,550"
CALIFORNIA,Cities,Foster City,0,0,0,1,"29,283"
CALIFORNIA,Cities,Fountain Valley,2,0,0,0,"55,879"
CALIFORNIA,Cities,Fremont,0,0,2,0,"205,477"
CALIFORNIA,Cities,Fresno,3,2,1,0,"484,734"
CALIFORNIA,Cities,Galt,1,0,0,0,"24,517"
CALIFORNIA,Cities,Garden Grove,0,2,1,0,"166,287"
