state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population
Alabama,Cities,Birmingham,1,1,1,2,"212,291"
Alabama,Cities,Hoover,0,3,1,0,"85,163"
Alabama,Cities,Prattville,0,1,,0,"35,637"
Alaska,Cities,Anchorage,1,1,2,1,"301,239"
Alaska,Cities,Kotzebue,0,1,0,0,"3,304"
Alaska,Cities,North Pole,0,1,0,0,"2,190"
Alaska,Cities,Soldotna,0,0,0,1,"4,512"
Arizona,Cities,Apache Junction,1,1,0,0,"38,519"
Arizona,Cities,Avondale,0,0,0,2,"80,533"
Arizona,Cities,Chandler,0,0,1,0,"258,875"
Arizona,Cities,El Mirage,0,1,0,0,"33,985"
Arizona,Cities,Gilbert,2,1,1,0,"247,324"
Arizona,Cities,Glendale,2,2,2,2,"240,374"
Arizona,Cities,Holbrook,0,1,0,0,"5,007"
Arizona,Cities,Mesa,1,0,1,2,"471,034"
Arizona,Cities,Nogales,0,0,0,1,"20,312"
Arizona,Cities,Phoenix,76,77,44,34,"1,559,744"
Arizona,Cities,Prescott,1,,0,0,"41,393"
Arizona,Cities,Scottsdale,2,0,1,0,"233,872"
Arizona,Cities,Tucson,2,0,1,1,"529,675"
Arizona,Cities,Williams,0,1,,,"3,110"
Arizona,Cities,Yuma,0,2,1,1,"93,923"
Arkansas,Cities,Bryant,1,0,0,0,"20,404"
Arkansas,Cities,Fort Smith,1,0,0,1,"87,603"
California,Cities,Alameda,1,0,1,0,"78,613"
California,Cities,Alhambra,0,0,1,0,"86,175"
California,Cities,Antioch,2,1,2,3,"110,537"
California,Cities,Azusa,0,2,1,0,"49,431"
California,Cities,Bakersfield,3,0,0,1,"373,887"
California,Cities,Banning,0,1,1,0,"31,030"
California,Cities,Bellflower,0,1,0,1,"78,635"
California,Cities,Bell Gardens,0,1,0,1,"43,411"
California,Cities,Berkeley,0,1,0,3,"120,387"
California,Cities,Beverly Hills,0,2,0,0,"35,054"
California,Cities,Brisbane,0,1,0,1,"4,696"
California,Cities,Buena Park,0,0,0,1,"83,684"
California,Cities,Burbank,0,1,0,0,"105,865"
California,Cities,Calabasas,0,0,1,0,"24,505"
California,Cities,Camarillo,0,1,0,0,"67,325"
California,Cities,Carmel,0,0,1,0,"3,913"
California,Cities,Carson,1,1,1,0,"93,677"
California,Cities,Chino Hills,0,0,0,1,"77,515"
California,Cities,Chula Vista,0,1,1,1,"265,215"
California,Cities,Citrus Heights,0,0,0,2,"86,853"
California,Cities,Claremont,0,2,0,2,"36,331"
California,Cities,Clearlake,2,0,3,2,"15,044"
California,Cities,Clovis,0,0,1,1,"103,769"
California,Cities,Coachella,0,0,0,1,"44,953"
California,Cities,Colton,0,1,0,0,"54,503"
California,Cities,Commerce,0,0,1,0,"13,137"
California,Cities,Compton,0,1,1,0,"99,125"
California,Cities,Concord,2,0,0,3,"128,767"
California,Cities,Covina,1,0,0,0,"49,300"
California,Cities,Cypress,1,1,0,0,"49,560"
California,Cities,Daly City,1,0,1,0,"107,320"
California,Cities,Davis,5,0,1,0,"67,034"
California,Cities,Diamond Bar,1,0,1,0,"57,085"
California,Cities,East Palo Alto,0,0,1,1,"29,864"
California,Cities,El Cajon,1,0,0,0,"103,942"
California,Cities,El Cerrito,0,1,1,0,"24,842"
California,Cities,Elk Grove,1,0,1,0,"166,183"
California,Cities,El Monte,2,0,0,1,"117,376"
California,Cities,El Segundo,0,0,1,0,"17,164"
California,Cities,Escondido,2,1,1,2,"151,732"
California,Cities,Eureka,1,0,1,0,"26,858"
California,Cities,Fairfield,0,0,1,0,"112,582"
California,Cities,Firebaugh,1,0,0,0,"8,484"
California,Cities,Folsom,0,0,1,1,"76,183"
California,Cities,Fort Bragg,0,0,1,0,"7,310"
California,Cities,Foster City,0,0,1,0,"33,313"
California,Cities,Fremont,2,1,0,0,"232,427"
California,Cities,Fresno,3,1,5,1,"520,837"
California,Cities,Fullerton,1,0,0,1,"140,771"
California,Cities,Galt,2,0,0,0,"25,106"
California,Cities,Garden Grove,2,0,0,0,"176,041"
California,Cities,Glendale,0,0,2,0,"202,298"
California,Cities,Glendora,0,0,1,0,"51,753"
California,Cities,Goleta,1,0,0,0,"31,011"
California,Cities,Greenfield,0,0,1,0,"17,061"
California,Cities,Gridley,0,0,0,1,"6,580"
California,Cities,Hanford,0,1,0,2,"55,299"
California,Cities,Hawaiian Gardens,1,0,0,1,"14,629"
California,Cities,Hawthorne,1,0,2,1,"88,410"
California,Cities,Hayward,0,1,3,0,"157,157"
California,Cities,Hemet,1,0,0,1,"84,030"
California,Cities,Hermosa Beach,1,0,0,0,"19,986"
California,Cities,Hesperia,1,0,0,1,"93,348"
California,Cities,Hollister,0,0,0,1,"37,604"
California,Cities,Huntington Beach,0,1,1,2,"203,233"
California,Cities,Huntington Park,3,0,1,0,"59,668"
California,Cities,Imperial,0,1,0,0,"17,338"
California,Cities,Imperial Beach,0,1,0,0,"27,341"
California,Cities,Indio,0,0,1,0,"87,195"
California,Cities,Industry,0,1,0,0,206
California,Cities,Irvine,0,1,1,1,"258,198"
California,Cities,Jurupa Valley,0,0,1,0,"99,706"
California,Cities,Kerman,0,0,1,0,"14,595"
California,Cities,Laguna Beach,0,0,2,0,"23,485"
California,Cities,Lake Elsinore,1,0,0,0,"61,871"
California,Cities,Lake Forest,0,0,1,3,"80,798"
California,Cities,Lakewood,0,0,0,2,"82,047"
California,Cities,La Mirada,1,0,0,1,"49,685"
California,Cities,Lancaster,0,2,2,3,"162,095"
California,Cities,Lawndale,1,0,0,0,"33,605"
California,Cities,Lemoore,0,0,0,1,"25,348"
California,Cities,Livermore,3,1,1,0,"88,316"
California,Cities,Lodi,0,1,0,1,"64,369"
California,Cities,Lomita,0,0,1,0,"20,893"
California,Cities,Long Beach,3,3,4,2,"476,318"
California,Cities,Los Alamitos,1,0,0,0,"11,789"
California,Cities,Los Angeles,45,53,41,53,"3,962,726"
California,Cities,Los Gatos,0,0,1,0,"31,044"
California,Cities,Malibu,0,0,1,0,"13,033"
California,Cities,Manhattan Beach,0,0,0,1,"36,065"
California,Cities,Manteca,1,0,1,0,"75,019"
California,Cities,Marina,1,0,0,0,"21,094"
California,Cities,Marysville,1,0,0,0,"12,264"
