state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population,,,,
Kansas,Cities,Goddard,0,0,0,0,"4,572",,,,
Kansas,Cities,Goessel,0,0,0,0,518,,,,
Kansas,Cities,Goodland,0,0,,,"4,584",,,,
Kansas,Cities,Grandview Plaza,0,0,0,0,"1,809",,,,
Kansas,Cities,Great Bend,0,0,0,0,"15,896",,,,
Kansas,Cities,Halstead,0,0,0,0,"2,093",,,,
Kansas,Cities,Haven,0,0,0,0,"1,230",,,,
Kansas,Cities,Havensville,0,0,0,0,140,,,,
Kansas,Cities,Haysville,0,0,0,0,"10,988",,,,
Kansas,Cities,Herington,0,0,0,0,"2,481",,,,
Kansas,Cities,Hesston,0,0,0,0,"3,749",,,,
Kansas,Cities,Hiawatha,0,0,0,0,"3,120",,,,
Kansas,Cities,Highland,0,0,0,0,"1,009",,,,
Kansas,Cities,Hill City,0,0,0,0,"1,456",,,,
Kansas,Cities,Hillsboro,0,0,0,0,"2,904",,,,
Kansas,Cities,Hoisington,0,0,0,0,"2,686",,,,
Kansas,Cities,Holcomb,0,0,0,0,"2,124",,,,
Kansas,Cities,Holton,0,0,0,0,"3,292",,,,
Kansas,Cities,Holyrood,0,0,0,0,445,,,,
Kansas,Cities,Horton,0,0,0,0,"1,743",,,,
Kansas,Cities,Hoxie,,,,0,"1,189",,,,
Kansas,Cities,Hugoton,0,0,0,0,"3,931",,,,
Kansas,Cities,Humboldt,0,0,0,0,"1,958",,,,
Kansas,Cities,Independence,0,,,,"9,165",,,,
Kansas,Cities,Inman,0,0,0,0,"1,392",,,,
Kansas,Cities,Junction City,0,0,0,0,"26,491",,,,
Kansas,Cities,Kanopolis,0,0,0,0,490,,,,
Kansas,Cities,Kansas City,0,,,,"147,618",,,,
Kansas,Cities,Kechi,0,,0,0,"1,973",,,,
Kansas,Cities,Kingman,0,0,0,0,"3,169",,,,
Kansas,Cities,Kiowa,0,0,0,0,"1,023",,,,
Kansas,Cities,La Cygne,,0,0,0,"1,109",,,,
Kansas,Cities,Lake Quivira,0,0,0,0,935,,,,
Kansas,Cities,Leawood,0,0,0,0,"32,748",,,,
Kansas,Cities,Lebo,0,0,0,0,927,,,,
Kansas,Cities,Leon,0,0,,,696,,,,
Kansas,Cities,Le Roy,0,0,0,0,553,,,,
Kansas,Cities,Liberal,0,0,0,0,"21,261",,,,
Kansas,Cities,Lindsborg,0,0,0,0,"3,468",,,,
Kansas,Cities,Linn Valley,0,0,0,0,792,,,,
Kansas,Cities,Little River,0,0,0,0,543,,,,
Kansas,Cities,Lyndon,0,0,,,"1,035",,,,
Kansas,Cities,Lyons,0,0,,,"3,729",,,,
Kansas,Cities,Macksville,0,0,0,0,546,,,,
Kansas,Cities,Maize,0,0,0,0,"3,787",,,,
Kansas,Cities,Maple Hill,0,0,0,0,619,,,,
Kansas,Cities,Marion,0,0,0,0,"1,862",,,,
Kansas,Cities,Marquette,0,0,0,0,641,,,,
Kansas,Cities,Marysville,0,0,0,0,"3,296",,,,
Kansas,Cities,McLouth,0,0,0,0,860,,,,
Kansas,Cities,Meade,0,0,0,0,"1,627",,,,
Kansas,Cities,Medicine Lodge,0,0,0,0,"2,008",,,,
Kansas,Cities,Meriden,0,0,,,797,,,,
Kansas,Cities,Merriam,0,0,0,0,"11,228",,,,
Kansas,Cities,Minneapolis,0,0,0,0,"2,019",,,,
Kansas,Cities,Mission Hills,0,0,0,0,"3,584",,,,
Kansas,Cities,Moran,0,0,0,0,548,,,,
Kansas,Cities,Moundridge,0,0,,,"1,741",,,,
Kansas,Cities,Mount Hope,0,0,0,0,818,,,,
Kansas,Cities,Mulberry,0,0,0,0,519,,,,
Kansas,Cities,Neodesha,0,0,0,0,"2,378",,,,
Kansas,Cities,Newton,0,0,0,0,"19,196",,,,
Kansas,Cities,Nickerson,,,,0,"1,062",,,,
Kansas,Cities,North Newton,0,0,0,0,"1,784",,,,
Kansas,Cities,Norton,0,0,0,0,"2,863",,,,
Kansas,Cities,Nortonville,0,0,0,0,621,,,,
Kansas,Cities,Oakley,0,0,0,0,"2,063",,,,
Kansas,Cities,Oberlin,0,0,0,0,"1,716",,,,
Kansas,Cities,Olathe,0,0,0,0,"131,342",,,,
Kansas,Cities,Onaga,0,0,0,0,708,,,,
Kansas,Cities,Osage City,0,0,0,0,"2,890",,,,
Kansas,Cities,Osawatomie,0,0,0,0,"4,368",,,,
Kansas,Cities,Oskaloosa,0,0,0,0,"1,090",,,,
Kansas,Cities,Oswego,0,0,0,0,"1,796",,,,
Kansas,Cities,Ottawa,0,0,0,0,"12,546",,,,
Kansas,Cities,Overbrook,0,0,,0,"1,039",,,,
Kansas,Cities,Oxford,0,0,0,,"1,020",,,,
Kansas,Cities,Paola,0,0,0,0,"5,529",,,,
Kansas,Cities,Park City,0,0,0,0,"7,475",,,,
Kansas,Cities,Peabody,0,0,0,0,"1,162",,,,
Kansas,Cities,Perry,0,0,0,0,908,,,,
Kansas,Cities,Plainville,0,0,0,0,"1,920",,,,
Kansas,Cities,Pleasanton,0,0,0,0,"1,170",,,,
Kansas,Cities,Prairie Village,0,0,0,0,"21,870",,,,
Kansas,Cities,Quinter,0,,,0,930,,,,
Kansas,Cities,Roeland Park,0,,,,"6,843",,,,
Kansas,Cities,Rose Hill,0,0,0,0,"3,931",,,,
Kansas,Cities,Rossville,0,0,0,0,"1,149",,,,
Kansas,Cities,Russell,0,0,0,0,"4,471",,,,
Kansas,Cities,Sabetha,0,0,0,0,"2,557",,,,
Kansas,Cities,Salina,0,0,0,0,"48,120",,,,
Kansas,Cities,Scammon,,0,0,0,470,,,,
Kansas,Cities,Scott City,0,0,0,0,"3,814",,,,
Kansas,Cities,Scranton,0,0,0,0,701,,,,
Kansas,Cities,Sedan,0,0,0,0,"1,084",,,,
Kansas,Cities,Sedgwick,0,0,0,0,"1,702",,,,
Kansas,Cities,Seneca,0,0,0,0,"1,990",,,,
Kansas,Cities,Shawnee,0,0,0,0,"64,060",,,,
Kansas,Cities,Smith Center,,,0,0,"1,622",,,,
Kansas,Cities,South Hutchinson,0,0,0,0,"2,498",,,,
Kansas,Cities,Spearville,0,0,0,0,810,,,,
Kansas,Cities,Spring Hill,0,0,0,0,"5,665",,,,
Kansas,Cities,Stafford,0,0,0,0,"1,015",,,,
Kansas,Cities,Sterling,0,0,0,0,"2,283",,,,
Kansas,Cities,St. Francis,0,0,,0,"1,297",,,,
Kansas,Cities,St. John,0,0,0,0,"1,257",,,,
Kansas,Cities,St. Marys,0,0,0,0,"2,664",,,,
Kansas,Cities,Stockton,0,0,0,0,"1,343",,,,
Kansas,Cities,Tonganoxie,0,0,0,0,"5,138",,,,
Kansas,Cities,Topeka,0,0,,,"128,009",,,,
Kansas,Cities,Troy,0,0,0,0,989,,,,
Kansas,Cities,Udall,0,0,0,0,748,,,,
Kansas,Cities,Ulysses,0,0,0,0,"6,262",,,,
Kansas,Cities,Valley Center,0,0,0,0,"7,009",,,,
Kansas,Cities,Victoria,0,0,0,0,"1,237",,,,
Kansas,Cities,Wa Keeney,0,0,0,0,"1,852",,,,
Kansas,Cities,Wakefield,0,0,0,0,989,,,,
Kansas,Cities,Walton,0,0,0,0,239,,,,
Kansas,Cities,Wamego,0,0,0,0,"4,514",,,,
Kansas,Cities,Wathena,0,0,0,0,"1,348",,,,
Kansas,Cities,Waterville,0,0,0,0,664,,,,
Kansas,Cities,Waverly,0,0,0,0,574,,,,
Kansas,Cities,Wellington,0,0,0,0,"7,945",,,,
Kansas,Cities,Wellsville,0,0,0,0,"1,840",,,,
Kansas,Cities,Westwood,0,0,0,0,"2,071",,,,
Kansas,Cities,Wilson,0,0,0,0,780,,,,
Kansas,Cities,Winchester,0,0,0,0,543,,,,
Kansas,Cities,Winfield,0,0,0,0,"12,372",,,,
Kansas,Cities,Yates Center,0,0,0,0,"1,400",,,,
Kentucky,Cities,Adairville,0,0,0,0,840,,,,
Kentucky,Cities,Albany,0,0,0,0,"2,032",,,,
Kentucky,Cities,Alexandria,0,0,0,0,"8,683",,,,
Kentucky,Cities,Anchorage,0,0,0,0,"2,391",,,,
Kentucky,Cities,Auburn,0,0,0,0,"1,330",,,,
Kentucky,Cities,Audubon Park,0,0,0,0,"1,496",,,,
Kentucky,Cities,Augusta,0,0,0,0,"1,189",,,,
Kentucky,Cities,Barbourville,0,0,0,0,"3,139",,,,
Kentucky,Cities,Bardstown,0,0,0,0,"12,916",,,,
Kentucky,Cities,Bardwell,0,0,0,0,711,,,,
Kentucky,Cities,Beattyville,0,0,0,0,"1,269",,,,
Kentucky,Cities,Beaver Dam,0,0,0,0,"3,527",,,,
Kentucky,Cities,Benham,0,0,0,0,484,,,,
Kentucky,Cities,Benton,0,0,0,0,"4,407",,,,
Kentucky,Cities,Bloomfield,0,0,0,0,858,,,,
Kentucky,Cities,Brandenburg,0,0,0,0,"2,867",,,,
Kentucky,Cities,Brownsville,0,0,0,0,829,,,,
Kentucky,Cities,Burnside,0,0,0,0,828,,,,
Kentucky,Cities,Calvert City,0,0,0,0,"2,540",,,,
Kentucky,Cities,Campbellsville,0,0,0,0,"10,804",,,,
Kentucky,Cities,Catlettsburg,0,0,0,0,"1,829",,,,
Kentucky,Cities,Cave City,0,0,0,0,"2,283",,,,
Kentucky,Cities,Central City,0,0,0,0,"5,891",,,,
Kentucky,Cities,Clarkson,0,0,0,0,886,,,,
Kentucky,Cities,Clay,0,0,0,0,"1,180",,,,
Kentucky,Cities,Clay City,0,0,0,0,"1,062",,,,
Kentucky,Cities,Clinton,0,0,0,0,"1,342",,,,
Kentucky,Cities,Cloverport,0,0,0,0,"1,159",,,,
Kentucky,Cities,Coal Run Village,0,0,0,0,"1,678",,,,
Kentucky,Cities,Cold Spring,0,0,0,0,"6,194",,,,
Kentucky,Cities,Columbia,0,0,0,0,"4,490",,,,
Kentucky,Cities,Cumberland,0,0,0,0,"2,151",,,,
Kentucky,Cities,Dawson Springs,0,0,0,0,"2,753",,,,
Kentucky,Cities,Dayton,0,0,0,0,"5,368",,,,
Kentucky,Cities,Dry Ridge,0,0,0,0,"2,172",,,,
Kentucky,Cities,Earlington,0,0,0,0,"1,407",,,,
Kentucky,Cities,Eddyville,0,0,0,0,"2,578",,,,
Kentucky,Cities,Edgewood,0,0,0,0,"8,679",,,,
Kentucky,Cities,Edmonton,0,0,0,0,"1,569",,,,
Kentucky,Cities,Eminence,0,0,0,0,"2,478",,,,
Kentucky,Cities,Erlanger,0,0,0,0,"18,432",,,,
Kentucky,Cities,Evarts,0,0,0,0,939,,,,
Kentucky,Cities,Falmouth,0,0,0,0,"2,137",,,,
Kentucky,Cities,Ferguson,0,0,0,0,948,,,,
Kentucky,Cities,Fleming-Neon,,0,,0,746,,,,
Kentucky,Cities,Flemingsburg,0,0,0,0,"2,702",,,,
Kentucky,Cities,Fort Mitchell,0,0,0,0,"8,240",,,,
Kentucky,Cities,Fort Thomas,0,0,0,0,"16,227",,,,
Kentucky,Cities,Fort Wright,0,0,0,0,"5,703",,,,
Kentucky,Cities,Franklin,0,0,0,0,"8,581",,,,
Kentucky,Cities,Fulton,0,0,0,0,"2,310",,,,
Kentucky,Cities,Gamaliel,0,0,0,0,369,,,,
Kentucky,Cities,Glasgow,0,0,0,0,"14,117",,,,
Kentucky,Cities,Graymoor-Devondale,0,0,0,0,"2,914",,,,
Kentucky,Cities,Grayson,0,0,0,0,"4,082",,,,
Kentucky,Cities,Greensburg,0,0,0,0,"2,180",,,,
Kentucky,Cities,Greenup,0,0,0,0,"1,176",,,,
Kentucky,Cities,Greenville,0,0,0,0,"4,415",,,,
Kentucky,Cities,Guthrie,0,0,0,0,"1,442",,,,
Kentucky,Cities,Hardinsburg,0,0,0,0,"2,343",,,,
Kentucky,Cities,Harlan,0,0,0,0,"1,677",,,,
Kentucky,Cities,Hartford,0,0,0,0,"2,712",,,,
Kentucky,Cities,Hawesville,0,0,0,0,"1,000",,,,
Kentucky,Cities,Heritage Creek,0,0,0,0,"1,099",,,,
Kentucky,Cities,Highland Heights,0,0,0,0,"6,938",,,,
Kentucky,Cities,Hodgenville,0,0,0,0,"3,228",,,,
Kentucky,Cities,Hurstbourne Acres,0,0,0,0,"1,847",,,,
Kentucky,Cities,Independence,0,0,0,0,"25,937",,,,
Kentucky,Cities,Indian Hills,0,0,0,0,"2,918",,,,
Kentucky,Cities,Inez,0,0,0,0,702,,,,
Kentucky,Cities,Irvine,0,0,0,0,"2,431",,,,
Kentucky,Cities,Irvington,0,0,0,0,"1,193",,,,
Kentucky,Cities,Jackson,0,0,0,0,"2,168",,,,
Kentucky,Cities,Jamestown,0,0,0,0,"1,790",,,,
Kentucky,Cities,Jeffersontown,0,0,0,0,"27,017",,,,
Kentucky,Cities,Jenkins,0,0,0,0,"2,131",,,,
Kentucky,Cities,La Center,,0,,,"1,022",,,,
Kentucky,Cities,La Grange,0,0,0,0,"8,277",,,,
Kentucky,Cities,Lakeside Park-Crestview Hills,0,0,0,0,"5,881",,,,
Kentucky,Cities,Lancaster,0,0,0,0,"3,429",,,,
Kentucky,Cities,Lawrenceburg,0,0,0,0,"11,080",,,,
Kentucky,Cities,Lebanon,0,0,0,0,"5,649",,,,
Kentucky,Cities,Lebanon Junction,0,0,0,0,"1,861",,,,
Kentucky,Cities,Lewisburg,0,0,0,0,801,,,,
Kentucky,Cities,Lewisport,0,0,0,0,"1,701",,,,
Kentucky,Cities,Liberty,0,0,0,0,"2,196",,,,
Kentucky,Cities,London,0,0,0,0,"6,067",,,,
Kentucky,Cities,Louisa,0,0,0,0,"2,465",,,,
Kentucky,Cities,Loyall,0,0,0,0,664,,,,
Kentucky,Cities,Lynnview,0,0,0,0,928,,,,
Kentucky,Cities,Manchester,0,0,0,0,"1,425",,,,
Kentucky,Cities,Marion,0,0,0,0,"3,021",,,,
Kentucky,Cities,Martin,0,0,0,0,620,,,,
Kentucky,Cities,Mayfield,0,0,0,0,"10,141",,,,
Kentucky,Cities,Maysville,0,0,0,0,"9,024",,,,
Kentucky,Cities,McKee,0,0,0,0,784,,,,
Kentucky,Cities,Meadow Vale,0,0,0,0,748,,,,
Kentucky,Cities,Middlesboro,0,0,0,0,"9,953",,,,
Kentucky,Cities,Monticello,0,0,0,0,"6,189",,,,
Kentucky,Cities,Morganfield,0,0,0,0,"3,242",,,,
Kentucky,Cities,Morgantown,0,0,0,0,"2,469",,,,
Kentucky,Cities,Mortons Gap,0,0,0,0,859,,,,
Kentucky,Cities,Mount Sterling,0,0,0,0,"7,023",,,,
Kentucky,Cities,Mount Vernon,0,0,0,0,"2,469",,,,
Kentucky,Cities,Muldraugh,0,0,0,0,"1,092",,,,
Kentucky,Cities,Munfordville,0,0,0,0,"1,635",,,,
Kentucky,Cities,New Haven,0,0,0,0,875,,,,
Kentucky,Cities,Nicholasville,0,0,0,0,"28,497",,,,
Kentucky,Cities,Northfield,0,0,0,0,"1,040",,,,
Kentucky,Cities,Olive Hill,0,0,0,0,"1,574",,,,
Kentucky,Cities,Owenton,0,0,0,0,"1,540",,,,
Kentucky,Cities,Owingsville,0,0,0,0,"1,553",,,,
Kentucky,Cities,Paintsville,0,0,0,0,"4,123",,,,
Kentucky,Cities,Park Hills,0,0,0,0,"2,993",,,,
Kentucky,Cities,Pembroke,0,0,0,0,903,,,,
Kentucky,Cities,Perryville,0,0,0,0,756,,,,
Kentucky,Cities,Pewee Valley,0,0,0,0,"1,486",,,,
Kentucky,Cities,Pikeville,0,0,0,0,"6,870",,,,
Kentucky,Cities,Pineville,0,0,0,0,"1,834",,,,
Kentucky,Cities,Pioneer Village,0,0,0,0,496,,,,
Kentucky,Cities,Powderly,0,0,0,0,736,,,,
Kentucky,Cities,Prestonsburg,0,0,0,0,"3,210",,,,
Kentucky,Cities,Princeton,0,0,0,0,"6,293",,,,
Kentucky,Cities,Prospect,0,0,0,0,"4,818",,,,
Kentucky,Cities,Providence,0,0,0,0,"3,171",,,,
Kentucky,Cities,Raceland,0,0,0,0,"2,377",,,,
Kentucky,Cities,Russell,0,0,0,0,"3,319",,,,
Kentucky,Cities,Russell Springs,0,0,0,0,"2,455",,,,
Kentucky,Cities,Salyersville,0,0,0,0,"1,831",,,,
Kentucky,Cities,Science Hill,0,0,0,0,698,,,,
Kentucky,Cities,Scottsville,0,0,0,0,"4,310",,,,
Kentucky,Cities,Silver Grove,0,0,0,0,"1,108",,,,
Kentucky,Cities,Simpsonville,0,0,0,0,"2,608",,,,
Kentucky,Cities,Smiths Grove,0,0,0,0,723,,,,
Kentucky,Cities,Somerset,0,0,0,0,"11,352",,,,
Kentucky,Cities,Southgate,0,0,0,0,"3,806",,,,
Kentucky,Cities,South Shore,0,0,0,0,"1,115",,,,
Kentucky,Cities,Springfield,0,0,0,0,"2,577",,,,
Kentucky,Cities,Stamping Ground,0,0,0,0,670,,,,
Kentucky,Cities,Stanford,0,0,0,0,"3,689",,,,
Kentucky,Cities,Stanton,0,0,0,0,"2,697",,,,
Kentucky,Cities,Strathmoor Village,0,0,0,0,658,,,,
Kentucky,Cities,Sturgis,0,0,0,0,"1,888",,,,
Kentucky,Cities,Taylor Mill,0,0,0,0,"6,670",,,,
Kentucky,Cities,Taylorsville,0,0,0,0,782,,,,
Kentucky,Cities,Tompkinsville,0,0,0,0,"2,311",,,,
Kentucky,Cities,Trenton,0,0,0,0,392,,,,
Kentucky,Cities,Uniontown,0,0,0,0,983,,,,
Kentucky,Cities,Vanceburg,0,0,0,0,"1,466",,,,
Kentucky,Cities,Versailles,0,0,0,0,"8,881",,,,
Kentucky,Cities,Villa Hills,0,0,0,0,"7,362",,,,
Kentucky,Cities,Warsaw,0,0,0,0,"1,655",,,,
Kentucky,Cities,Wayland,0,0,0,0,419,,,,
Kentucky,Cities,West Buechel,0,0,0,0,"1,255",,,,
Kentucky,Cities,West Liberty,0,0,0,0,"3,385",,,,
Kentucky,Cities,West Point,0,0,0,0,766,,,,
Kentucky,Cities,Wheelwright,0,0,0,0,771,,,,
Kentucky,Cities,Whitesburg,0,0,0,0,"2,060",,,,
Kentucky,Cities,Wilder,0,0,0,0,"3,045",,,,
Kentucky,Cities,Williamstown,0,0,0,0,"3,887",,,,
Kentucky,Cities,Wilmore,0,0,0,0,"3,804",,,,
Kentucky,Cities,Worthington,0,0,0,0,"1,592",,,,
Louisiana,Cities,Addis,0,0,0,,"4,101",,,,
Louisiana,Cities,Alexandria,,0,,,"48,488",,,,
Louisiana,Cities,Baker,0,0,0,0,"13,884",,,,
Louisiana,Cities,Basile,0,0,0,0,"1,802",,,,
Louisiana,Cities,Bastrop,,,0,0,"11,097",,,,
Louisiana,Cities,Bernice,0,0,0,0,"1,644",,,,
Louisiana,Cities,Bossier City,0,,,,"65,578",,,,
Louisiana,Cities,Breaux Bridge,0,0,0,0,"8,236",,,,
Louisiana,Cities,Broussard,0,0,,,"8,770",,,,
Louisiana,Cities,Brusly,0,,,,"2,543",,,,
Louisiana,Cities,Carencro,0,0,0,0,"8,216",,,,
Louisiana,Cities,Coushatta,,0,,0,"1,928",,,,
Louisiana,Cities,De Quincy,0,0,0,0,"3,165",,,,
Louisiana,Cities,Epps,0,,,,848,,,,
Louisiana,Cities,Farmerville,,0,,0,"3,797",,,,
Louisiana,Cities,Ferriday,0,0,,0,"3,411",,,,
Louisiana,Cities,Fisher,0,,,,230,,,,
Louisiana,Cities,Franklin,0,,,,"7,429",,,,
Louisiana,Cities,Franklinton,0,,,,"3,798",,,,
Louisiana,Cities,Golden Meadow,0,,,,"2,079",,,,
Louisiana,Cities,Gonzales,0,0,0,0,"10,301",,,,
Louisiana,Cities,Grambling,0,,,,"4,955",,,,
Louisiana,Cities,Gramercy,0,0,0,0,"3,474",,,,
Louisiana,Cities,Greenwood,0,,,,"3,268",,,,
Louisiana,Cities,Hammond,0,,,,"20,162",,,,
Louisiana,Cities,Harahan,0,,,,"9,296",,,,
Louisiana,Cities,Haughton,0,,,,"3,495",,,,
Louisiana,Cities,Hodge,0,0,,0,465,,,,
Louisiana,Cities,Houma,0,,,,"33,717",,,,
Louisiana,Cities,Independence,0,0,0,0,"1,654",,,,
Louisiana,Cities,Iowa,0,,,,"3,160",,,,
Louisiana,Cities,Jennings,0,0,0,0,"10,211",,,,
Louisiana,Cities,Jonesboro,0,,,,"4,672",,,,
Louisiana,Cities,Jonesville,0,0,,,"2,220",,,,
Louisiana,Cities,Kaplan,0,0,0,0,"4,596",,,,
Louisiana,Cities,Kenner,0,,,,"66,854",,,,
Louisiana,Cities,Kinder,0,,,0,"2,426",,,,
Louisiana,Cities,Lafayette,0,,,,"123,409",,,,
Louisiana,Cities,Lake Arthur,0,0,0,0,"2,728",,,,
Louisiana,Cities,Lake Charles,0,,,,"73,894",,,,
Louisiana,Cities,Livonia,0,,,,"1,439",,,,
Louisiana,Cities,Lutcher,0,,,,"3,403",,,,
Louisiana,Cities,Mamou,0,0,0,,"3,198",,,,
Louisiana,Cities,Mandeville,0,0,0,0,"12,162",,,,
Louisiana,Cities,Mansfield,0,,,,"5,034",,,,
Louisiana,Cities,Moreauville,0,0,,0,913,,,,
Louisiana,Cities,Norwood,,,0,0,317,,,,
Louisiana,Cities,Pineville,0,,0,0,"14,555",,,,
Louisiana,Cities,Plaquemine,0,0,0,0,"7,019",,,,
Louisiana,Cities,Port Allen,0,0,0,0,"5,068",,,,
Louisiana,Cities,Port Vincent,0,,,,733,,,,
Louisiana,Cities,Ruston,0,0,0,0,"21,969",,,,
Louisiana,Cities,Shreveport,,,0,0,"202,189",,,,
Louisiana,Cities,Springhill,0,,,,"5,218",,,,
Louisiana,Cities,Thibodaux,0,0,0,0,"14,544",,,,
Louisiana,Cities,Vinton,0,0,0,0,"3,191",,,,
Louisiana,Cities,West Monroe,,,0,0,"13,081",,,,
Louisiana,Cities,Westwego,0,0,0,0,"8,521",,,,
Louisiana,Cities,Winnfield,0,0,0,0,"4,683",,,,
Louisiana,Cities,Zachary,0,0,,0,"15,749",,,,
Maine,Cities,Ashland,0,0,0,0,"1,277",,,,
Maine,Cities,Augusta,0,0,0,0,"18,893",,,,
Maine,Cities,Baileyville,0,0,0,0,"1,487",,,,
Maine,Cities,Bangor,0,,,0,"32,744",,,,
Maine,Cities,Bar Harbor,0,0,0,0,"5,275",,,,
Maine,Cities,Bath,0,0,0,0,"8,384",,,,
Maine,Cities,Berwick,0,0,0,0,"7,529",,,,
Maine,Cities,Biddeford,0,0,0,0,"21,324",,,,
Maine,Cities,Boothbay Harbor,0,0,0,0,"2,135",,,,
Maine,Cities,Brewer,0,0,0,0,"9,376",,,,
Maine,Cities,Bridgton,0,0,0,0,"5,308",,,,
Maine,Cities,Brownville,0,0,0,0,"1,225",,,,
Maine,Cities,Brunswick,0,0,,0,"20,354",,,,
Maine,Cities,Bucksport,0,0,0,0,"4,937",,,,
Maine,Cities,Buxton,0,0,0,0,"8,103",,,,
Maine,Cities,Calais,0,0,0,0,"3,054",,,,
Maine,Cities,Camden,0,0,0,0,"4,848",,,,
Maine,Cities,Caribou,0,0,0,0,"8,012",,,,
Maine,Cities,Carrabassett Valley,0,0,0,0,780,,,,
Maine,Cities,Clinton,0,0,0,0,"3,425",,,,
Maine,Cities,Cumberland,0,0,0,0,"7,353",,,,
Maine,Cities,Damariscotta,0,0,0,0,"2,204",,,,
Maine,Cities,Dexter,0,0,0,0,"3,856",,,,
Maine,Cities,Dixfield,0,0,0,0,"2,504",,,,
Maine,Cities,Dover-Foxcroft,0,0,0,0,"4,110",,,,
Maine,Cities,East Millinocket,0,0,0,0,"3,027",,,,
Maine,Cities,Eastport,0,0,0,0,"1,302",,,,
Maine,Cities,Eliot,0,0,0,0,"6,257",,,,
Maine,Cities,Fairfield,0,0,0,0,"6,657",,,,
Maine,Cities,Falmouth,0,0,0,0,"11,468",,,,
Maine,Cities,Farmington,0,0,0,0,"7,657",,,,
Maine,Cities,Fort Fairfield,0,0,0,0,"3,412",,,,
Maine,Cities,Fort Kent,0,0,0,0,"4,055",,,,
Maine,Cities,Freeport,0,0,0,0,"8,094",,,,
Maine,Cities,Fryeburg,0,0,0,0,"3,407",,,,
Maine,Cities,Gardiner,0,0,0,0,"5,731",,,,
Maine,Cities,Gorham,0,0,0,0,"16,764",,,,
Maine,Cities,Gouldsboro,0,0,0,0,"1,733",,,,
Maine,Cities,Greenville,0,0,0,0,"1,624",,,,
Maine,Cities,Hallowell,0,0,0,0,"2,362",,,,
Maine,Cities,Hampden,0,0,0,0,"7,275",,,,
Maine,Cities,Holden,0,0,0,0,"3,094",,,,
Maine,Cities,Houlton,0,0,0,0,"6,046",,,,
Maine,Cities,Islesboro,0,0,0,0,568,,,,
Maine,Cities,Jay,0,0,0,0,"4,827",,,,
Maine,Cities,Kennebunk,0,0,0,0,"11,023",,,,
Maine,Cities,Kennebunkport,0,0,0,0,"3,517",,,,
Maine,Cities,Kittery,0,0,0,0,"9,540",,,,
Maine,Cities,Limestone,0,0,0,0,"2,269",,,,
Maine,Cities,Lincoln,0,0,0,0,"5,094",,,,
Maine,Cities,Lisbon,0,0,0,0,"8,923",,,,
Maine,Cities,Livermore Falls,0,0,0,0,"3,161",,,,
Maine,Cities,Madawaska,0,0,0,0,"3,957",,,,
Maine,Cities,Madison,0,0,0,0,"4,776",,,,
Maine,Cities,Mechanic Falls,0,0,0,0,"3,013",,,,
Maine,Cities,Milbridge,0,0,0,0,"1,340",,,,
Maine,Cities,Millinocket,0,0,0,0,"4,430",,,,
Maine,Cities,Milo,0,0,0,0,"2,295",,,,
Maine,Cities,Monmouth,0,0,0,0,"4,105",,,,
Maine,Cities,Mount Desert,0,0,0,0,"2,059",,,,
Maine,Cities,Newport,0,0,0,0,"3,250",,,,
Maine,Cities,North Berwick,0,0,0,0,"4,620",,,,
Maine,Cities,Norway,0,0,0,0,"4,970",,,,
Maine,Cities,Oakland,0,0,0,0,"6,253",,,,
Maine,Cities,Ogunquit,0,0,0,0,905,,,,
Maine,Cities,Old Town,0,0,0,0,"7,736",,,,
Maine,Cities,Orono,0,0,0,0,"10,663",,,,
Maine,Cities,Oxford,0,0,0,0,"4,075",,,,
Maine,Cities,Paris,0,0,0,0,"5,140",,,,
Maine,Cities,Phippsburg,0,0,0,0,"2,230",,,,
Maine,Cities,Pittsfield,0,0,0,0,"4,162",,,,
Maine,Cities,Presque Isle,0,0,0,0,"9,483",,,,
Maine,Cities,Rangeley,0,0,0,0,"1,176",,,,
Maine,Cities,Richmond,0,0,0,0,"3,388",,,,
Maine,Cities,Rockland,0,0,0,0,"7,205",,,,
Maine,Cities,Rockport,0,0,0,0,"3,314",,,,
Maine,Cities,Rumford,0,0,0,0,"5,738",,,,
Maine,Cities,Sabattus,0,0,0,0,"5,060",,,,
Maine,Cities,Saco,0,0,0,0,"18,848",,,,
Maine,Cities,Sanford,0,0,0,0,"20,913",,,,
Maine,Cities,South Berwick,0,0,0,0,"7,275",,,,
Maine,Cities,Southwest Harbor,0,0,0,0,"1,765",,,,
Maine,Cities,Swan's Island,0,0,0,0,331,,,,
Maine,Cities,Thomaston,0,0,0,0,"2,776",,,,
Maine,Cities,Topsham,0,0,0,0,"8,728",,,,
Maine,Cities,Van Buren,0,0,0,0,"2,125",,,,
Maine,Cities,Veazie,0,0,0,0,"1,895",,,,
Maine,Cities,Waldoboro,0,0,0,0,"5,016",,,,
Maine,Cities,Washburn,0,0,0,0,"1,651",,,,
Maine,Cities,Waterville,0,0,0,0,"15,897",,,,
Maine,Cities,Wells,0,0,0,0,"9,803",,,,
Maine,Cities,Westbrook,0,0,0,0,"17,647",,,,
Maine,Cities,Wilton,0,0,0,0,"4,066",,,,
Maine,Cities,Windham,0,0,0,0,"17,363",,,,
Maine,Cities,Winslow,0,0,0,0,"7,704",,,,
Maine,Cities,Winter Harbor,0,0,0,0,514,,,,
