year,state,agencyType,agencyName,q01,q02,q03,q04,population,lookAtMe
, Nan, Nan,Beverly Hills2,0,0,1,0,34788,
, Nan, Nan,Brea,0,0,1,0,41359,
, Nan, Nan,Brentwood,1,0,1,0,55826,
, Nan, Nan,Buellton,0,0,1,0,4997,
, Nan, Nan,Buena Park,0,2,0,0,83414,
, Nan, Nan,Burbank,0,1,0,0,105041,
, Nan, Nan,Camarillo,1,2,0,0,66272,
, Nan, Nan,Carson,0,0,2,0,92838,
, Nan, Nan,Central Marin,0,1,0,0,34450,
, Nan, Nan,Cerritos,1,0,0,0,49867,
, Nan, Nan,Chico,1,0,2,0,88562,
, Nan, Nan,Chino,1,0,1,1,81600,
, Nan, Nan,Chino Hills,0,1,0,0,76972,
, Nan, Nan,Chula Vista,3,0,0,0,259894,
, Nan, Nan,City of Angels,0,1,0,0,3716,
, Nan, Nan,Claremont,1,0,2,2,36042,
, Nan, Nan,Clearlake,0,1,0,0,14914,
, Nan, Nan,Coalinga,0,0,1,0,16445,
, Nan, Nan,Colusa,0,0,1,0,5942,
, Nan, Nan,Compton,0,2,1,0,98224,
, Nan, Nan,Cupertino,1,0,0,0,60564,
, Nan, Nan,Daly City2,0,0,1,1,105628,
, Nan, Nan,Dana Point,1,0,2,0,34244,
, Nan, Nan,Davis,0,0,2,0,66360,
, Nan, Nan,Dublin,0,0,2,0,53795,
, Nan, Nan,El Cerrito,5,1,2,0,24485,
, Nan, Nan,El Monte,2,0,1,2,116220,
, Nan, Nan,Escondido,0,2,2,0,149839,
, Nan, Nan,Eureka,1,0,0,0,26843,
, Nan, Nan,Fairfield,0,0,0,1,110300,
, Nan, Nan,Fontana,1,0,0,2,204532,
, Nan, Nan,Fort Bragg,0,1,0,0,7245,
, Nan, Nan,Fremont,1,0,0,0,227575,
, Nan, Nan,Fresno,4,2,2,4,513187,
, Nan, Nan,Fullerton,0,1,0,0,139895,
, Nan, Nan,Galt,1,1,0,0,24671,
, Nan, Nan,Gardena,0,0,1,0,60233,
, Nan, Nan,Garden Grove,0,1,0,1,176106,
, Nan, Nan,Gilroy,1,0,1,0,52415,
, Nan, Nan,Glendale,1,0,1,0,197079,
, Nan, Nan,Goleta,0,1,1,0,30669,
, Nan, Nan,Grass Valley,0,0,1,0,12777,
, Nan, Nan,Grover Beach,0,0,1,0,13497,
, Nan, Nan,Hawaiian Gardens,0,1,0,0,14490,
, Nan, Nan,Hayward,0,1,0,2,153319,
, Nan, Nan,Healdsburg,0,0,1,0,11569,
, Nan, Nan,Hemet,0,0,1,0,82412,
, Nan, Nan,Hercules,0,0,1,0,25026,
, Nan, Nan,Hesperia,0,0,1,0,92592,
, Nan, Nan,Highland,0,1,1,1,54559,
, Nan, Nan,Huntington Beach,1,0,2,0,199152,
, Nan, Nan,Imperial Beach,1,0,0,0,27234,
, Nan, Nan,Inglewood,0,0,0,1,111997,
, Nan, Nan,Ione,1,0,0,0,6773,
, Nan, Nan,Irvine,0,1,2,1,242971,
, Nan, Nan,Laguna Niguel,0,0,1,0,65033,
, Nan, Nan,Lake Forest,1,0,0,1,79748,
, Nan, Nan,Lancaster,1,4,0,0,160190,
, Nan, Nan,La Puente,0,0,1,0,40583,
, Nan, Nan,La Quinta,0,1,1,0,39753,
, Nan, Nan,Livermore,3,0,0,0,86147,
, Nan, Nan,Lomita,0,0,0,1,20677,
, Nan, Nan,Long Beach,2,4,2,2,471123,
, Nan, Nan,Los Angeles,26,35,47,44,3906772,
, Nan, Nan,Los Gatos,0,1,2,1,30614,
, Nan, Nan,Lynwood,1,1,1,0,71812,
, Nan, Nan,Malibu,0,0,0,1,12912,
, Nan, Nan,Mammoth Lakes,0,2,0,0,8033,
, Nan, Nan,Manteca,1,0,0,0,73055,
, Nan, Nan,Marina,2,0,0,0,20530,
, Nan, Nan,Menifee,0,1,0,0,84843,
, Nan, Nan,Merced,0,1,0,0,81603,
, Nan, Nan,Modesto,1,1,1,1,205820,
, Nan, Nan,Monrovia,0,1,0,0,37225,
, Nan, Nan,Montclair,1,1,1,0,38347,
, Nan, Nan,Monterey,0,0,2,0,28512,
, Nan, Nan,Monterey Park,0,0,1,0,61284,
, Nan, Nan,Moorpark,1,0,0,0,35299,
, Nan, Nan,Moreno Valley,0,0,0,4,202911,
, Nan, Nan,Murrieta,0,0,0,1,108376,
, Nan, Nan,National City,1,0,0,0,60130,
, Nan, Nan,Newark,0,2,0,0,44467,
, Nan, Nan,Newport Beach,1,0,1,0,87759,
, Nan, Nan,Norco,0,1,0,0,26933,
, Nan, Nan,Norwalk,1,6,2,2,106838,
, Nan, Nan,Oakland,2,4,4,4,409994,
, Nan, Nan,Oceanside,2,1,0,1,174102,
, Nan, Nan,Orange,1,1,0,1,140767,
, Nan, Nan,Oxnard,1,2,0,1,204159,
, Nan, Nan,Palmdale,0,2,0,1,158210,
, Nan, Nan,Palm Springs,1,2,0,0,46665,
, Nan, Nan,Palo Alto,0,2,1,0,67169,
, Nan, Nan,Paramount,0,2,0,0,55194,
, Nan, Nan,Pasadena,0,0,0,4,140373,
, Nan, Nan,Paso Robles,1,0,1,0,31117,
, Nan, Nan,Pico Rivera,0,1,0,0,63970,
, Nan, Nan,Piedmont,0,0,1,0,11170,
, Nan, Nan,Pittsburg,1,0,0,0,67509,
, Nan, Nan,Placentia,0,0,1,1,52513,
, Nan, Nan,Pomona,0,2,0,0,151899,
, Nan, Nan,Poway,0,0,0,1,49786,
, Nan, Nan,Rancho Cucamonga,0,0,0,2,172694,
, Nan, Nan,Red Bluff,1,0,1,1,14103,
, Nan, Nan,Redding,0,2,1,1,91426,
, Nan, Nan,Redlands,1,0,1,1,70295,
, Nan, Nan,Redondo Beach,1,3,0,0,68075,
, Nan, Nan,Ripon2,1,1,0,0,14859,
, Nan, Nan,Riverside,4,4,2,3,319453,
, Nan, Nan,Roseville,1,1,0,1,128997,
, Nan, Nan,Sacramento,1,2,2,2,482767,
, Nan, Nan,Salinas,0,1,0,0,156908,
, Nan, Nan,San Bernardino,1,0,0,0,214588,
, Nan, Nan,San Clemente,0,0,2,0,65397,
, Nan, Nan,San Diego,7,13,11,6,1368690,
, Nan, Nan,San Dimas,0,0,0,1,33953,
, Nan, Nan,San Francisco,7,5,5,5,850294,
, Nan, Nan,San Jose,2,1,6,2,1009679,
, Nan, Nan,San Leandro,0,2,0,0,88690,
, Nan, Nan,San Luis Obispo,0,0,1,0,46672,
, Nan, Nan,San Marcos,0,0,1,0,90799,
, Nan, Nan,San Mateo,1,1,0,0,102082,
, Nan, Nan,San Rafael,1,0,1,0,59292,
, Nan, Nan,San Ramon,0,1,0,0,75049,
, Nan, Nan,Santa Ana,1,2,2,2,336462,
, Nan, Nan,Santa Clarita,1,5,1,1,206930,
, Nan, Nan,Santa Cruz,4,4,0,0,63440,
, Nan, Nan,Santa Monica,0,0,1,0,93151,
, Nan, Nan,Santee,0,0,1,0,56737,
, Nan, Nan,Sierra Madre,0,1,0,0,11090,
, Nan, Nan,Simi Valley,1,1,1,1,126604,
, Nan, Nan,Sonora,1,0,1,0,4786,
, Nan, Nan,South Gate,0,0,1,0,95981,
, Nan, Nan,Stockton,1,1,1,0,299519,
, Nan, Nan,Sunnyvale,1,0,0,0,149384,
, Nan, Nan,Taft,0,0,1,0,8895,
, Nan, Nan,Tehachapi,0,0,1,0,12997,
, Nan, Nan,Temple City,1,1,0,0,36272,
, Nan, Nan,Torrance,0,0,1,0,147971,
, Nan, Nan,Tracy,0,1,1,0,85078,
, Nan, Nan,Turlock,0,0,1,0,70786,
, Nan, Nan,Twentynine Palms,0,1,0,0,25936,
, Nan, Nan,Ukiah,0,0,0,1,15836,
, Nan, Nan,Union City,2,1,0,0,73268,
, Nan, Nan,Vacaville,0,0,0,1,94701,
, Nan, Nan,Ventura,0,0,0,1,109246,
, Nan, Nan,Victorville,0,0,1,2,122316,
, Nan, Nan,Visalia,1,1,0,0,128488,
, Nan, Nan,Vista,1,1,0,1,97651,
, Nan, Nan,Walnut Creek,0,0,0,2,67555,
, Nan, Nan,Waterford,0,1,0,0,8646,
, Nan, Nan,West Covina,1,0,0,1,108136,
, Nan, Nan,West Hollywood,1,3,1,2,35507,
, Nan, Nan,Windsor,0,0,0,1,27350,
, Nan, Nan,Yorba Linda,1,0,0,0,67702,
, Nan, Nan,Yuba City,0,0,1,0,65525,
, Nan, Nan,Yucaipa,0,1,0,0,52794,
, Nan, Nan,Yucca Valley,0,0,1,0,21228,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,"California State Polytechnic University, San Luis Obispo",0,0,0,1,19703,
, Nan, Nan,California State University: , Nan, Nan, Nan, Nan,,
, Nan, Nan,East Bay,0,0,1,0,14526,
, Nan, Nan,San Jose,0,0,2,0,31278,
, Nan, Nan,Riverside Community College,1,0,0,0,36233,
, Nan, Nan,University of California: , Nan, Nan, Nan, Nan,,
, Nan, Nan,Berkeley,2,4,2,0,36198,
, Nan, Nan,Davis,0,2,1,0,33307,
, Nan, Nan,San Diego,0,0,2,0,29517,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Fresno,1,0,0,0,,
, Nan, Nan,Imperial,0,1,0,0,,
, Nan, Nan,Los Angeles,5,7,5,1,,
, Nan, Nan,Marin,0,1,0,0,,
, Nan, Nan,Merced,0,1,0,0,,
, Nan, Nan,Orange,1,1,0,0,,
, Nan, Nan,Riverside,0,1,2,0,,
, Nan, Nan,Sacramento,2,2,2,0,,
, Nan, Nan,San Bernardino,1,0,2,1,,
, Nan, Nan,San Diego,3,6,5,3,,
, Nan, Nan,San Mateo,1,0,0,0,,
, Nan, Nan,Santa Barbara,0,1,1,0,,
, Nan, Nan,Santa Clara,0,1,1,2,,
, Nan, Nan,Santa Cruz,0,4,2,1,,
, Nan, Nan,Shasta,1,0,0,0,,
, Nan, Nan,Sonoma,0,1,0,0,,
, Nan, Nan,Stanislaus,0,0,1,0,,
, Nan, Nan,Ventura,1,1,1,0,,
, Nan, Nan,Yolo,1,0,0,0,,
, Nan, Nan,Yuba2,2,0,0,1,,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Amador,1,0,0,0,,
, Nan, Nan,Calaveras,1,0,0,1,,
, Nan, Nan,Glenn,1,0,0,0,,
, Nan, Nan,Humboldt,0,1,0,0,,
, Nan, Nan,Tuolumne,0,0,1,1,,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,"Highway Patrol, San Diego County",0,0,1,0,,
, Nan,Other Agencies, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,"Department of Parks and Recreation, San Diego Coast ",0,1,0,0,,
, Nan, Nan,Los Angeles County Metropolitan Transportation Authority,0,0,0,1,,
, Nan, Nan,Los Angeles Transportation Services Bureau,1,3,6,5,,
, Nan, Nan,Port of San Diego Harbor,2,0,0,1,,
, Nan, Nan,San Francisco Bay Area Rapid Transit: , Nan, Nan, Nan, Nan,,
, Nan, Nan,Alameda County,0,4,1,1,,
, Nan, Nan,Contra Costa County,1,2,1,0,,
, Nan, Nan,San Francisco County,1,1,0,0,,
,Colorado,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Arvada,0,1,0,0,113008,
, Nan, Nan,Aurora,1,1,2,0,350948,
, Nan, Nan,Brighton,0,0,0,1,36185,
, Nan, Nan,Canon City,1,0,0,0,16291,
, Nan, Nan,Castle Rock,0,0,1,1,54253,
, Nan, Nan,Centennial,0,0,2,1,107485,
, Nan, Nan,Colorado Springs,1,3,3,0,444949,
, Nan, Nan,Commerce City,0,1,0,0,50754,
, Nan, Nan,Denver,1,4,7,4,665353,
, Nan, Nan,Durango,0,3,0,0,17710,
, Nan, Nan,Fort Collins,0,1,2,0,154015,
, Nan, Nan,Fort Morgan,2,0,0,0,11422,
, Nan, Nan,Glendale,1,0,0,0,4558,
, Nan, Nan,Glenwood Springs,0,1,1,0,9909,
, Nan, Nan,Golden,0,0,0,1,19556,
, Nan, Nan,Grand Junction,0,0,1,2,59972,
, Nan, Nan,Greenwood Village,1,1,0,1,14824,
, Nan, Nan,Gunnison,1,0,0,0,5865,
, Nan, Nan,Idaho Springs,0,1,0,0,1677,
, Nan, Nan,Lakewood,0,1,0,0,148236,
, Nan, Nan,Lone Tree,0,0,1,0,13824,
, Nan, Nan,Longmont,0,2,1,0,90813,
, Nan, Nan,Loveland,1,0,0,0,72465,
, Nan, Nan,New Castle,0,0,1,0,4595,
, Nan, Nan,Parachute,1,0,0,0,1100,
, Nan, Nan,Pueblo,1,1,1,0,108591,
, Nan, Nan,Steamboat Springs,1,0,0,2,12114,
, Nan, Nan,Sterling,1,1,0,0,14584,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,University of Colorado:, Nan, Nan, Nan, Nan,,
, Nan, Nan,Boulder,0,1,0,0,32017,
, Nan, Nan,Colorado Springs,1,0,0,0,11321,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Douglas,1,0,0,0,,
, Nan, Nan,El Paso,1,0,0,3,,
, Nan, Nan,Gilpin,1,0,0,0,,
, Nan, Nan,Jefferson,1,0,0,0,,
, Nan, Nan,Larimer,0,3,4,1,,
, Nan, Nan,Mesa,1,0,0,0,,
, Nan, Nan,Teller,0,0,1,0,,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,La Plata,0,3,0,0,,
, Nan, Nan,Montezuma,0,0,1,0,,
, Nan, Nan,Summit,0,0,0,1,,
,Connecticut,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Bloomfield,1,1,4,1,20718,
, Nan, Nan,Bridgeport,0,3,2,0,147822,
, Nan, Nan,Bristol,2,0,1,0,60590,
, Nan, Nan,Brookfield,0,1,0,0,16957,
, Nan, Nan,Canton,0,0,1,0,10372,
, Nan, Nan,Cheshire,0,1,0,0,29120,
, Nan, Nan,Coventry,0,0,0,1,12403,
, Nan, Nan,Danbury,1,1,0,0,84281,
, Nan, Nan,Derby,0,0,0,1,12776,
, Nan, Nan,East Hartford,0,1,0,0,51185,
, Nan, Nan,Easton,0,0,0,1,7645,
, Nan, Nan,Enfield, Nan, Nan, Nan,1,44769,
, Nan, Nan,Fairfield,1,0,0,0,61146,
, Nan, Nan,Farmington,0,0,1,0,25678,
, Nan, Nan,Glastonbury,0,0,0,1,34850,
, Nan, Nan,Greenwich,1,0,0,0,62676,
, Nan, Nan,Groton Town,1,1,0,1,30339,
, Nan, Nan,Hamden,0,0,0,1,61599,
, Nan, Nan,Manchester2,2,2,1,2,58204,
, Nan, Nan,Meriden,0,0,1,0,60352,
, Nan, Nan,Middlebury,0,0,0,1,7569,
, Nan, Nan,Middletown,3,1,0,2,47256,
, Nan, Nan,Milford,0,1,1,1,53222,
, Nan, Nan,New Britain,0,0,0,1,72864,
, Nan, Nan,New Haven,2,4,0,2,130882,
, Nan, Nan,Newington,1,0,0,0,30803,
, Nan, Nan,New Milford,0,2,0,0,27681,
, Nan, Nan,Newtown,1,1,1,0,28243,
, Nan, Nan,North Haven,0,0,1,0,23901,
, Nan, Nan,Norwalk,0,0,2,0,88232,
, Nan, Nan,Norwich,1,0,0,0,40296,
, Nan, Nan,Old Saybrook,0,3,1,0,10249,
, Nan, Nan,Plainfield,0,0,1,0,15186,
, Nan, Nan,Plymouth,1,0,0,0,12002,
, Nan, Nan,Redding,0,1,0,1,9348,
, Nan, Nan,Seymour,0,1,1,0,16579,
, Nan, Nan,Shelton,0,0,0,1,41353,
, Nan, Nan,Southington,0,1,0,1,43786,
, Nan, Nan,Stamford,0,0,3,6,127385,
, Nan, Nan,Stratford,1,1,2,0,52279,
, Nan, Nan,Torrington,1,0,1,0,35432,
, Nan, Nan,Vernon,0,1,2,1,29158,
, Nan, Nan,Wallingford,0,0,0,1,45137,
, Nan, Nan,Waterbury,0,3,1,0,109495,
, Nan, Nan,Watertown,0,1,0,0,22161,
, Nan, Nan,West Hartford,0,0,0,1,63360,
, Nan, Nan,West Haven,0,1,0,0,54917,
, Nan, Nan,Wilton,0,0,1,0,18807,
, Nan, Nan,Winchester,0,0,0,2,10960,
, Nan, Nan,Windsor,0,1,0,0,29154,
, Nan, Nan,Woodbridge,0,0,0,1,8945,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Southern Connecticut State University,1,0,0,0,10804,
, Nan, Nan,"University of Connecticut, Storrs, Avery Point and Hartford3",0,0,0,2,,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Connecticut State Police,2,0,3,0,,
,Delaware,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Camden,0,0,1,0,3518,
, Nan, Nan,Newark,0,0,0,1,32813,
, Nan, Nan,Rehoboth Beach,0,0,1,0,1416,
, Nan, Nan,Wilmington,0,1,1,0,71713,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,New Castle County Police Department,0,0,2,1,,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,State Police: , Nan, Nan, Nan, Nan,,
, Nan, Nan,Kent County,1,0,0,0,,
, Nan, Nan,New Castle County,0,1,1,0,,
, Nan, Nan,Sussex County,0,0,1,0,,
, Nan,Other Agencies, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,State Fire Marshal,0,0,0,1,,
,District of Columbia,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Washington2,15,17,25,11,658893,
, Nan,Other Agencies, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Metro Transit Police,0,0,1,1,,
,Florida,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Cape Coral,0,1,0,0,168712,
, Nan, Nan,Clewiston,0,0,1,0,7141,
, Nan, Nan,Coral Gables,0,0,0,1,50316,
, Nan, Nan,Delray Beach,0,0,1,0,64917,
, Nan, Nan,Gainesville,0,1,0,0,128185,
, Nan, Nan,Jupiter,0,0,0,1,59039,
, Nan, Nan,Kissimmee,0,1,0,1,66623,
, Nan, Nan,Largo,0,0,0,1,78502,
, Nan, Nan,Margate,0,0,1,0,55982,
, Nan, Nan,Miami Beach,2,0,4,0,91771,
, Nan, Nan,Miramar,0,1,0,0,132352,
, Nan, Nan,North Miami,0,0,0,1,61501,
, Nan, Nan,North Miami Beach,0,1,1,0,43657,
, Nan, Nan,Ocoee,0,0,0,1,40029,
, Nan, Nan,Orlando,0,2,3,0,259675,
, Nan, Nan,Oviedo,1,0,0,0,37467,
, Nan, Nan,Palm Bay,0,0,1,0,105287,
, Nan, Nan,Pensacola,0,0,0,1,52873,
, Nan, Nan,Port St. Lucie,0,0,0,1,172453,
, Nan, Nan,Temple Terrace,0,1,0,0,25335,
, Nan, Nan,Titusville,0,1,0,0,44310,
, Nan, Nan,Weston,0,0,0,1,69129,
, Nan, Nan,West Palm Beach,1,0,3,1,103028,
, Nan, Nan,Winter Garden,0,1,0,0,38454,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Alachua,0,0,0,1,,
, Nan, Nan,Charlotte,0,1,0,0,,
, Nan, Nan,Clay,0,0,1,1,,
, Nan, Nan,Highlands,0,0,1,0,,
, Nan, Nan,Lee,2,0,0,1,,
, Nan, Nan,Manatee,0,0,2,2,,
, Nan, Nan,Orange,1,1,1,0,,
, Nan, Nan,Pasco,0,0,0,1,,
, Nan, Nan,Seminole,0,0,1,0,,
, Nan, Nan,Sumter,0,0,0,3,,
, Nan, Nan,Volusia,2,0,1,0,,
, Nan, Nan,Wakulla,0,0,0,2,,
, Nan, Nan,Walton,1,0,0,0,,
,Georgia,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Atlanta,5,3,5,0,454363,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Cobb County Police Department,5,5,10,4,,
, Nan, Nan,Gwinnett County Police Department,1,1,0,0,,
, Nan, Nan,Henry County Police Department,0,1,0,1,,
,Idaho,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Boise,2,3,5,2,216260,
, Nan, Nan,Coeur d'Alene,0,0,1,0,46952,
, Nan, Nan,Jerome,0,0,1,0,11064,
, Nan, Nan,Lewiston,1,0,0,0,32521,
, Nan, Nan,Nampa,0,0,2,2,87735,
, Nan, Nan,Payette,0,0,1,0,7417,
, Nan, Nan,Pocatello,0,0,1,0,54360,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Ada,0,0,0,1,,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Cassia,0,1,1,0,,
, Nan, Nan,Teton,0,0,1,0,,
,Illinois,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Addison,0,0,1,0,37480,
, Nan, Nan,Arlington Heights,0,0,0,1,76200,
, Nan, Nan,Aurora,0,0,3,1,200419,
, Nan, Nan,Bartlett,1,0,0,0,41784,
, Nan, Nan,Batavia,1,0,0,0,26445,
, Nan, Nan,Beardstown,0,1,0,0,5919,
, Nan, Nan,Bloomington,0,1,1,1,79451,
, Nan, Nan,Cairo,0,0,0,1,2580,
, Nan, Nan,Centralia,0,0,0,1,12727,
, Nan, Nan,Chicago,11,17,13,9,2724121,
, Nan, Nan,Crest Hill,0,0,0,1,20763,
, Nan, Nan,Crystal Lake,1,0,0,0,40294,
, Nan, Nan,De Kalb,1,1,0,0,43791,
, Nan, Nan,Eureka,0,1,0,0,5397,
, Nan, Nan,Galesburg,1,0,0,0,31538,
, Nan, Nan,Glenview,0,1,0,0,45588,
, Nan, Nan,Grayslake,0,1,0,0,21132,
, Nan, Nan,Hillsboro,0,1,0,0,6123,
, Nan, Nan,Hoffman Estates,0,0,1,0,52512,
, Nan, Nan,Homewood,0,0,0,1,19470,
, Nan, Nan,Joliet,0,0,0,1,147838,
, Nan, Nan,La Grange,0,0,0,1,15774,
, Nan, Nan,La Salle,1,0,0,0,9368,
, Nan, Nan,Lombard,0,0,0,1,44026,
, Nan, Nan,Lyons,0,0,1,0,10793,
, Nan, Nan,Normal,0,1,1,0,55185,
, Nan, Nan,Oak Lawn,0,0,1,0,57159,
, Nan, Nan,O'Fallon,0,1,0,0,29255,
, Nan, Nan,Palestine,0,1,0,0,1331,
, Nan, Nan,Peoria,2,0,0,0,116923,
, Nan, Nan,Plano,0,0,0,1,11147,
, Nan, Nan,Rantoul,1,0,0,0,13060,
, Nan, Nan,Rockford,0,0,1,0,149586,
, Nan, Nan,Schaumburg,1,0,0,0,75060,
, Nan, Nan,Shiloh,0,0,1,0,12991,
, Nan, Nan,Springfield,0,0,2,0,117134,
, Nan, Nan,Streamwood,0,1,0,0,40456,
, Nan, Nan,Urbana,0,1,0,0,41805,
, Nan, Nan,Wamac,0,1, Nan, Nan,1144,
, Nan, Nan,West Chicago,0,0,0,1,27636,
, Nan, Nan,Wood River,0,0,1,0,10370,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,"Northwestern University, Chicago",0,0,1,0,430,
, Nan, Nan,"University of Illinois, Urbana",0,0,1,0,44942,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Champaign,0,0,0,1,,
, Nan, Nan,Lake,0,0,0,1,,
, Nan, Nan,Peoria,0,1,1,1,,
, Nan, Nan,Winnebago,0,1,0,0,,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Fulton,2,0,0,0,,
,Indiana,Total, Nan, Nan, Nan, Nan, Nan,,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,,
, Nan, Nan,Anderson,0,0,0,1,55545,
