year,state,agencyType,agencyName,q01,q02,q03,q04,population,lookatMe,
, Nan, Nan,Escambia County,0,0,0,0, Nan, Nan,
, Nan, Nan,Hillsborough County,0,0,0,0, Nan, Nan,
, Nan, Nan,Jackson County,0,0,0,0, Nan, Nan,
, Nan, Nan,Lee County,0,0,0,0, Nan, Nan,
, Nan, Nan,Leon County,0,0,0,0, Nan, Nan,
, Nan, Nan,Marion County,0,0,0,0, Nan, Nan,
, Nan, Nan,Miami-Dade County,0,0,0,0, Nan, Nan,
, Nan, Nan,Monroe County,0,0,0,0, Nan, Nan,
, Nan, Nan,Orange County,0,0,0,0, Nan, Nan,
, Nan, Nan,Pinellas County,0,0,0,0, Nan, Nan,
, Nan, Nan,Polk County,0,0,0,0, Nan, Nan,
, Nan, Nan,Sarasota County,0,0,0,0, Nan, Nan,
, Nan, Nan,St. Lucie County,0,0,0,0, Nan, Nan,
, Nan, Nan,Suwannee County,0,0,0,0, Nan, Nan,
, Nan, Nan,Volusia County,0,0,0,0, Nan, Nan,
, Nan, Nan,Duval County Schools,0,0,0,0, Nan, Nan,
, Nan, Nan,"Florida Game Commission, Leon County",0,0,0,0, Nan, Nan,
, Nan, Nan,Florida School for the Deaf and Blind,0,0,0,0, Nan, Nan,
, Nan, Nan,Fort Lauderdale Airport,0,0,0,0, Nan, Nan,
, Nan, Nan,Jacksonville Aviation Authority,0,0,0,0, Nan, Nan,
, Nan, Nan,Lee County Port Authority,0,0,0,0, Nan, Nan,
, Nan, Nan,Melbourne International Airport,0,0,0,0, Nan, Nan,
, Nan, Nan,Miami-Dade County Public Schools,0,0,0,0, Nan, Nan,
, Nan, Nan,Palm Beach County School District,0,0,0,0, Nan, Nan,
, Nan, Nan,Port Everglades,0,0,0,0, Nan, Nan,
, Nan, Nan,Sarasota-Manatee Airport Authority,0,0,0,0, Nan, Nan,
, Nan, Nan,State Fire Marshal,0,0,0,0, Nan, Nan,
, Nan, Nan,St. Petersburg-Clearwater International Airport,0,0,0,0, Nan, Nan,
, Nan, Nan,Tampa International Airport,0,0,0,0, Nan, Nan,
, Nan, Nan,Volusia County Beach Management,0,0,0,0, Nan, Nan,
,Georgia,Cities,Abbeville,0,0,0,0,2888, Nan,
, Nan, Nan,Acworth,0,0, Nan, Nan,21458, Nan,
, Nan, Nan,Adairsville,0,0,0,0,4686, Nan,
, Nan, Nan,Adel,0,0,0,0,5240, Nan,
, Nan, Nan,Adrian, Nan, Nan,0,0,656, Nan,
, Nan, Nan,Alapaha,0,0,0,0,646, Nan,
, Nan, Nan,Albany,0,0,0,0,77365, Nan,
, Nan, Nan,Alpharetta,0,0,0,0,63442, Nan,
, Nan, Nan,Alto, Nan,0, Nan, Nan,1159, Nan,
, Nan, Nan,Americus,0,0,0,0,16190, Nan,
, Nan, Nan,Arcade,0,0,0,0,1752, Nan,
, Nan, Nan,Ashburn, Nan,0,0, Nan,3814, Nan,
, Nan, Nan,Attapulgus,0,0,0,0,441, Nan,
, Nan, Nan,Auburn,0,0,0,0,7061, Nan,
, Nan, Nan,Avondale Estates,0,0,0,0,2789, Nan,
, Nan, Nan,Baldwin,0,0, Nan,0,3289, Nan,
, Nan, Nan,Ball Ground,0,0,0,0,1484, Nan,
, Nan, Nan,Bartow,0,0, Nan, Nan,270, Nan,
, Nan, Nan,Barwick,0,0,0,0,376, Nan,
, Nan, Nan,Baxley,0,0,0,0,4434, Nan,
, Nan, Nan,Berlin,0,0,0, Nan,562, Nan,
, Nan, Nan,Blackshear,0,0,0,0,3499, Nan,
, Nan, Nan,Blairsville,0,0,0,0,549, Nan,
, Nan, Nan,Blakely,0,0,0,0,4771, Nan,
, Nan, Nan,Bloomingdale,0,0,0, Nan,2762, Nan,
, Nan, Nan,Blythe,0,0,0,0,721, Nan,
, Nan, Nan,Boston,0,0, Nan, Nan,1318, Nan,
, Nan, Nan,Bowdon,0,0,0,0,2042, Nan,
, Nan, Nan,Braselton,0,0,0,0,7973, Nan,
, Nan, Nan,Braswell,0,0,0,0,382, Nan,
, Nan, Nan,Bremen,0,0,0,0,6203, Nan,
, Nan, Nan,Brookhaven, Nan, Nan,0,0,49173, Nan,
, Nan, Nan,Brooklet,0,0,0,0,1430, Nan,
, Nan, Nan,Brunswick,0,0,0,0,15709, Nan,
, Nan, Nan,Buchanan,0, Nan, Nan, Nan,1162, Nan,
, Nan, Nan,Buena Vista,0,0, Nan, Nan,2188, Nan,
, Nan, Nan,Butler,0,0, Nan,0,1899, Nan,
, Nan, Nan,Byron,0,0,0,0,4772, Nan,
, Nan, Nan,Cairo,0,0,0,0,9875, Nan,
, Nan, Nan,Camilla,0,0,0,0,5033, Nan,
, Nan, Nan,Canton,0,0,0, Nan,24042, Nan,
, Nan, Nan,Carrollton,0,0,0,0,25164, Nan,
, Nan, Nan,Cartersville,0,0,0,0,19835, Nan,
, Nan, Nan,Cave Spring,0,0, Nan, Nan,1191, Nan,
, Nan, Nan,Centerville,0,0,0,0,7644, Nan,
, Nan, Nan,Chatsworth,0,0,0,0,4284, Nan,
, Nan, Nan,Chattahoochee Hills,0,0, Nan, Nan,2588, Nan,
, Nan, Nan,Chickamauga,0,0,0,0,3125, Nan,
, Nan, Nan,Clarkesville,0,0, Nan, Nan,1724, Nan,
, Nan, Nan,Claxton,0,0,0,0,2643, Nan,
, Nan, Nan,Clayton,0, Nan, Nan, Nan,2216, Nan,
, Nan, Nan,Cleveland,0,0,0,0,3739, Nan,
, Nan, Nan,Climax,0,0,0,0,275, Nan,
, Nan, Nan,Cochran,0,0,0,0,4782, Nan,
, Nan, Nan,College Park,0,0,0,0,14871, Nan,
, Nan, Nan,Colquitt,0,0,0,0,1932, Nan,
, Nan, Nan,Columbus, Nan,0, Nan, Nan,201165, Nan,
, Nan, Nan,Commerce,0,0,0,0,6476, Nan,
, Nan, Nan,Coolidge,0,0,0,0,525, Nan,
, Nan, Nan,Cordele,0,0,0, Nan,11358, Nan,
, Nan, Nan,Cornelia,0,0,0, Nan,4170, Nan,
, Nan, Nan,Covington,0,0,0,0,13416, Nan,
, Nan, Nan,Cumming,0,0,0, Nan,5562, Nan,
, Nan, Nan,Cuthbert,0,0,0,0,3610, Nan,
, Nan, Nan,Dallas,0,0,0,0,12194, Nan,
, Nan, Nan,Dalton,0,0,0,0,33475, Nan,
, Nan, Nan,Danielsville,0,0,0,0,563, Nan,
, Nan, Nan,Davisboro,0,0, Nan, Nan,2006, Nan,
, Nan, Nan,Dawson,0,0,0,0,4352, Nan,
, Nan, Nan,Decatur,0,0,0,0,20001, Nan,
, Nan, Nan,Demorest,0,0,0, Nan,1987, Nan,
, Nan, Nan,Dillard,0,0,0,0,340, Nan,
, Nan, Nan,Doerun,0,0,0,0,785, Nan,
, Nan, Nan,Donalsonville,0,0,0,0,2822, Nan,
, Nan, Nan,Douglas, Nan,0, Nan, Nan,11892, Nan,
, Nan, Nan,Douglasville,0,0,0,0,31347, Nan,
, Nan, Nan,Dublin,0,0,0,0,16217, Nan,
, Nan, Nan,Duluth,0,0,0,0,28350, Nan,
, Nan, Nan,Dunwoody,0,0,0,0,47531, Nan,
, Nan, Nan,East Dublin,0, Nan, Nan, Nan,2398, Nan,
, Nan, Nan,East Ellijay,0,0,0,0,539, Nan,
, Nan, Nan,Eastman,0,0,0,0,5295, Nan,
, Nan, Nan,East Point,0,0,0,0,36172, Nan,
, Nan, Nan,Eatonton,0,0,0,0,6483, Nan,
, Nan, Nan,Edison,0,0,0, Nan,1470, Nan,
, Nan, Nan,Elberton,0,0,0,0,4476, Nan,
, Nan, Nan,Ellaville,0,0,0,0,1808, Nan,
, Nan, Nan,Ellijay,0,0, Nan, Nan,1630, Nan,
, Nan, Nan,Emerson,0,0,0,0,1486, Nan,
, Nan, Nan,Enigma,0,0,0, Nan,1284, Nan,
, Nan, Nan,Ephesus,0,0,0,0,420, Nan,
, Nan, Nan,Eton,0,0,0,0,902, Nan,
, Nan, Nan,Fairburn, Nan, Nan, Nan,0,13938, Nan,
, Nan, Nan,Fairmount,0,0,0,0,727, Nan,
, Nan, Nan,Fayetteville,0,0,0,0,16216, Nan,
, Nan, Nan,Fitzgerald,0,0,0,0,9034, Nan,
, Nan, Nan,Flowery Branch,0,0,0,0,6117, Nan,
, Nan, Nan,Folkston,0,0,0,0,5646, Nan,
, Nan, Nan,Forest Park,0,0, Nan, Nan,19007, Nan,
, Nan, Nan,Forsyth,0,0,0,0,3960, Nan,
, Nan, Nan,Fort Oglethorpe,0,0,0,0,9504, Nan,
, Nan, Nan,Franklin,0,0,0,0,974, Nan,
, Nan, Nan,Franklin Springs,0,0,0,0,1025, Nan,
, Nan, Nan,Gainesville,0,0,0,0,35111, Nan,
, Nan, Nan,Garden City,0,0,0,0,8968, Nan,
, Nan, Nan,Glennville,0,0,0,0,5210, Nan,
, Nan, Nan,Glenwood,0,0,0,0,717, Nan,
, Nan, Nan,Gordon,0,0,0,0,2044, Nan,
, Nan, Nan,Grantville,0,0,0,0,3113, Nan,
, Nan, Nan,Gray,0,0,0,0,3244, Nan,
, Nan, Nan,Greensboro,0,0,0,0,3371, Nan,
, Nan, Nan,Greenville,0,0,0,0,854, Nan,
, Nan, Nan,Griffin,0,0,0,0,23313, Nan,
, Nan, Nan,Grovetown,0,0,0,0,12525, Nan,
, Nan, Nan,Guyton,0,0, Nan, Nan,1698, Nan,
, Nan, Nan,Hagan,0,0,0, Nan,962, Nan,
, Nan, Nan,Hahira,0,0, Nan, Nan,2877, Nan,
, Nan, Nan,Hampton,0,0,0,0,7133, Nan,
, Nan, Nan,Hapeville,0,0,0,0,6799, Nan,
, Nan, Nan,Harlem,0,0,0,0,2811, Nan,
, Nan, Nan,Harrison,0,0,0,0,476, Nan,
, Nan, Nan,Hartwell,0,0,0, Nan,4496, Nan,
, Nan, Nan,Hazlehurst,0,0,0,0,4279, Nan,
, Nan, Nan,Helen,0,0,0,0,520, Nan,
, Nan, Nan,Helena,0,0,0,0,3147, Nan,
, Nan, Nan,Hiawassee,0,0,0,0,870, Nan,
, Nan, Nan,Hinesville,0,0, Nan, Nan,35311, Nan,
, Nan, Nan,Hiram,0,0,0, Nan,3613, Nan,
, Nan, Nan,Hoboken,0,0,0,0,533, Nan,
, Nan, Nan,Hogansville,0,0,0,0,3105, Nan,
, Nan, Nan,Holly Springs,0,0,0,0,9807, Nan,
, Nan, Nan,Homeland,0,0,0, Nan,880, Nan,
, Nan, Nan,Homerville,0,0,0,0,2413, Nan,
, Nan, Nan,Jackson,0,0,0,0,4941, Nan,
, Nan, Nan,Jefferson,0,0,0,0,9638, Nan,
, Nan, Nan,Jesup,0,0,0,0,10289, Nan,
, Nan, Nan,Johns Creek,0,0,0,0,84093, Nan,
, Nan, Nan,Jonesboro,0,0,0,0,4530, Nan,
, Nan, Nan,Kennesaw,0,0, Nan, Nan,31289, Nan,
, Nan, Nan,Kingsland,0,0,0,0,16393, Nan,
, Nan, Nan,Lafayette,0,0,0,0,7062, Nan,
, Nan, Nan,LaGrange,0,0,0, Nan,30723, Nan,
, Nan, Nan,Lakeland,0,0,0,0,3402, Nan,
, Nan, Nan,Lake Park,0,0,0,0,755, Nan,
, Nan, Nan,Lavonia,0,0,0,0,2121, Nan,
, Nan, Nan,Lawrenceville,0,0,0,0,29821, Nan,
, Nan, Nan,Leslie,0,0,0, Nan,392, Nan,
, Nan, Nan,Lilburn,0,0,0,0,12455, Nan,
, Nan, Nan,Lincolnton,0, Nan, Nan, Nan,1491, Nan,
, Nan, Nan,Locust Grove,0,0,0, Nan,5734, Nan,
, Nan, Nan,Loganville,0,0,0,0,10699, Nan,
, Nan, Nan,Lookout Mountain,0,0,0,0,1577, Nan,
, Nan, Nan,Ludowici,0,0,0,0,1941, Nan,
, Nan, Nan,Lumber City,0,0,0,0,1266, Nan,
, Nan, Nan,Lumpkin,0,0,0,0,1083, Nan,
, Nan, Nan,Macon,0,0,0, Nan,91177, Nan,
, Nan, Nan,Madison,0,0,0, Nan,3983, Nan,
, Nan, Nan,Manchester,0,0,0,0,4069, Nan,
, Nan, Nan,Marietta,0,0,0,0,58893, Nan,
, Nan, Nan,Marshallville,0, Nan, Nan, Nan,1382, Nan,
, Nan, Nan,Maysville,0,0,0,0,1795, Nan,
, Nan, Nan,McCaysville,0,0, Nan, Nan,1043, Nan,
, Nan, Nan,McDonough,0,0,0,0,22713, Nan,
, Nan, Nan,McIntyre,0,0,0,0,650, Nan,
, Nan, Nan,Meigs,0,0,0,0,1035, Nan,
, Nan, Nan,Metter,0,0,0,0,4184, Nan,
, Nan, Nan,Midville,0,0,0,0,267, Nan,
, Nan, Nan,Midway,0,0,0,0,2152, Nan,
, Nan, Nan,Milledgeville,0,0,0,0,19927, Nan,
, Nan, Nan,Milton,0,0,0,0,35751, Nan,
, Nan, Nan,Montezuma,0,0,0,0,3318, Nan,
, Nan, Nan,Monticello,0, Nan, Nan, Nan,2592, Nan,
, Nan, Nan,Morrow,0,0,0,0,6948, Nan,
, Nan, Nan,Moultrie,0,0,0,0,14554, Nan,
, Nan, Nan,Mountain City,0,0,0,0,1078, Nan,
, Nan, Nan,Mount Zion,0,0,0,0,1700, Nan,
, Nan, Nan,Nahunta,0,0,0, Nan,1095, Nan,
, Nan, Nan,Nashville,0,0,0,0,4993, Nan,
, Nan, Nan,Newington,0,0,0, Nan,266, Nan,
, Nan, Nan,Newnan,0,0,0,0,34453, Nan,
, Nan, Nan,Nicholls,0,0,0,0,3438, Nan,
, Nan, Nan,Norcross,0,0,0,0,15834, Nan,
, Nan, Nan,Norman Park,0,0,0,0,976, Nan,
, Nan, Nan,Oakwood,0,0,0,0,4126, Nan,
, Nan, Nan,Ocilla,0,0,0,0,3553, Nan,
, Nan, Nan,Omega,0,0,0,0,1260, Nan,
, Nan, Nan,Oxford,0,0,0,0,2180, Nan,
, Nan, Nan,Palmetto,0,0,0,0,4775, Nan,
, Nan, Nan,Patterson,0,0,0,0,735, Nan,
, Nan, Nan,Pavo,0,0,0,0,610, Nan,
, Nan, Nan,Peachtree City,0,0,0,0,34706, Nan,
, Nan, Nan,Pearson,0, Nan, Nan, Nan,2087, Nan,
, Nan, Nan,Pelham,0,0,0,0,3853, Nan,
, Nan, Nan,Pembroke,0,0, Nan, Nan,2317, Nan,
, Nan, Nan,Pine Lake,0,0,0,0,750, Nan,
, Nan, Nan,Pooler,0,0,0,0,21069, Nan,
, Nan, Nan,Portal,0, Nan, Nan, Nan,647, Nan,
, Nan, Nan,Porterdale,0,0,0,0,1446, Nan,
, Nan, Nan,Port Wentworth,0,0,0,0,6338, Nan,
, Nan, Nan,Poulan,0,0,0,0,852, Nan,
, Nan, Nan,Powder Springs,0, Nan, Nan,0,14350, Nan,
, Nan, Nan,Quitman,0,0,0,0,3607, Nan,
, Nan, Nan,Ray City,0,0,0,0,1047, Nan,
, Nan, Nan,Register,0,0,0,0,179, Nan,
, Nan, Nan,Remerton,0,0,0,0,1158, Nan,
, Nan, Nan,Reynolds,0,0,0,0,1037, Nan,
, Nan, Nan,Richmond Hill,0,0,0,0,10841, Nan,
, Nan, Nan,Rincon,0,0,0,0,9294, Nan,
, Nan, Nan,Ringgold,0,0,0,0,3665, Nan,
, Nan, Nan,Riverdale,0,0,0,0,15610, Nan,
, Nan, Nan,Roberta,0,0,0,0,1011, Nan,
, Nan, Nan,Rochelle,0,0,0,0,1133, Nan,
, Nan, Nan,Rockmart,0,0,0,0,4125, Nan,
, Nan, Nan,Rome,0,0,0,0,36098, Nan,
, Nan, Nan,Roswell,0,0,0, Nan,95373, Nan,
, Nan, Nan,Royston,0,0,0, Nan,2547, Nan,
, Nan, Nan,Sandersville,0,0,0,0,5807, Nan,
, Nan, Nan,Sandy Springs,0,0,0,0,101180, Nan,
, Nan, Nan,Sardis,0,0,0,0,985, Nan,
, Nan, Nan,Savannah-Chatham Metropolitan,0,0,0,0,235200, Nan,
, Nan, Nan,Screven,0,0,0, Nan,774, Nan,
, Nan, Nan,Senoia,0,0,0,0,3669, Nan,
, Nan, Nan,Shiloh,0,0,0,0,445, Nan,
, Nan, Nan,Sky Valley,0,0,0, Nan,268, Nan,
, Nan, Nan,Smyrna,0,0,0,0,53080, Nan,
, Nan, Nan,Snellville,0,0,0,0,19260, Nan,
, Nan, Nan,Social Circle,0,0,0,0,4288, Nan,
, Nan, Nan,Sparks,0,0,0,0,1987, Nan,
, Nan, Nan,Sparta,0,0,0,0,1314, Nan,
, Nan, Nan,Springfield,0,0,0,0,2798, Nan,
, Nan, Nan,Statesboro,0,0,0,0,30201, Nan,
, Nan, Nan,St. Marys,0,0,0, Nan,17701, Nan,
, Nan, Nan,Stone Mountain,0,0,0,0,5984, Nan,
, Nan, Nan,Summerville,0,0,0,0,4449, Nan,
, Nan, Nan,Suwanee,0,0,0,0,16539, Nan,
, Nan, Nan,Swainsboro,0,0, Nan,0,7707, Nan,
, Nan, Nan,Sycamore,0,0,0, Nan,708, Nan,
, Nan, Nan,Sylvania,0,0,0,0,2540, Nan,
, Nan, Nan,Sylvester,0,0,0, Nan,6322, Nan,
, Nan, Nan,Talbotton,0,0,0,0,891, Nan,
, Nan, Nan,Tallulah Falls,0,0,0,0,169, Nan,
, Nan, Nan,Temple, Nan,0,0, Nan,4238, Nan,
, Nan, Nan,Tennille,0,0,0,0,1518, Nan,
, Nan, Nan,Thomaston, Nan,0,0,0,9048, Nan,
, Nan, Nan,Thomasville,0,0,0,0,18451, Nan,
, Nan, Nan,Thunderbolt,0,0,0,0,2625, Nan,
, Nan, Nan,Tifton,0,0,0,0,16781, Nan,
, Nan, Nan,Tignall,0,0,0,0,521, Nan,
, Nan, Nan,Toccoa,0,0,0,0,8379, Nan,
, Nan, Nan,Toomsboro,0,0,0, Nan,471, Nan,
, Nan, Nan,Trenton,0,0,0,0,2275, Nan,
, Nan, Nan,Trion,0,0,0,0,1796, Nan,
, Nan, Nan,Tunnel Hill,0,0,0,0,868, Nan,
, Nan, Nan,Twin City,0, Nan, Nan, Nan,1735, Nan,
, Nan, Nan,Tybee Island,0,0,0,0,3091, Nan,
, Nan, Nan,Tyrone,0,0,0,0,6997, Nan,
, Nan, Nan,Union City,0,0,0,0,20826, Nan,
, Nan, Nan,Union Point,0,0,0,0,1639, Nan,
, Nan, Nan,Uvalda,0, Nan, Nan, Nan,590, Nan,
, Nan, Nan,Vidalia,0,0,0,0,10652, Nan,
, Nan, Nan,Wadley,0,0, Nan, Nan,1994, Nan,
, Nan, Nan,Walthourville,0,0,0,0,4278, Nan,
, Nan, Nan,Warm Springs,0,0,0,0,406, Nan,
, Nan, Nan,Warner Robins,0,0,0,0,71614, Nan,
, Nan, Nan,Watkinsville,0,0,0,0,2896, Nan,
, Nan, Nan,Waverly Hall,0,0,0,0,737, Nan,
, Nan, Nan,Waycross,0,0,0,0,14206, Nan,
, Nan, Nan,Waynesboro,0,0,0,0,5793, Nan,
, Nan, Nan,West Point,0,0,0,0,3539, Nan,
, Nan, Nan,Whigham,0, Nan, Nan, Nan,481, Nan,
, Nan, Nan,Willacoochee,0,0,0,0,1366, Nan,
, Nan, Nan,Winder,0,0,0,0,14291, Nan,
, Nan, Nan,Winterville,0,0,0,0,1137, Nan,
, Nan, Nan,Woodbury,0, Nan, Nan, Nan,911, Nan,
, Nan, Nan,Woodstock,0,0,0,0,25515, Nan,
, Nan, Nan,Wrens,0,0,0,0,2096, Nan,
, Nan, Nan,Zebulon,0,0, Nan, Nan,1151, Nan,
, Nan,Universities and Colleges,Abraham Baldwin Agricultural College,0,0,0,0,3233, Nan,
, Nan, Nan,Agnes Scott College,0,0,0,0,885, Nan,
, Nan, Nan,Albany State University,0,0,0,0,4275, Nan,
, Nan, Nan,Andrew College, Nan, Nan,0,0,292, Nan,
, Nan, Nan,Armstrong Atlantic State University,0,0,0,0,7439, Nan,
, Nan, Nan,Atlanta Metropolitan State College,0,0,0,0,2871, Nan,
, Nan, Nan,Augusta State University,0,0,0,0,6528, Nan,
, Nan, Nan,Augusta Technical College, Nan, Nan,0,0,4339, Nan,
, Nan, Nan,Bainbridge College,0,0,0,0,2942, Nan,
, Nan, Nan,Berry College,0,0,0,0,2166, Nan,
, Nan, Nan,Clark Atlanta University,0,0,0,0,3419, Nan,
, Nan, Nan,Clayton State University,0,0,0, Nan,7140, Nan,
, Nan, Nan,College of Coastal Georgia,0,0,0,0,3156, Nan,
, Nan, Nan,Columbus State University,0, Nan, Nan, Nan,8239, Nan,
, Nan, Nan,Dalton State College,0,0,0,0,5047, Nan,
, Nan, Nan,Darton State College,0,0,0,0,6396, Nan,
, Nan, Nan,Emory University,0,0,0,0,14236, Nan,
, Nan, Nan,Fort Valley State University,0,0,0,0,3568, Nan,
, Nan, Nan,Gainesville State College,0, Nan, Nan, Nan,8659, Nan,
, Nan, Nan,Georgia College and State University,0,0,0,0,6444, Nan,
, Nan, Nan,Georgia Gwinnett College,0, Nan,0, Nan,9397, Nan,
, Nan, Nan,Georgia Institute of Technology,0,0,0,0,21557, Nan,
, Nan, Nan,Georgia Military College3,0,0,0,0, Nan, Nan,
, Nan, Nan,Georgia Perimeter College,0,0,0,0,23619, Nan,
, Nan, Nan,Georgia Regents University,0,0,0,0,2506, Nan,
, Nan, Nan,Georgia Southern University,0,0,0,0,20574, Nan,
, Nan, Nan,Georgia Southwestern State University,0,0,0,0,2973, Nan,
, Nan, Nan,Georgia State University,0,0, Nan, Nan,32087, Nan,
, Nan, Nan,Gordon State College,0,0,0, Nan,4171, Nan,
, Nan, Nan,Gwinnett Technical College, Nan, Nan,0,0,6682, Nan,
, Nan, Nan,Macon State College,0,0,0, Nan,5780, Nan,
, Nan, Nan,Mercer University,0,0,0,0,8329, Nan,
, Nan, Nan,Middle Georgia College,0,0,0,0,3104, Nan,
, Nan, Nan,Morehouse College,0,0,0,0,2374, Nan,
, Nan, Nan,Morehouse School of Medicine,0,0, Nan, Nan,360, Nan,
, Nan, Nan,North Georgia College and State University,0,0,0,0,6413, Nan,
, Nan, Nan,Paine College,0, Nan,0,0,837, Nan,
, Nan, Nan,Piedmont College,0,0,0,0,2464, Nan,
, Nan, Nan,Savannah State University,0,0,0,0,4582, Nan,
, Nan, Nan,Southern Crescent Technical College,0,0,0,0,5543, Nan,
, Nan, Nan,Southern Polytechnic State University,0,0,0,0,6202, Nan,
, Nan, Nan,South Georgia College,0,0,0,0,2226, Nan,
, Nan, Nan,Spelman College,0,0,0,0,2145, Nan,
, Nan, Nan,University of West Georgia,0,0,0,0,11769, Nan,
, Nan, Nan,Valdosta State University,0,0,0,0,12515, Nan,
, Nan, Nan,Wesleyan College,0,0,0,0,715, Nan,
, Nan, Nan,West Georgia Technical College,0,0,0,0,6645, Nan,
, Nan, Nan,Young Harris College,0,0,0,0,1030, Nan,
, Nan,Metropolitan Counties,Augusta-Richmond,0,0,0,0, Nan, Nan,
, Nan, Nan,Bartow,0,0,0,0, Nan, Nan,
, Nan, Nan,Brantley,0,0,0,0, Nan, Nan,
, Nan, Nan,Brooks,0,0,0,0, Nan, Nan,
, Nan, Nan,Bryan,0,0,0,0, Nan, Nan,
, Nan, Nan,Butts,0,0,0,0, Nan, Nan,
, Nan, Nan,Carroll,0,0,0,0, Nan, Nan,
, Nan, Nan,Catoosa,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Chattahoochee,0,0,0,0, Nan, Nan,
, Nan, Nan,Cherokee,0,0,0,0, Nan, Nan,
, Nan, Nan,Clarke,0,0,0,0, Nan, Nan,
, Nan, Nan,Clayton,0,0,0,0, Nan, Nan,
, Nan, Nan,Clayton County Police Department,0,0,0,0, Nan, Nan,
, Nan, Nan,Cobb,0,0,0,0, Nan, Nan,
, Nan, Nan,Columbia,0,0,0,0, Nan, Nan,
, Nan, Nan,Coweta,0,0,0,0, Nan, Nan,
, Nan, Nan,Crawford,0,0,0,0, Nan, Nan,
, Nan, Nan,Dawson,0,0,0,0, Nan, Nan,
, Nan, Nan,DeKalb,0,0,0,0, Nan, Nan,
, Nan, Nan,Dougherty,0,0,0,0, Nan, Nan,
, Nan, Nan,Dougherty County Police Department,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Douglas,0,0,0,0, Nan, Nan,
, Nan, Nan,Echols,0,0,0,0, Nan, Nan,
, Nan, Nan,Effingham,0,0,0,0, Nan, Nan,
, Nan, Nan,Fayette,0,0,0,0, Nan, Nan,
, Nan, Nan,Floyd,0,0,0,0, Nan, Nan,
, Nan, Nan,Forsyth, Nan,0, Nan,0, Nan, Nan,
, Nan, Nan,Fulton,0,0,0,0, Nan, Nan,
, Nan, Nan,Glynn,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Glynn County Police Department,0,0,0,0, Nan, Nan,
, Nan, Nan,Hall,0,0, Nan, Nan, Nan, Nan,
, Nan, Nan,Haralson,0,0, Nan, Nan, Nan, Nan,
, Nan, Nan,Harris,0,0,0,0, Nan, Nan,
, Nan, Nan,Heard,0,0,0,0, Nan, Nan,
, Nan, Nan,Henry,0,0,0,0, Nan, Nan,
, Nan, Nan,Houston,0,0,0,0, Nan, Nan,
, Nan, Nan,Jasper,0,0,0,0, Nan, Nan,
, Nan, Nan,Jones,0,0,0,0, Nan, Nan,
, Nan, Nan,Lamar,0,0,0,0, Nan, Nan,
, Nan, Nan,Lanier,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Lee,0,0,0,0, Nan, Nan,
, Nan, Nan,Lincoln,0,0,0,0, Nan, Nan,
, Nan, Nan,Long,0,0, Nan, Nan, Nan, Nan,
, Nan, Nan,Lowndes,0,0,0,0, Nan, Nan,
, Nan, Nan,Marion,0,0,0,0, Nan, Nan,
, Nan, Nan,McDuffie,0,0,0,0, Nan, Nan,
, Nan, Nan,McIntosh,0,0,0,0, Nan, Nan,
, Nan, Nan,Meriwether,0,0,0,0, Nan, Nan,
, Nan, Nan,Monroe,0,0,0,0, Nan, Nan,
, Nan, Nan,Morgan,0,0, Nan, Nan, Nan, Nan,
, Nan, Nan,Murray,0,0,0,0, Nan, Nan,
, Nan, Nan,Newton,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Oconee,0,0,0,0, Nan, Nan,
, Nan, Nan,Oglethorpe,0,0,0,0, Nan, Nan,
, Nan, Nan,Paulding,0,0,0,0, Nan, Nan,
, Nan, Nan,Peach,0,0,0,0, Nan, Nan,
, Nan, Nan,Pickens,0, Nan,0,0, Nan, Nan,
, Nan, Nan,Pike,0,0,0,0, Nan, Nan,
, Nan, Nan,Pulaski,0,0,0,0, Nan, Nan,
, Nan, Nan,Rockdale,0,0,0,0, Nan, Nan,
, Nan, Nan,Spalding,0,0,0,0, Nan, Nan,
, Nan, Nan,Terrell,0,0,0,0, Nan, Nan,
, Nan, Nan,Twiggs,0,0,0,0, Nan, Nan,
, Nan, Nan,Walker,0,0, Nan, Nan, Nan, Nan,
, Nan, Nan,Walton,0,0,0,0, Nan, Nan,
, Nan, Nan,Whitfield, Nan,0,0,0, Nan, Nan,
, Nan, Nan,Worth,0,0,0,0, Nan, Nan,
, Nan,Nonmetropolitan Counties,Appling,0, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Baldwin,0,0,0,0, Nan, Nan,
, Nan, Nan,Banks,0,0,0,0, Nan, Nan,
, Nan, Nan,Ben Hill,0,0,0,0, Nan, Nan,
, Nan, Nan,Berrien,0,0,0,0, Nan, Nan,
, Nan, Nan,Bleckley,0,0,0,0, Nan, Nan,
, Nan, Nan,Bulloch,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Camden,0,0,0,0, Nan, Nan,
, Nan, Nan,Charlton,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Chattooga,0, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Clay,0,0,0,0, Nan, Nan,
